,title,type,release_year,rating,runtime,description,genres,cast,director,country,imdb_link,date_added
0,13 Reasons Why: Beyond the Reasons,tvshow,2019,TV-MA,3 Seasons,"Cast members, writers, producers and mental health professionals discuss some of the difficult issues and themes explored in ""13 Reasons Why.""","['Crime TV Shows', 'Docuseries']","['Dylan Minnette', 'Katherine Langford', 'Kate Walsh', 'Derek Luke', 'Alisha Boe', 'Justin Prentice', 'Brandon Flynn', 'Miles Heizer', 'Christian Navarro', 'Brian Yorkey', 'Tom McCarthy', 'Selena Gomez', 'Mandy Teefey', 'Jay Asher', 'Dr. Rona Hu', 'Dr. Helen Hsu', 'Dr. Rebecca Hedrick', 'Alexis Jones', 'Elaine Welteroth', 'Julia Bicknell', 'Dr. Christine Moutier', 'Nic Sheff', 'Carrie Goldberg', 'Anne Winters', 'Joy Gorman', 'Brandon Butler', 'Marissa Jo Cerar', 'Susanne Timms']",[],['United States'],['https://www.imdb.com/title/tt6723582/?ref_=plg_rt_1'],"New Season Added:August 23, 2019"
1,1983,tvshow,2018,TV-MA,1 Season,"In this dark alt-history thriller, a naïve law student and a world-weary detective uncover a conspiracy that has tyrannized Poland for decades.","['Crime TV Shows', 'International TV Shows', 'TV Dramas']","['Robert Więckiewicz', 'Maciej Musiał', 'Michalina Olszańska', 'Andrzej Chyra', 'Clive Russell', 'Zofia Wichłacz', 'Edyta Olszówka', 'Mateusz Kościukiewicz', 'Ewa Błaszczyk', 'Vu Le Hong', 'Tomasz Włosok', 'Krzysztof Wach']",[],"['Poland', 'United States']",['https://www.imdb.com/title/tt7371666/?ref_=plg_rt_1'],"Added to Netflix:November 30, 2018"
2,1994,tvshow,2019,TV-MA,1 Season,"Archival video and new interviews examine Mexican politics in 1994, a year marked by the rise of the EZLN and the assassination of Luis Donaldo Colosio.","['Crime TV Shows', 'Docuseries', 'International TV Shows']",[],['Diego Enrique Osorno'],['Mexico'],['https://www.imdb.com/title/tt10225030/?ref_=plg_rt_1'],"Added to Netflix:May 17, 2019"
3,21 Thunder,tvshow,2017,TV-MA,1 Season,"Players and coaches for a Montreal soccer team chase dreams of stardom while their personal lives erupt with love, fear, passion and violence.","['Crime TV Shows', 'International TV Shows', 'TV Dramas']","['Stephanie Bennett', 'Emmanuel Kabongo', 'RJ Fetherstonhaugh', 'Andres Joseph', 'Kevin Claydon', 'Conrad Pla', 'Clark Backo', 'Ryan Pierce', 'Eileen Li', 'Susan Bain', 'Cristina Rosato', 'Jonathan Kim', 'Colm Feore']",[],['Canada'],['https://www.imdb.com/title/tt6145878/?ref_=plg_rt_1'],"Added to Netflix:March 1, 2018"
4,3%,tvshow,2019,TV-MA,3 Seasons,"In a future where the elite inhabit an island paradise far from the crowded slums, you get one chance to join the 3% saved from squalor.","['International TV Shows', 'TV Dramas', 'TV Sci-Fi & Fantasy']","['João Miguel', 'Bianca Comparato', 'Michel Gomes', 'Rodolfo Valente', 'Vaneza Oliveira', 'Rafael Lozano', 'Viviane Porto', 'Mel Fronckowiak', 'Sergio Mamberti', 'Zezé Motta', 'Celso Frateschi']",[],['Brazil'],['https://www.imdb.com/title/tt4922804/?ref_=plg_rt_1'],"New Season Added:June 7, 2019"
5,3Below: Tales of Arcadia,tvshow,2019,TV-Y7,2 Seasons,"After crash-landing on Earth, two royal teen aliens on the run struggle to blend in with humans as they evade intergalactic bounty hunters.","[""Kids' TV"", 'TV Action & Adventure', 'TV Sci-Fi & Fantasy']","['Tatiana Maslany', 'Diego Luna', 'Nick Offerman', 'Nick Frost', 'Glenn Close', 'Alon Aboutboul', 'Hayley Atwell', 'Darin De Paul', 'Andy Garcia', 'Cheryl Hines', 'Tom Kenny', 'Chris Obi', 'Cole Sand', 'Frank Welker', 'Steven Yeun']",[],['United States'],['https://www.imdb.com/title/tt7736544/?ref_=plg_rt_1'],"New Season Added:July 12, 2019"
6,45 rpm,tvshow,2019,TV-MA,1 Season,"In 1960s Madrid, music producer Guillermo Rojas launches a rock 'n' roll label with the help of aspiring singer Robert and clever producer Maribel.","['International TV Shows', 'Romantic TV Shows', 'Spanish-Language TV Shows']","['Carlos Cuevas', 'Guiomar Puerta', 'Iván Marcos', 'Israel Elejalde', 'Eudald Font', 'Luis Larrodera', 'Carmen Gutiérrez', 'Diana Gómez', 'Vito Sanz', 'Marina San José', 'Pere Ponce', 'Joan Pera']",[],['Spain'],['https://www.imdb.com/title/tt8987918/?ref_=plg_rt_1'],"Added to Netflix:August 16, 2019"
7,7 Days Out,tvshow,2018,TV-PG,1 Season,"Witness the excitement and drama behind the scenes in the seven days leading up to major live events in the worlds of sports, fashion, space and food.",['Docuseries'],[],[],['United States'],['https://www.imdb.com/title/tt9315990/?ref_=plg_rt_1'],"Added to Netflix:December 21, 2018"
8,72 Dangerous Animals: Asia,tvshow,2018,TV-14,1 Season,"From fangs to claws to venomous stings, they all wield deadly weapons. But which creature will be crowned the fiercest of all?","['Docuseries', 'International TV Shows', 'Science & Nature TV']",['Bob Brisbane'],[],['Australia'],['https://www.imdb.com/title/tt8728268/?ref_=plg_rt_1'],"Added to Netflix:August 10, 2018"
9,72 Dangerous Animals: Latin America,tvshow,2017,TV-14,1 Season,"Powerful cats, indestructible arachnids and flesh-melting pit vipers are just the beginning in this series about Latin America's deadliest creatures.","['Docuseries', 'International TV Shows', 'Science & Nature TV']",['Bob Brisbane'],[],"['Australia', 'United States']",['https://www.imdb.com/title/tt7909708/?ref_=plg_rt_1'],"Added to Netflix:December 22, 2017"
10,A Little Help with Carol Burnett,tvshow,2018,TV-G,1 Season,"Comedy icon Carol Burnett returns to TV with a panel of clever kids, who help adults and celebrity guests solve their problems with brutal honesty.","['Stand-Up Comedy & Talk Shows', 'TV Comedies']","['Carol Burnett', 'Russell Peters', 'Mark Cuban', 'Taraji P. Henson', 'Brittany Snow', 'Wanda Sykes', 'Derek Hough', 'Billy Eichner', 'Lisa Kudrow', 'Candace Cameron Bure', 'DJ Khaled', 'Tony Hale', 'Julie Bowen']",[],['United States'],['https://www.imdb.com/title/tt7204366/?ref_=plg_rt_1'],"Added to Netflix:May 4, 2018"
11,A Series of Unfortunate Events,tvshow,2019,TV-PG,3 Seasons,"The extraordinary Baudelaire orphans face trials, tribulations and the evil Count Olaf in their fateful quest to unlock long-held family secrets.","[""Kids' TV"", 'TV Action & Adventure', 'TV Comedies']","['Neil Patrick Harris', 'Patrick Warburton', 'Malina Weissman', 'Louis Hynes', 'K. Todd Freeman', 'Joan Cusack', 'Aasif Mandvi']",[],['United States'],['https://www.imdb.com/title/tt4834206/?ref_=plg_rt_1'],"New Season Added:January 1, 2019"
12,A Taiwanese Tale of Two Cities,tvshow,2018,TV-MA,1 Season,"A Taipei doctor and a San Francisco engineer swap homes in a daring pact, embarking on journeys filled with trials, secrets and unexpected encounters.","['International TV Shows', 'TV Dramas']","['Tammy Chen', 'James Wen', 'Peggy Tseng', 'Denny Huang']",[],[''],['https://www.imdb.com/title/tt8893498/?ref_=plg_rt_1'],"Added to Netflix:January 27, 2019"
13,A Thousand Goodnights,tvshow,2019,TV-14,1 Season,"To carry out her dad's wish and discover her roots, Dai Tian-qing embarks on a journey around Taiwan and finds love and redemption on the way.","['International TV Shows', 'TV Dramas']","['Cindy Lien', 'Nicholas Teo', 'Yao Ai-ning', 'Li Chung-lin', 'Chen Bor-jeng', 'Miao Ke-li']",[],['Taiwan'],['https://www.imdb.com/title/tt10370952/?ref_=plg_rt_1'],"Added to Netflix:June 1, 2019"
14,A Very Secret Service,tvshow,2018,TV-MA,2 Seasons,"At the height of the Cold War in 1960, André Merlaux joins the French Secret Service and contends with enemies both foreign and bureaucratic.","['International TV Shows', 'TV Comedies']","['Hugo Becker', 'Wilfred Benaïche', 'Christophe Kourotchkine', 'Karim Barras', 'Bruno Paviot', 'Jean-Édouard Bodziak', 'Mathilde Warnier', 'Joséphine de La Baume', 'Marie-Julie Baup', 'Antoine Gouy', 'Julie Farenc']",[],['France'],['https://www.imdb.com/title/tt4367560/?ref_=plg_rt_1'],"New Season Added:July 30, 2018"
15,A.I.C.O.,tvshow,2018,TV-14,1 Season,Everything Aiko knew was a lie. Now she's joining a team of Divers to reach the place where the Burst began to stop it for good and save her family.,"['Anime Series', 'International TV Shows']","['Haruka Shiraishi', 'Yusuke Kobayashi', 'Makoto Furukawa', 'Taishi Murata', 'Kaori Nazuka', 'M・A・O', 'Ryota Takeuchi', 'Ai Kayano', 'Toru Okawa', 'Takehito Koyasu', 'Atsuko Tanaka']",['Kazuya Murata'],['Japan'],['https://www.imdb.com/title/tt8116380/?ref_=plg_rt_1'],"Added to Netflix:March 9, 2018"
16,Abstract: The Art of Design,tvshow,2019,TV-14,2 Seasons,Step inside the minds of the most innovative designers in a variety of disciplines and learn how design impacts every aspect of life.,['Docuseries'],"['Christoph Niemann', 'Tinker Hatfield', 'Es Devlin', 'Bjarke Ingels', 'Paula Scher', 'Platon', 'Ilse Crawford', 'Ralph Gilles']",[],['United States'],['https://www.imdb.com/title/tt6333098/?ref_=plg_rt_1'],"New Season Added:September 25, 2019"
17,Abyss,tvshow,2019,TV-14,1 Season,"After meeting an untimely demise in separate incidents, Cha Min and Go Se-yeon discover they’ve come back to life in new bodies they don’t recognize.","['Crime TV Shows', 'International TV Shows', 'Korean TV Shows']","['Park Bo-young', 'Ahn Hyo-seop', 'Lee Sung-jae', 'Lee Si-eon', 'Han So-hee', 'Kwon Soo-hyun', 'Kim Sa-rang', 'Ahn Se-ha', 'Yun Yoo-sun']",[],['South Korea'],['https://www.imdb.com/title/tt10055734/?ref_=plg_rt_1'],"Added to Netflix:May 7, 2019"
18,Accidentally in Love,tvshow,2018,TV-14,1 Season,"Rejecting the demands of her wealthy family, a young woman poses as an ordinary college student and crosses paths with a stoic pop star at school.","['International TV Shows', 'Romantic TV Shows', 'TV Comedies']","['Junchen Guo', 'Yi Ning Sun', 'Yi Qin Zhao', 'Mu Xuan Cheng', 'Li Ma', 'Mo Zhou']",[],['United States'],['https://www.imdb.com/title/tt1684914/?ref_=plg_rt_1'],"Added to Netflix:October 19, 2018"
19,Ad Vitam,tvshow,2018,TV-MA,1 Season,"In a future where regeneration technology lets humans live indefinitely, a cop and a troubled young woman investigate a strange wave of youth suicides.","['Crime TV Shows', 'International TV Shows', 'TV Dramas']","['Yvan Attal', 'Garance Marillier', 'Niels Schneider', 'Victor Assié', 'Rod Paradot', 'Anne Azoulay', 'Adel Bencherif']",[],['France'],['https://www.imdb.com/title/tt8548830/?ref_=plg_rt_1'],"Added to Netflix:November 1, 2019"
20,Afflicted,tvshow,2018,TV-MA,1 Season,Baffling symptoms. Controversial diagnoses. Costly treatments. Seven people with chronic illnesses search for answers – and relief.,"['Docuseries', 'Reality TV', 'Science & Nature TV']",[],[],['United States'],['https://www.imdb.com/title/tt8792570/?ref_=plg_rt_1'],"Added to Netflix:August 10, 2018"
21,Aggretsuko,tvshow,2019,TV-14,2 Seasons,"Frustrated with her thankless office job, Retsuko the Red Panda copes with her daily struggles by belting out death metal karaoke after work.","['Anime Series', 'International TV Shows']","['Kaolip', 'Komegumi Koiwasaki', 'Maki Tsuruta', 'Sohta Arai', 'Rina Inoue', 'Shingo Kato', 'Yuki Takahashi']",[],['Japan'],['https://www.imdb.com/title/tt8019444/?ref_=plg_rt_1'],"New Season Added:June 14, 2019"
22,Ainori Love Wagon: African Journey,tvshow,2019,TV-14,1 Season,"To find love, seven strangers leave Japan and embark on a journey through the continent of Africa together. Challenges, adventure and romance await!","['International TV Shows', 'Reality TV', 'Romantic TV Shows']","['Becky', 'Ryo Kato', 'Karina Maruyama', 'Kohei Takeda']",[],['Japan'],['https://www.imdb.com/title/tt11542960/?ref_=plg_rt_1'],"Added to Netflix:January 30, 2020"
23,Ainori Love Wagon: Asian Journey,tvshow,2018,TV-MA,2 Seasons,"Seven men and women board a pink bus in search of true love. On a journey through Asia with strangers, their goal is to return to Japan as a couple.","['International TV Shows', 'Reality TV', 'Romantic TV Shows']","['Becky', 'Audrey', 'Mayuko Kawakita', 'Shimon Okura']",[],['Japan'],['https://www.imdb.com/title/tt7510930/?ref_=plg_rt_1'],"New Season Added:March 28, 2019"
24,AJIN: Demi-Human,tvshow,2016,TV-MA,2 Seasons,A teenager discovers that he is an Ajin and flees before the authorities experiment on him. Other Ajin plan to fight back and he must choose a side.,"['Anime Series', 'International TV Shows']","['Mamoru Miyano', 'Yoshimasa Hosoya', 'Jun Fukuyama', 'Hochu Otsuka', 'Daisuke Hirakawa', 'Takahiro Sakurai', 'Mikako Komatsu', 'Hiroyuki Kinoshita', 'Aya Suzaki']",[],['Japan'],['https://www.imdb.com/title/tt6215712/?ref_=plg_rt_1'],"New Season Added:December 27, 2016"
25,Alias Grace,tvshow,2017,TV-MA,1 Season,"In 19th-century Canada, a psychiatrist weighs whether a murderess should be pardoned due to insanity. Based on Margaret Atwood's award-winning novel.","['Crime TV Shows', 'International TV Shows', 'TV Dramas']","['Sarah Gadon', 'Edward Holcroft', 'Paul Gross', 'Anna Paquin', 'Rebecca Liddiard', 'Zachary Levi', 'Kerr Logan', 'David Cronenberg']",[],['Canada'],['https://www.imdb.com/title/tt1034007/?ref_=plg_rt_1'],"Added to Netflix:November 3, 2017"
26,All About the Washingtons,tvshow,2018,TV-PG,1 Season,"Hip-hop icon MC Joe Speed retires from showbiz and finds a new rhythm balancing business, romance and everyday family chaos.",['TV Comedies'],"['Joseph Simmons', 'Justine Simmons', 'Kiana Ledé', 'Nathan Anderson', 'Leah Rose Randall', 'Maceo Smedley', 'Quincy Fouse', 'DJ Ruckus', 'Adain Bradley', 'Tim Meadows', 'Daymond John', 'Erick Chavarria', 'Christopher Clarke', 'Aubrey Cleland', 'Arsenio Hall', 'Stephen Schneider', 'Max Goudsmit', 'Noah Gerry', 'Jamie VanDyke', 'Ashleigh Hairston']",[],['United States'],['https://www.imdb.com/title/tt7661368/?ref_=plg_rt_1'],"Added to Netflix:August 10, 2018"
27,All Hail King Julien,tvshow,2017,TV-Y7,5 Seasons,"In this Emmy winner for Outstanding Children's Animated Program, Madagascar booty-shaker King Julien takes on the jungle’s craziest adventures.","[""Kids' TV"", 'TV Comedies']","['Danny Jacobs', 'Andy Richter', 'Henry Winkler', 'Kevin Michael Richardson', 'India de Beaufort', 'Jeff Bennett', 'David Krumholtz', 'Diedrich Bader', 'Debra Wilson', 'Sarah Thyre', 'Betsy Sodaro']",[],['United States'],['https://www.imdb.com/title/tt3807022/?ref_=plg_rt_1'],"New Season Added:December 1, 2017"
28,All Hail King Julien: Exiled,tvshow,2017,TV-Y7,1 Season,"Julien's been dethroned, but loyal friends and some very unlikely allies will propel the lovable lemur on a colorful journey to take back his kingdom.","[""Kids' TV"", 'TV Action & Adventure', 'TV Comedies']","['Danny Jacobs', 'Andy Richter', 'Kevin Michael Richardson', 'India de Beaufort', 'Jeff Bennett', 'Maurice LaMarche']",[],['United States'],['https://www.imdb.com/title/tt6865906/?ref_=plg_rt_1'],"Added to Netflix:May 12, 2017"
29,Always a Witch,tvshow,2019,TV-14,2 Seasons,"A young 17th-century witch time travels to the future to save the man she loves, but first must adjust to present-day Cartagena and defeat a dark rival.","['International TV Shows', 'Spanish-Language TV Shows', 'TV Comedies']","['Angely Gaviria', 'Sebastián Eslava', 'Luis Fernando Hoyos', 'Verónica Orozco', 'Lenard Vanderaa', 'Sofía Araujo', 'Dylan Fuentes', 'Valeria Emiliani', 'Dubán Prado', 'Carlos Quintero']",[],['Colombia'],['https://www.imdb.com/title/tt8001250/?ref_=plg_rt_1'],"New Season Added:February 28, 2020"
30,Amazing Interiors,tvshow,2018,TV-PG,1 Season,"Meet eccentric homeowners whose seemingly ordinary spaces are full of surprises, from a backyard roller coaster to an indoor aquarium.","['British TV Shows', 'International TV Shows', 'Reality TV']",[],[],['United Kingdom'],['https://www.imdb.com/title/tt8747342/?ref_=plg_rt_1'],"Added to Netflix:July 20, 2018"
31,American Vandal,tvshow,2018,TV-MA,2 Seasons,"A high school is rocked by an act of vandalism, but the top suspect pleads innocence and finds an ally in a filmmaker. A satirical true crime mystery.","['Crime TV Shows', 'TV Comedies', 'Teen TV Shows']","['Tyler Alvarez', 'Griffin Gluck', 'Jimmy Tatro', 'Camille Hyde', 'Lou Wilson', 'Eduardo Franco', 'Jessica Juarez', 'Camille Ramsey', 'Calum Worthy', 'G. Hannelius', 'Karly Rothenberg']",[],['United States'],['https://www.imdb.com/title/tt6877772/?ref_=plg_rt_1'],"New Season Added:September 14, 2018"
32,AMO,tvshow,2017,TV-MA,1 Season,"Despite the Philippine government's crackdown on narcotics, high schooler Joseph expands his drug running while his cop uncle profits from corruption.","['International TV Shows', 'TV Dramas']","['Derek Ramsay', 'Vince Rillon', 'Allen Dizon', 'Felix Roco', 'Ruby Ruiz']",[],['Philippines'],['https://www.imdb.com/title/tt7218736/?ref_=plg_rt_1'],"Added to Netflix:April 9, 2018"
33,Anne with an E,tvshow,2019,TV-PG,3 Seasons,"A plucky orphan whose passions run deep finds an unlikely home with a spinster and her soft-spoken bachelor brother. Based on ""Anne of Green Gables.""","['International TV Shows', 'TV Dramas', 'Teen TV Shows']","['Amybeth McNulty', 'Geraldine James', 'R.H. Thomson', 'Corrine Koslo', 'Dalila Bela', 'Lucas Jade Zumann', 'Aymeric Jett Montaz']",[],['Canada'],['https://www.imdb.com/title/tt5421602/?ref_=plg_rt_1'],"New Season Added:January 3, 2020"
34,Another Life,tvshow,2019,TV-MA,1 Season,"After a massive alien artifact lands on Earth, Niko Breckinridge leads an interstellar mission to track down its source and make first contact.","['TV Action & Adventure', 'TV Dramas', 'TV Mysteries']","['Katee Sackhoff', 'Justin Chatwin', 'Samuel Anderson', 'Blu Hunt', 'AJ Rivera', 'Jake Abel', 'Alex Ozerov', 'Alexander Eling', 'Lina Renna', 'Selma Blair']",[],['United States'],['https://www.imdb.com/title/tt8369840/?ref_=plg_rt_1'],"Added to Netflix:July 25, 2019"
35,Answer for Heaven,tvshow,2019,TV-MA,1 Season,An angel falls to earth to investigate why humans are doing fewer good deeds – and falls in with a hard-charging crime reporter and his news team.,"['Crime TV Shows', 'International TV Shows', 'TV Comedies']","['Sunny Suwanmethanont', 'Kan Kantathavorn', 'Pattarasaya Kreuasuwansri', 'Chayanan Manomaisantiphap', 'Suwaphat Techaviriyawong', 'Prachakorn Piyasakulkaew', 'Nattarika Thampridanant', 'Michael Shaowanasai', 'Pattanachai Adirek']",[],[],['https://www.imdb.com/title/tt10383558/?ref_=plg_rt_1'],"Added to Netflix:June 27, 2019"
36,Apache: The Life of Carlos Tevez,tvshow,2019,TV-MA,1 Season,This gritty dramatization of the life of Carlos Tevez shows his rise to soccer stardom amid the harrowing conditions in Argentina's Fuerte Apache.,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']","['Balthazar Murillo', 'Vanesa González', 'Alberto Ajaka', 'Sofía Gala Castiglione', 'Patricio Contreras', 'Matías Recalt', 'Osqui Guzmán', 'Roberto Vallejos', 'Diego Gallardo']",[],['Argentina'],['https://www.imdb.com/title/tt10715172/?ref_=plg_rt_1'],"Added to Netflix:August 16, 2019"
37,ARASHI's Diary -Voyage-,tvshow,2019,TV-PG,1 Season,"Twenty years after their debut, join the beloved members of Arashi on a new journey as they showcase their lives, talents and gifts to the world.","['Docuseries', 'International TV Shows']",['Arashi'],[],['Japan'],['https://www.imdb.com/title/tt11434874/?ref_=plg_rt_1'],"Added to Netflix:December 31, 2019"
38,Argon,tvshow,2017,TV-MA,1 Season,"In a world filled with provocative (and often misleading) news, a passionate team of investigative TV reporters strives to bring truths to light.","['International TV Shows', 'Korean TV Shows', 'TV Dramas']","['Woo-hee Chun', 'Joo-hyuk Kim', 'Won-sang Park']",[],['South Korea'],['https://www.imdb.com/title/tt7094798/?ref_=plg_rt_1'],"Added to Netflix:November 22, 2017"
39,Ari Shaffir: Double Negative,tvshow,2017,TV-MA,1 Season,"Wry yet thoughtful, comedian Ari Shaffir brings his edgy humor to two fast-paced stand-up specials about children and adulthood.",['Stand-Up Comedy & Talk Shows'],['Ari Shaffir'],['Eric Abrams'],['United States'],['https://www.imdb.com/title/tt6254796/?ref_=plg_rt_1'],"Added to Netflix:July 18, 2017"
40,Arrested Development,tvshow,2019,TV-MA,5 Seasons,"It's the Emmy-winning story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together.",['TV Comedies'],"['Jason Bateman', 'Portia de Rossi', 'Will Arnett', 'Michael Cera', 'Alia Shawkat', 'Tony Hale', 'David Cross', 'Jeffrey Tambor', 'Jessica Walter', 'Ron Howard']",[],['United States'],['https://www.imdb.com/title/tt0367279/?ref_=plg_rt_1'],"New Season Added:May 29, 2018"
41,Arthdal Chronicles,tvshow,2019,TV-MA,1 Season,"In a mythical land called Arth, the inhabitants of the ancient city of Arthdal and its surrounding regions vie for power as they build a new society.","['International TV Shows', 'Korean TV Shows', 'TV Action & Adventure']","['Song Joong-ki', 'Jang Dong-gun', 'Kim Ji-won', 'Kim Ok-vin', 'Kim Eui-sung', 'Cho Seong-ha', 'Lee Do-gyeong', 'Park Hae-joon', 'Park Byung-eun']",[],['South Korea'],['https://www.imdb.com/title/tt8750956/?ref_=plg_rt_1'],"Added to Netflix:June 2, 2019"
42,Ask the Doctor,tvshow,2017,TV-PG,1 Season,"From allergies to diet to sleep, three friendly doctors share expert advice, bust medical myths and test the latest treatments.","['Docuseries', 'International TV Shows', 'Science & Nature TV']","['Shalin Naik', 'Renee Lim', 'Sandro Demaio']",[],['Australia'],['https://www.imdb.com/title/tt7188736/?ref_=plg_rt_1'],"Added to Netflix:October 19, 2018"
43,Ask the StoryBots,tvshow,2019,TV-Y,3 Seasons,"Five curious little creatures track down the answers to kids' biggest questions, like how night happens or why we need to brush our teeth.","[""Kids' TV""]","['Judy Greer', 'Erin Fitzgerald', 'Fred Tatasciore', 'Jeff Gill', 'Gregg Spiridellis', 'Evan Spiridellis']",[],['United States'],['https://www.imdb.com/title/tt5846856/?ref_=plg_rt_1'],"New Season Added:August 2, 2019"
44,Astronomy Club: The Sketch Show,tvshow,2019,TV-MA,1 Season,"With unique individual perspectives that converge into a unified voice, sketch comedy group Astronomy Club delivers a smart and absurd brand of humor.",['TV Comedies'],"['Shawtane Bowen', 'Jonathan Braylock', 'Ray Cordova', 'Caroline Martin', 'Jerah Milligan', 'Monique Moses', 'Keisha Zollar', 'James III']",[],['United States'],['https://www.imdb.com/title/tt10675488/?ref_=plg_rt_1'],"Added to Netflix:December 6, 2019"
45,Atelier,tvshow,2015,TV-PG,1 Season,"A young ""fabric geek"" lands a job at an upscale Japanese lingerie company – and quickly discovers she'll need help to survive.","['International TV Shows', 'TV Dramas']","['Mirei Kiritani', 'Mao Daichi', 'Wakana Sakai', 'Masako Chiba', 'Maiko', 'Ken Kaito', 'Dori Sakurada', 'Nicole Ishida', 'Mayuko Kawakita']",[],['Japan'],['https://www.imdb.com/title/tt4790548/?ref_=plg_rt_1'],"Added to Netflix:December 1, 2015"
46,Atypical,tvshow,2019,TV-14,3 Seasons,"When a teen on the autism spectrum decides to get a girlfriend, his bid for more independence puts his whole family on a path of self-discovery.","['TV Comedies', 'TV Dramas', 'Teen TV Shows']","['Jennifer Jason Leigh', 'Keir Gilchrist', 'Michael Rapaport', 'Brigette Lundy-Paine', 'Amy Okuda', 'Jenna Boyd', 'Graham Rogers', 'Nik Dodani']",[],['United States'],['https://www.imdb.com/title/tt6315640/?ref_=plg_rt_1'],"New Season Added:November 1, 2019"
47,Awake: The Million Dollar Game,tvshow,2019,TV-PG,1 Season,"Sleepless for 24 hours, contestants in the comedy game show stumble through challenges both eccentric and everyday for a chance at a $1 million prize.",['Reality TV'],['James Davis'],[],['United States'],['https://www.imdb.com/title/tt10370956/?ref_=plg_rt_1'],"Added to Netflix:June 14, 2019"
48,B: The Beginning,tvshow,2018,TV-MA,1 Season,"Genius investigator Keith Flick rejoins the royal police force just as serial killer ""B"" emerges. Mysterious youth Koku may be an ally, or a target.","['Anime Series', 'Crime TV Shows', 'International TV Shows']","['Hiroaki Hirata', 'Yuki Kaji', 'Asami Seto', 'Hiroki Touchi', 'Minoru Inaba', 'Ami Koshimizu', 'Toshiyuki Toyonaga', 'Shintaro Tanaka', 'Atsushi Goto', 'Toshiyuki Morikawa', 'Kaito Ishikawa', 'Satomi Sato', 'Yu Kitada', 'Mitsuki Saiga', 'Kazuya Nakai', 'Nozomi Kameda', 'Makoto Awane']",[],['Japan'],['https://www.imdb.com/title/tt7944664/?ref_=plg_rt_1'],"Added to Netflix:March 2, 2018"
49,Baby,tvshow,2019,TV-MA,2 Seasons,"Fed up with their families and classmates, two teen girls from a wealthy part of Rome are drawn to the city's underworld and start leading double lives.","['International TV Shows', 'TV Dramas', 'Teen TV Shows']","['Benedetta Porcaroli', 'Alice Pagani', 'Riccardo Mandolini', 'Chabeli Sastre Gonzalez', 'Brando Pacitto', 'Lorenzo Zurzolo', 'Claudia Pandolfi', 'Galatea Ranzi']",[],['Italy'],['https://www.imdb.com/title/tt7645192/?ref_=plg_rt_1'],"New Season Added:October 18, 2019"
50,Back Street Girls -GOKUDOLS-,tvshow,2018,TV-MA,1 Season,"To pay for an epic blunder, three yakuza brothers are forced to alter their bodies, form a girl group and break into the underground J-Pop idol scene.","['Anime Series', 'International TV Shows']","['Daisuke Ono', 'Satoshi Hino', 'Kazuyuki Okitsu', 'Yuka Nukui', 'Kaori Maeda', 'Hikaru Akao', 'Junichi Suwabe', 'Keiji Fujiwara']",[],['Japan'],['https://www.imdb.com/title/tt8693818/?ref_=plg_rt_1'],"Added to Netflix:December 12, 2018"
51,Back with the Ex,tvshow,2018,TV-MA,1 Season,New beginnings or old baggage? Four singles have one chance to reignite romance with an ex – or leave the past behind for good.,"['International TV Shows', 'Reality TV', 'Romantic TV Shows']",[],[],[''],['https://www.imdb.com/title/tt9316002/?ref_=plg_rt_1'],"Added to Netflix:January 11, 2019"
52,Bad Blood,tvshow,2019,TV-MA,2 Seasons,"This sprawling crime drama follows the true story of the Rizzuto family and its associates, who presided over organized crime in Montreal for decades.","['Crime TV Shows', 'TV Dramas']","['Anthony LaPaglia', 'Kim Coates', 'Enrico Colantoni', 'Paul Sorvino', 'Maxim Roy', 'Brett Donahue', 'Michelle Mylett', 'Claudia Ferri', 'Tony Nappo']",[],['Canada'],['https://www.imdb.com/title/tt6423364/?ref_=plg_rt_1'],"New Season Added:May 31, 2019"
53,Bad Guys: Vile City,tvshow,2018,TV-MA,1 Season,"Ordered to take down a villainous business leader who controls the city, a prosecutor gathers a team of men who may not be so clean themselves.","['Crime TV Shows', 'International TV Shows', 'Korean TV Shows']","['Joong-hoon Park', 'Jin-mo Joo', 'Yang Ik-june', 'Moo-Yul Kim', 'Ji Soo', 'Young-chang Song', 'Hong-Fa Kim', 'Tae-ho Ryu', 'Yu-seok Kim', 'Soo-young Park', 'Yoon-hee Lee']",[],['South Korea'],['https://www.imdb.com/title/tt3914520/?ref_=plg_rt_1'],"Added to Netflix:March 8, 2018"
54,Bangkok Love Stories: Hey You!,tvshow,2018,TV-14,1 Season,A loving couple become rivals when Belle opens a fusion bistro next to her ex-boyfriend Kram’s traditional restaurant in Bangkok’s chic Ari district.,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']","['Wanida Termthanaporn', 'Isariya Patharamanop', 'Nontanun Anchuleepradit', 'Chonnikan Netjui', 'Attharut Krongrasri', 'Sumet Ong-Art', 'Penpak Sirikul', 'Suppakorn Chaiyo', 'Thawat Pornrattanaprasert', 'M.L. Kwantip Devakula', 'Yingsak Chonglertjetsadawong', 'Apichet Atirattana', 'Rika Ishige']",[],[],['https://www.imdb.com/title/tt9905656/?ref_=plg_rt_1'],"Added to Netflix:March 8, 2019"
