,title,type,release_year,rating,runtime,description,genres,cast,director,country,imdb_link,date_added
0,"¡Ay, mi madre!",movie,2019,TV-MA,81 min,"When her estranged mother suddenly dies, a woman must follow the quirky instructions laid out in the will in order to collect an important inheritance.","Comedies,International Movies","Estefanía de los Santos,Secun de la Rosa,Terele Pávez,María Alfonsa Rosso,Mariola Fuentes,Alfonso Sánchez,Paz Vega,Marta Torné,Concha Galán",Frank Ariza,Spain,https://www.imdb.com/title/tt6213294/?ref_=plg_rt_1,"Added to Netflix:July 19, 2019"
1,'89,movie,2017,TV-PG,87 min,"Mixing old footage with interviews, this is the story of Arsenal's improbable win versus Liverpool in the final moments of the 1989 championship game.",Sports Movies,"Lee Dixon,Ian Wright,Paul Merson",,United Kingdom,https://www.imdb.com/title/tt7614404/?ref_=plg_rt_1,"Added to Netflix:May 16, 2018"
2,(T)ERROR,movie,2015,TV-MA,84 min,This real-life look at FBI counterterrorism operations features access to both sides of a sting: the government informant and the radicalized target.,Documentaries,,"Lyric R. Cabral,David Felix Sutcliffe",United States,https://www.imdb.com/title/tt4370922/?ref_=plg_rt_1,"Added to Netflix:June 30, 2016"
3,#FriendButMarried,movie,2018,TV-G,102 min,"Pining for his high school crush for years, a young man puts up his best efforts to move out of the friend zone until she reveals she's getting married.","Dramas,International Movies,Romantic Movies","Adipati Dolken,Vanesha Prescilla,Rendi Jhon,Beby Tsabina,Denira Wiraguna,Refal Hady,Diandra Agatha,Sari Nila",Rako Prijanto,Indonesia,https://www.imdb.com/title/tt8076266/?ref_=plg_rt_1,"Added to Netflix:May 21, 2020"
4,#realityhigh,movie,2017,TV-14,99 min,"When nerdy high schooler Dani finally attracts the interest of her longtime crush, she lands in the cross hairs of his ex, a social media celebrity.",Comedies,"Nesta Cooper,Kate Walsh,John Michael Higgins,Keith Powers,Alicia Sanz,Jake Borelli,Kid Ink,Yousef Erakat,Rebekah Graf,Anne Winters,Peter Gilroy,Patrick Davis",Fernando Lebrija,United States,https://www.imdb.com/title/tt6119504/?ref_=plg_rt_1,"Added to Netflix:September 8, 2017"
5,#Rucker50,movie,2016,TV-G,56 min,This documentary celebrates the 50th anniversary of the Harlem sports program that has inspired countless city kids to become pro basketball players.,"Documentaries,Sports Movies",,Robert McCullough Jr.,United States,https://www.imdb.com/title/tt6475636/?ref_=plg_rt_1,"Added to Netflix:December 1, 2016"
6,#Selfie,movie,2014,TV-MA,125 min,"Two days before their final exams, three teen girls make a seaside getaway to end their adolescence with a bang.","Comedies,Dramas,International Movies","Flavia Hojda,Crina Semciuc,Olimpia Melinte,Levent Sali,Vlad Logigan,Alex Calin,Alina Chivulescu,Razvan Vasilescu",Cristina Jacob,Romania,https://www.imdb.com/title/tt3102208/?ref_=plg_rt_1,"Added to Netflix:June 1, 2019"
7,#Selfie 69,movie,2016,TV-MA,119 min,"After a painful breakup, a trio of party-loving friends makes a bet: who can get married in three days.","Comedies,Dramas,International Movies","Maia Morgenstern,Olimpia Melinte,Crina Semciuc,Flavia Hojda,Maria Dinulescu,Alex Calin,Vlad Logigan,Levent Sali,Silvia Busuioc,Mihaela Mihut",Cristina Jacob,Romania,https://www.imdb.com/title/tt4796634/?ref_=plg_rt_1,"Added to Netflix:June 1, 2019"
8,1 Mile to You,movie,2017,TV-14,105 min,"After escaping the bus accident that killed his girlfriend, a high school student channels his grief into running, with the help of a new coach.","Dramas,Romantic Movies,Sports Movies","Billy Crudup,Graham Rogers,Liana Liberato,Stefanie Scott,Tim Roth,Melanie Lynskey,Thomas Cocquerel,Peter Coyote",Leif Tilden,United States,https://www.imdb.com/title/tt2184233/?ref_=plg_rt_1,"Added to Netflix:May 28, 2020"
9,10 Days in Sun City,movie,2017,TV-14,87 min,"After his girlfriend wins the Miss Nigeria pageant, a young man faces unexpected competition of his own when he joins her on a campaign in South Africa.","Comedies,International Movies,Romantic Movies","Ayo Makun,Adesua Etomi,Richard Mofe-Damijo,Mercy Johnson,Falz,Tuface Idibia,Thenjiwe Moseley,Motlatsi Mafatshe,Celeste Ntuli,Miguel A. Núñez Jr.",Adze Ugah,South Africa,https://www.imdb.com/title/tt10499474/?ref_=plg_rt_1,"Added to Netflix:October 18, 2019"
10,10 jours en or,movie,2012,TV-14,97 min,"When a carefree bachelor is unexpectedly left in charge of a young boy, the two embark on a road trip that will change both of their lives.","Comedies,Dramas,International Movies","Franck Dubosc,Claude Rich,Marie Kremer,Mathis Touré,Rufus,Olivier Claverie",Nicolas Brossette,France,https://www.imdb.com/title/tt1729630/?ref_=plg_rt_1,"Added to Netflix:July 1, 2017"
11,100 Days Of Solitude,movie,2018,TV-MA,93 min,"Spanish photographer José Díaz spends 100 days living alone on a remote mountain, connecting to nature and documenting the beauty of his surroundings.","Documentaries,International Movies",,,Spain,https://www.imdb.com/title/tt8156742/?ref_=plg_rt_1,"Added to Netflix:July 6, 2018"
12,100 Meters,movie,2016,TV-MA,109 min,"A man who is diagnosed with multiple sclerosis responds by training for an Ironman triathlon, with his cranky father-in-law's help.","Dramas,International Movies,Sports Movies","Dani Rovira,Karra Elejalde,Alexandra Jiménez,David Verdaguer,Clara Segura,Alba Ribas,Bruno Bergonzini,Ricardo Pereira,Manuela Couto,Marc Balaguer",Marcel Barrena,"Portugal,Spain",https://www.imdb.com/title/tt5089786/?ref_=plg_rt_1,"Added to Netflix:March 10, 2017"
13,100 Things to do Before High School,movie,2014,TV-Y,44 min,"Led by seventh-grader C.J., three students who have been warned about the dangers of high school decide to make the best of their middle-school years.",Movies,"Isabela Moner,Jaheem Toombs,Owen Joyner,Jack De Sena,Brady Reiter,Lisa Arch,Stephanie Escajeda",,United States,https://www.imdb.com/title/tt3904078/?ref_=plg_rt_1,"Added to Netflix:November 2, 2019"
14,1000 Rupee Note,movie,2014,TV-14,89 min,"After randomly receiving a handsome political bribe, a sweet, poor elderly woman decides to treat herself a shopping spree, which doesn't go smoothly.","Dramas,International Movies","Usha Naik,Sandeep Pathak,Shrikant Yadav,Ganesh Yadav,Pooja Nayak,Devendra Gaikwad",Shrihari Sathe,India,https://www.imdb.com/title/tt2937158/?ref_=plg_rt_1,"Added to Netflix:December 1, 2016"
15,12 ROUND GUN,movie,2017,TV-MA,90 min,"Dealing with personal demons and the death of his son, a prizefighter attempts a return to the ring by challenging his rival to a 12-round rematch.","Dramas,Independent Movies,Sports Movies","Sam Upton,Jared Abrahamson,Mark Boone Junior,Laila Ali,Kate Vernon,Cassi Thomson,Colby French,Miguel Perez,Jay Acovone",Sam Upton,United States,https://www.imdb.com/title/tt3396208/?ref_=plg_rt_1,"Added to Netflix:March 14, 2019"
16,122,movie,2019,TV-MA,95 min,"After an awful accident, a couple admitted to a grisly hospital are separated and must find each other to escape — before death finds them.","Horror Movies,International Movies","Amina Khalil,Ahmed Dawood,Tarek Lotfy,Ahmed El Fishawy,Mahmoud Hijazi,Jihane Khalil,Asmaa Galal,Tara Emad",Yasir Al Yasiri,Egypt,https://www.imdb.com/title/tt7867670/?ref_=plg_rt_1,"Added to Netflix:June 1, 2020"
17,13 Cameras,movie,2015,TV-MA,90 min,"Young parents-to-be Claire and Ryan move into a suburban rental home, unaware that someone is secretly watching their every move via hidden cameras.","Horror Movies,Independent Movies,Thrillers","PJ McCabe,Brianne Moncrief,Sarah Baldwin,Jim Cummings,Heidi Niedermeyer,Neville Archambault",Victor Zarcoff,United States,https://www.imdb.com/title/tt4392454/?ref_=plg_rt_1,"Added to Netflix:August 13, 2016"
18,13 Sins,movie,2014,R,93 min,"A man agrees to appear on a game show with a $6 million prize. But as the challenges become more extreme, he realizes he's made a grave mistake.","Horror Movies,Thrillers","Mark Webber,Rutina Wesley,Devon Graye,Tom Bower,Ron Perlman,Pruitt Taylor Vince",Daniel Stamm,United States,https://www.imdb.com/title/tt2059171/?ref_=plg_rt_1,"Added to Netflix:January 13, 2019"
19,13TH,movie,2016,TV-MA,101 min,"In this thought-provoking documentary, scholars, activists and politicians analyze the criminalization of African Americans and the U.S. prison boom.",Documentaries,,Ava DuVernay,United States,https://www.imdb.com/title/tt5895028/?ref_=plg_rt_1,"Added to Netflix:October 7, 2016"
20,13TH: A Conversation with Oprah Winfrey & Ava DuVernay,movie,2017,,37 min,"Oprah Winfrey sits down with director Ava DuVernay to discuss her Oscar-nominated film, historical cycles of oppression and the broken prison system.",Movies,"Oprah Winfrey,Ava DuVernay",,,https://www.imdb.com/title/tt6491068/?ref_=plg_rt_1,"Added to Netflix:January 26, 2017"
21,14 Blades,movie,2010,R,113 min,"In the age of the Ming Dynasty, Quinglong is the best of the Jinyiwei, an elite assassin squad made up of highly trained former street urchins. When evil eunuch Jia unseats the emperor, Quinglong is called to action but is quickly betrayed.","Action & Adventure,International Movies","Donnie Yen,Zhao Wei,Wu Chun,Law Kar-Ying,Kate Tsui,Yuwu Qi,Wu Ma,Chen Kuan Tai,Sammo Kam-Bo Hung,Chen Zhi Hui,Damian Lau,Xiang Dong Xu",Daniel Lee,"Hong Kong,China,Singapore",https://www.imdb.com/title/tt1442571/?ref_=plg_rt_1,"Added to Netflix:April 3, 2019"
22,14 Cameras,movie,2018,TV-MA,89 min,"Upping the “13 Cameras” ante, this sequel finds a family renting a vacation house that’s been customized to violate their privacy.","Horror Movies,Thrillers","Neville Archambault,Amber Midthunder,Brytnee Ratledge,Hank Rogerson,Chelsea Edmundson,John-Paul Howard,Lora Martinez-Cunningham,Brianne Moncrief","Scott Hussion,Seth Fuller",United States,https://www.imdb.com/title/tt7476438/?ref_=plg_rt_1,"Added to Netflix:October 27, 2018"
23,14 Minutes from Earth,movie,2016,TV-MA,84 min,A Google executive boldly attempts a death-defying mission to travel to space and free-fall back to Earth without a rocket.,Documentaries,,"Adam Davis,Jerry Kolber,Trey Nelson,Erich Sturm",United States,https://www.imdb.com/title/tt5626716/?ref_=plg_rt_1,"Added to Netflix:February 1, 2019"
24,15 August,movie,2019,TV-14,124 min,"On India's Independence Day, a zany mishap in a Mumbai chawl disrupts a young love story while compelling the residents to unite in aid of a little boy.","Comedies,Dramas,Independent Movies","Rahul Pethe,Mrunmayee Deshpande,Adinath Kothare,Vaibhav Mangale,Jaywant Wadkar,Satish Pulekar,Naina Apte,Uday Tikekar",Swapnaneel Jayakar,India,https://www.imdb.com/title/tt9817300/?ref_=plg_rt_1,"Added to Netflix:March 29, 2019"
25,1898: Our Last Men in the Philippines,movie,2016,R,130 min,"While Spain relinquishes its last colonies, a battle-fatigued outpost engages in a long, brutal and sometimes bizarre clash with Filipino insurgents.","Dramas,International Movies","Luis Tosar,Javier Gutiérrez,Álvaro Cervantes,Karra Elejalde,Carlos Hipólito,Ricardo Gómez,Patrick Criado,Eduard Fernández,Miguel Herrán,Emilio Palacios",Salvador Calvo,Spain,https://www.imdb.com/title/tt5698568/?ref_=plg_rt_1,"Added to Netflix:June 2, 2017"
26,1920,movie,2008,TV-14,143 min,An architect and his wife move into a castle that is slated to become a luxury hotel. But something inside is determined to stop the renovation.,"Horror Movies,International Movies,Thrillers","Rajneesh Duggal,Adah Sharma,Indraneil Sengupta,Anjori Alagh,Rajendranath Zutshi,Vipin Sharma,Amin Hajee,Shri Vallabh Vyas",Vikram Bhatt,India,https://www.imdb.com/title/tt1301698/?ref_=plg_rt_1,"Added to Netflix:December 15, 2017"
27,1922,movie,2017,TV-MA,103 min,"A farmer pens a confession admitting to his wife's murder, but her death is just the beginning of a macabre tale. Based on Stephen King's novella.","Dramas,Thrillers","Thomas Jane,Molly Parker,Dylan Schmid,Kaitlyn Bernard,Bob Frazer,Brian d'Arcy James,Neal McDonough",Zak Hilditch,United States,https://www.imdb.com/title/tt6214928/?ref_=plg_rt_1,"Added to Netflix:October 20, 2017"
28,2 Alone in Paris,movie,2008,TV-MA,97 min,"A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth.","Comedies,International Movies","Ramzy Bedia,Éric Judor,Benoît Magimel,Kristin Scott Thomas,Élodie Bouchez,Édouard Baer,Fred Testot,Omar Sy","Ramzy Bedia,Éric Judor",France,https://www.imdb.com/title/tt1077097/?ref_=plg_rt_1,"Added to Netflix:June 1, 2020"
29,2 States,movie,2014,TV-PG,143 min,"Graduate students Krish and Ananya hope to win their parents' approval before they marry, but the two families clash over their cultural differences.","Comedies,Dramas,International Movies","Alia Bhatt,Arjun Kapoor,Ronit Roy,Amrita Singh,Revathy,Aru Krishansh Verma",Abhishek Varman,India,https://www.imdb.com/title/tt2372678/?ref_=plg_rt_1,"Added to Netflix:August 4, 2018"
30,"2,215",movie,2018,TV-MA,89 min,"This intimate documentary follows rock star Artiwara Kongmalai on his historic, 2,215-kilometer charity run across Thailand in 2017.","Documentaries,International Movies,Sports Movies",Artiwara Kongmalai,Nottapon Boonprakob,Thailand,https://www.imdb.com/title/tt8891536/?ref_=plg_rt_1,"Added to Netflix:March 1, 2019"
31,20 Feet From Stardom,movie,2013,PG-13,91 min,"Winner of the 2014 Academy Award for Best Documentary Feature, this film takes a look at the world of backup vocalists and the legends they support.","Documentaries,Music & Musicals","Darlene Love,Merry Clayton,Lisa Fischer,Táta Vega,Claudia Lennear,Judith Hill,Bruce Springsteen,Mick Jagger,Stevie Wonder,Sting,Bette Midler,Cissy Houston,Sheryl Crow,Tata Vega",Morgan Neville,United States,https://www.imdb.com/title/tt2396566/?ref_=plg_rt_1,"Added to Netflix:September 22, 2018"
32,2012,movie,2009,PG-13,158 min,"When a flood of natural disasters threatens to destroy the world, a divorced dad desperately attempts to save his family in this doomsday thriller.","Action & Adventure,Sci-Fi & Fantasy","John Cusack,Amanda Peet,Chiwetel Ejiofor,Thandie Newton,Oliver Platt,Tom McCarthy,Woody Harrelson,Danny Glover,Liam James,Morgan Lily",Roland Emmerich,United States,https://www.imdb.com/title/tt1190080/?ref_=plg_rt_1,"Added to Netflix:March 15, 2020"
33,2015 Dream Concert,movie,2015,TV-14,107 min,"The world's biggest K-pop festival marked its 21st year in 2015, with groups such as EXO, 4Minute and SHINee electrifying the Seoul World Cup Stadium.","International Movies,Music & Musicals","4Minute,B1A4,BtoB,ELSIE,EXID,EXO,Got7,INFINITE,KARA,Shinee,Sistar,VIXX,Nine Muses,BTS,Secret,Topp Dogg",,South Korea,https://www.imdb.com/title/tt6959400/?ref_=plg_rt_1,"Added to Netflix:April 28, 2017"
34,20th Century Women,movie,2016,R,119 min,"In 1979, single bohemian mom Dorothea, hoping to help her teen son find his place as a man, asks two young women to share their lives with him.","Dramas,Independent Movies","Annette Bening,Elle Fanning,Greta Gerwig,Lucas Jade Zumann,Billy Crudup",Mike Mills,United States,https://www.imdb.com/title/tt4385888/?ref_=plg_rt_1,"Added to Netflix:June 28, 2019"
35,21,movie,2008,PG-13,123 min,A brilliant group of students become card-counting experts with the intent of swindling millions out of Las Vegas casinos by playing blackjack.,Dramas,"Jim Sturgess,Kevin Spacey,Kate Bosworth,Aaron Yoo,Liza Lapira,Jacob Pitts,Laurence Fishburne,Jack McGee,Josh Gad,Sam Golzari,Helen Carey,Jack Gilpin",Robert Luketic,United States,https://www.imdb.com/title/tt0478087/?ref_=plg_rt_1,"Added to Netflix:January 1, 2020"
36,22 July,movie,2018,R,144 min,"After devastating terror attacks in Norway, a young survivor, grieving families and the country rally for justice and healing. Based on a true story.","Dramas,Thrillers","Anders Danielsen Lie,Jon Øigarden,Jonas Strand Gravli,Ola G. Furuseth,Maria Bock,Thorbjørn Harr,Jaden Smith",Paul Greengrass,"Norway,Iceland,United States",https://www.imdb.com/title/tt7280898/?ref_=plg_rt_1,"Added to Netflix:October 10, 2018"
37,23:59,movie,2011,R,78 min,"When an army recruit is found dead, his fellow soldiers are forced to confront a terrifying secret that's haunting their jungle island training camp.","Horror Movies,International Movies","Tedd Chan,Stella Chung,Henley Hii,Lawrence Koh,Tommy Kuan,Josh Lai,Mark Lee,Susan Leong,Benjamin Lim",Gilbert Chan,Singapore,https://www.imdb.com/title/tt2100376/?ref_=plg_rt_1,"Added to Netflix:December 20, 2018"
38,24 Hours to Live,movie,2017,R,93 min,"Revived by an experimental procedure, a hit man gets to live an extra 24 hours – which he uses to avenge his dead wife and child and redeem himself.",Action & Adventure,"Ethan Hawke,Xu Qing,Paul Anderson,Rutger Hauer,Tyrone Keogh,Nathalie Boltt,Liam Cunningham",Brian Smrz,"South Africa,China,United States",https://www.imdb.com/title/tt5442456/?ref_=plg_rt_1,"Added to Netflix:April 7, 2018"
39,25 Kille,movie,2016,TV-14,140 min,"Four brothers learn that they have inherited ancestral land, but must fight to claim it when a greedy feudal lord threatens to take it over.","Action & Adventure,Dramas,International Movies","Guggu Gill,Yograj Singh,Sonia Mann,Jimmy Sharma,Sapna Bassi,Lakha Lakhwinder Singh,Sandeep Kaur Sandy,Sardar Sohi",Simranjit Singh Hundal,India,https://www.imdb.com/title/tt5743858/?ref_=plg_rt_1,"Added to Netflix:October 1, 2018"
40,26 Years,movie,2012,TV-MA,135 min,"Twenty-six years after the 1980 massacre at Gwangju, South Korea, three relatives of the victims come together to avenge the infamous orchestrator.","Dramas,International Movies,Thrillers","Goo Jin,Hye-jin Han,Soo-bin Bae,Seul-ong Im,Kyeong-yeong Lee,Gwang Jang,Deok-jae Jo,Eui-sung Kim,Seok-Hwan An,Bok-gi Min",Geun-hyun Cho,South Korea,https://www.imdb.com/title/tt2551894/?ref_=plg_rt_1,"Added to Netflix:October 1, 2017"
41,3 Deewarein,movie,2003,TV-MA,121 min,"A reporter interviews three convicts on death row for a documentary but as their stories emerge, so do her own true motivations for soliciting them.","Dramas,International Movies,Thrillers","Naseeruddin Shah,Jackie Shroff,Juhi Chawla,Nagesh Kukunoor,Gulshan Grover,Aditya Lakhia,Shri Vallabh Vyas",Nagesh Kukunoor,India,https://www.imdb.com/title/tt0338490/?ref_=plg_rt_1,"Added to Netflix:December 31, 2019"
42,3 Generations,movie,2015,PG-13,92 min,"When teenage Ray begins transitioning from female to male, his single mom and grandmother must cope with the change while tracking down his father.","Dramas,LGBTQ Movies","Elle Fanning,Naomi Watts,Susan Sarandon,Tate Donovan,Linda Emond,Jordan Carlos,Sam Trammell,Maria Dizzia,Tessa Albertson",Gaby Dellal,United States,https://www.imdb.com/title/tt4158624/?ref_=plg_rt_1,"Added to Netflix:August 28, 2017"
43,3 Heroines,movie,2016,TV-PG,124 min,Three Indonesian women break records by becoming the first of their nation to medal in archery at the Seoul Olympics in the summer of 1988.,"Dramas,International Movies,Sports Movies","Reza Rahadian,Bunga Citra Lestari,Tara Basro,Chelsea Islan",Iman Brotoseno,Indonesia,https://www.imdb.com/title/tt5946974/?ref_=plg_rt_1,"Added to Netflix:January 5, 2019"
44,3 Idiots,movie,2009,PG-13,164 min,"While attending one of India's premier colleges, three miserable engineering students and best friends struggle to beat the school's draconian system.","Comedies,Dramas,International Movies","Aamir Khan,Kareena Kapoor,Madhavan,Sharman Joshi,Omi Vaidya,Boman Irani,Mona Singh,Javed Jaffrey",Rajkumar Hirani,India,https://www.imdb.com/title/tt1187043/?ref_=plg_rt_1,"Added to Netflix:August 1, 2019"
45,3 Seconds Divorce,movie,2018,TV-PG,53 min,"A Muslim women's activist group in India protests against oral divorces, starting a movement to reclaim their religious and constitutional rights.","Documentaries,Faith & Spirituality",,Shazia Javed,Canada,https://www.imdb.com/title/tt7987516/?ref_=plg_rt_1,"Added to Netflix:June 15, 2019"
46,3 Türken & ein Baby,movie,2015,TV-MA,93 min,The lives of three dissatisfied brothers running a family bridal shop turn topsy-turvy when one of them has to care for his ex-girlfriend's baby.,"Comedies,International Movies","Kostja Ullmann,Eko Fresh,Kida Khodr Ramadan,Sabrina Klüber,Sami Nasser,Kayla Rybicka,Jytte-Merle Böhrnsen,Emrah Erdogru,Tim Grothe,Hülya Duyar",Sinan Akkuş,Germany,https://www.imdb.com/title/tt3598648/?ref_=plg_rt_1,"Added to Netflix:December 15, 2016"
47,30 Days of Luxury,movie,2016,TV-14,91 min,"With the help of his friends, a man breaks out of prison in hopes of restoring a lively nightclub.","Comedies,International Movies","Taher Farouz,Sad Al-Saghir,Ahmad Faloks,Soleiman Eid,Mahmood El-Laithi,Hesham Ismail,Shaima Saif,Nermin Maher,Sofinar",Hani Hamdi,Egypt,https://www.imdb.com/title/tt7616358/?ref_=plg_rt_1,"Added to Netflix:April 18, 2019"
48,300 Miles to Heaven,movie,1989,TV-MA,93 min,"Hoping to help their dissident parents, two brothers sneak out of Poland and land as refugees in Denmark, where they are prevented from returning home.","Dramas,International Movies","Krzysztof Stroiński,Andrzej Mellin,Adrianna Biedrzyńska,Adrianna Biedrzyńska,Rafał Zimowski,Kama Kowalewska,Wiesław Komasa,Aleksander Bednarz,Jadwiga Jankowska-Cieslak,Wojciech Klata",Maciej Dejczer,"Denmark,France,Poland",https://www.imdb.com/title/tt0096740/?ref_=plg_rt_1,"Added to Netflix:October 1, 2019"
49,3022,movie,2019,R,91 min,"Stranded when the Earth is suddenly destroyed in a mysterious cataclysm, the astronauts aboard a marooned space station slowly lose their minds.","Independent Movies,Sci-Fi & Fantasy,Thrillers","Omar Epps,Kate Walsh,Miranda Cosgrove,Angus Macfadyen,Jorja Fox,Enver Gjokaj,Haaz Sleiman",John Suits,United States,https://www.imdb.com/title/tt9465600/?ref_=plg_rt_1,"Added to Netflix:March 19, 2020"
50,40 Days and 40 Nights,movie,2002,R,95 min,"Reeling from a rough breakup, a web designer pledges celibacy for Lent but his vow gets tested when he meets a compelling stranger.","Comedies,Romantic Movies","Josh Hartnett,Shannyn Sossamon,Paulo Costanzo,Adam Trese,Emmanuelle Vaugier,Lorin Heath,Aaron Trainor,Glenn Fitzgerald,Monet Mazur,Christine Chatelain,Keegan Connor Tracy,Michael C. Maronna,Vinessa Shaw",Michael Lehmann,"United States,United Kingdom,France",https://www.imdb.com/title/tt0243736/?ref_=plg_rt_1,"Added to Netflix:April 1, 2020"
51,48 Christmas Wishes,movie,2017,TV-Y,84 min,"When a small town's letters to Santa accidentally go up in smoke, two elves venture out of the North Pole to retrieve every missing wish.","Children & Family Movies,Comedies","Khiyla Aynne,Noah Dyer,Maya Franzoi,Clara Kushnir,Madeline Leon,Liam MacDonald,Matt Schichter,Ethan Yang,Adam Crew","Marco Deufemia,Justin G. Dyck",Canada,https://www.imdb.com/title/tt7422638/?ref_=plg_rt_1,"Added to Netflix:December 20, 2017"
52,4L,movie,2019,TV-MA,105 min,"Hoping to reunite with a dying friend, two longtime pals re-create their desert road trip from Spain to Mali, bringing along his estranged daughter.","Comedies,Dramas,Independent Movies","Jean Reno,Hovik Keuchkerian,Susana Abaitua,Juan Dos Santos,Arturo Valls,Enrique San Francisco,Francesc Garrido,Eric Nguyen",Gerardo Olivares,Spain,https://www.imdb.com/title/tt8242160/?ref_=plg_rt_1,"Added to Netflix:July 12, 2019"
53,4th Republic,movie,2019,TV-MA,120 min,"After the election-night murder of her campaign manager at a polling site, a gubernatorial candidate challenges the corrupt incumbent's victory.","Dramas,International Movies,Thrillers","Kate Henshaw-Nuttal,Enyinna Nwigwe,Linda Ejiofor,Yakubu Mohammed,Bimbo Manuel,Sani Mu’azu,Emil Hirai-Garuba,Rekiya Ibrahim Atta",Ishaya Bako,,,"Added to Netflix:June 13, 2020"
54,5 Cowok Jagoan,movie,2017,TV-MA,106 min,Yanto asks his friends to help save a girlfriend who was kidnapped by a mobster. Silly slapstick and campy crimefighting ensues.,"Action & Adventure,Comedies,International Movies","Ario Bayu,Arifin Putra,Dwi Sasono,Muhadkly Acho,Cornelio Sunny,Tika Bravani,Nirina Zubir,Ganindra Bimo,Verdi Solaiman",Anggy Umbara,,,"Added to Netflix:January 5, 2019"
55,5 Flights Up,movie,2014,PG-13,92 min,"A couple finds unexpected drama when, after 40 years of living in the same Brooklyn walk-up, they attempt to sell their apartment and buy a new one.","Comedies,Dramas,Independent Movies","Josh Pais,Claire van der Boom,Morgan Freeman,Diane Keaton,Carrie Preston,Cynthia Nixon,Korey Jackson,Diane Ciesla,Michael Cristofer",Richard Loncraine,United States,https://www.imdb.com/title/tt2933544/?ref_=plg_rt_1,"Added to Netflix:March 17, 2019"
56,5 Star Christmas,movie,2018,TV-14,96 min,"When the Italian prime minister meets his lover and political rival while on an official trip to Budapest during Christmas week, things go topsy-turvy.","Comedies,International Movies","Massimo Ghini,Ricky Memphis,Martina Stella,Ralph Palka,Biagio Izzo,Riccardo Rossi,Paola Minaccioni",Marco Risi,Italy,https://www.imdb.com/title/tt8775056/?ref_=plg_rt_1,"Added to Netflix:December 7, 2018"
57,5CM,movie,2012,TV-14,126 min,"Five friends embark on a mission to climb the highest peak in Java, overcoming obstacles on the way and discovering the true meaning of friendship.","Dramas,International Movies","Herjunot Ali,Raline Shah,Fedi Nuril,Pevita Pearce,Saykoji,Denny Sumargo,Didi Petet,Firrina Sinatrya",Rizal Mantovani,Indonesia,https://www.imdb.com/title/tt2713324/?ref_=plg_rt_1,"Added to Netflix:September 28, 2018"
58,5Gang,movie,2019,TV-14,96 min,"To keep the band together, Selly tries to earn money by making an appearance at the birthday party of a mobster's daughter — until he gets kidnapped.","Comedies,International Movies","Andrei Selaru,Dorian Popa,Julia Marcan,Ana Radu,Cosmin Nedelcu,Diana Condurache,Andrei Gavril,Luca Bogdan",Matei Dima,Romania,https://www.imdb.com/title/tt11529348/?ref_=plg_rt_1,"Added to Netflix:April 27, 2020"
59,6 Balloons,movie,2018,TV-MA,75 min,A loyal sister struggles to stay afloat while driving her heroin-addicted brother to a detox center and looking after his 2-year-old daughter.,"Dramas,Independent Movies","Abbi Jacobson,Dave Franco,Jane Kaczmarek,Tim Matheson,Charlotte Carel,Madeline Carel,Maya Erskine,Dawan Owens,Jen Tullock",Marja Lewis Ryan,United States,https://www.imdb.com/title/tt6142496/?ref_=plg_rt_1,"Added to Netflix:April 6, 2018"
60,6 Days,movie,2017,R,94 min,"When armed gunmen seize the Iranian Embassy in 1980, a tense six-day standoff ensues while elite British soldiers prepare for a dangerous raid.","Action & Adventure,Dramas,International Movies","Jamie Bell,Abbie Cornish,Mark Strong,Martin Shaw,Ben Turner,Aymen Hamdouchi,Tim Pigott-Smith,Robert Portal,Colin Garlick,Andrew Grainger,Martin Hancock,Emun Elliott",Toa Fraser,"New Zealand,United Kingdom",https://www.imdb.com/title/tt4703048/?ref_=plg_rt_1,"Added to Netflix:February 8, 2018"
61,6 Underground,movie,2019,R,129 min,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.","Action & Adventure,Dramas","Ryan Reynolds,Mélanie Laurent,Corey Hawkins,Dave Franco,Adria Arjona,Manuel Garcia-Rulfo,Ben Hardy,Lior Raz,Payman Maadi,Yuri Kolokolnikov,Kim Kold",Michael Bay,United States,https://www.imdb.com/title/tt8106534/?ref_=plg_rt_1,"Added to Netflix:December 13, 2019"
62,6 Years,movie,2015,TV-MA,80 min,"As a volatile young couple who have been together for six years approach college graduation, unexpected career opportunities threaten their future.","Dramas,Independent Movies,Romantic Movies","Taissa Farmiga,Ben Rosenfield,Lindsay Burdge,Joshua Leonard,Jennifer Lafleur,Peter Vack,Dana Wheeler-Nicholson,Jason Newman,Molly McMichael",Hannah Fidell,United States,https://www.imdb.com/title/tt3799372/?ref_=plg_rt_1,"Added to Netflix:September 8, 2015"
63,6-5=2,movie,2014,TV-MA,103 min,"Six friends decide to undertake a grueling mountain trek, only to find that the difficulties in store for them are not merely physical.","Horror Movies,International Movies,Thrillers","Prashantt Guptha,Gaurav Paswala,Gaurav Kothari,Disha Kapoor,Niharica Raizada,Ashrut Jain,Darshan Machamada",Bharat Jain,India,https://www.imdb.com/title/tt5162476/?ref_=plg_rt_1,"Added to Netflix:November 1, 2017"
