,title,type,release_year,rating,runtime,description,genres,cast,director,country,imdb_link,date_added
1070,Flying Guillotine 2,movie,1978,TV-MA,88 min,"The emperor's reign of terror expands. Heroic outlaw Ma Teng joins a squad of female rebels, whose leader is torn between family loyalties.","Action & Adventure,International Movies","Feng Ku,Chung Wang,Szu Shih,Lung Ti,Lo Lieh,Szu-Chia Chen","Kang Cheng,Shan Hua",Hong Kong,https://www.imdb.com/title/tt0075802/?ref_=plg_rt_1,"Added to Netflix:July 31, 2018"
1071,Follow Me,movie,2017,TV-MA,86 min,"Aspiring to be an internet celebrity and make big bucks, a filmmaker travels the world to learn the tricks of the trade from social media influencers.","Documentaries,International Movies",Asri Bendacha,Asri Bendacha,"United Arab Emirates,United States,United Kingdom",https://www.imdb.com/title/tt7631792/?ref_=plg_rt_1,"Added to Netflix:November 16, 2018"
1072,Food on the Go,movie,2017,TV-MA,66 min,"Epicureans and experts trace the migration of Italian cuisine and its evolution in the Americas, delving into the ideas of origin, diaspora and heritage.","Documentaries,International Movies",,Mercedes Cordova,"Argentina,Italy",https://www.imdb.com/title/tt7321504/?ref_=plg_rt_1,"Added to Netflix:May 16, 2018"
1073,Footprints: The Path of Your Life,movie,2015,PG,90 min,"This documentary follows 10 men who agree to walk the Camino de Santiago, a 500-mile, 40-day trek that will challenge their strength and faith.","Documentaries,Faith & Spirituality,International Movies",,Juan Manuel Cotelo,Spain,https://www.imdb.com/title/tt6079160/?ref_=plg_rt_1,"Added to Netflix:June 30, 2017"
1074,For Colored Girls,movie,2010,R,134 min,This adaptation of Ntozake Shange's play consists of a series of poetic vignettes that explore the lives of modern African American women.,Dramas,"Kimberly Elise,Janet Jackson,Loretta Devine,Thandie Newton,Anika Noni Rose,Kerry Washington,Tessa Thompson,Phylicia Rashad,Whoopi Goldberg,Omari Hardwick,Macy Gray,Michael Ealy,Richard Lawson,Hill Harper,Khalil Kain",Tyler Perry,United States,https://www.imdb.com/title/tt1405500/?ref_=plg_rt_1,"Added to Netflix:May 1, 2020"
1075,For Greater Glory,movie,2012,R,145 min,"When a vicious war against Catholics is waged in Mexico in the 1920s, a retired general joins the militia fighting to preserve religious freedom.","Dramas,International Movies","Rubén Blades,Bruce Greenwood,Bruce McGill,Peter O'Toole,Andy Garcia,Nestor Carbonell,Eduardo Verástegui,Catalina Sandino Moreno,Eva Longoria,Santiago Cabrera,Adrian Alonso,Oscar Isaac,Mauricio Kuri",Dean Wright,Mexico,https://www.imdb.com/title/tt1566501/?ref_=plg_rt_1,"Added to Netflix:August 2, 2019"
1076,For Here or to Go?,movie,2015,TV-MA,105 min,A software engineer must decide if he'd rather navigate America's frustrating visa renewal process or simply return to his home country of India.,"Comedies,Dramas,Independent Movies","Ali Fazal,Melanie Chandra,Rajit Kapoor,Amitosh Nagpal,Omi Vaidya,Samrat Chakrabarti,Keith Stevenson",Rucha Humnabadkar,"United States,India",https://www.imdb.com/title/tt4157510/?ref_=plg_rt_1,"Added to Netflix:August 15, 2018"
1077,For Love or Money,movie,1993,PG,95 min,Concierge Doug works at an upscale hotel. His dream of building his own luxury hotel finally seems to be coming true when he finds a potential investor. All Doug has to do is keep his friend happy – which includes baby-sitting the man's mistress.,"Comedies,Romantic Movies","Michael J. Fox,Gabrielle Anwar,Anthony Higgins,Michael Tucker,Bob Balaban,Udo Kier,Dan Hedaya,Fyvush Finkel,Isaac Mizrahi,Debra Monk,Donna Mitchell",Barry Sonnenfeld,United States,https://www.imdb.com/title/tt0106941/?ref_=plg_rt_1,"Added to Netflix:April 15, 2020"
1078,For the Birds,movie,2018,TV-MA,93 min,"A woman with a passion for fowl keeps a menagerie of birds that draws the ire of neighbors, animal rights advocates and even her own family.",Documentaries,Kathy Murphy,Richard Miron,United States,https://www.imdb.com/title/tt2433118/?ref_=plg_rt_1,"Added to Netflix:September 1, 2019"
1079,For the Broken Hearted,movie,2018,TV-14,93 min,"In three interwoven stories, love ends up in limbo as romantic partners navigate bliss, loss, failures and feelings while trying to make happiness last.","Dramas,International Movies,Romantic Movies","Yassi Pressman,Sam Concepcion,Louise De Los Reyes,Shy Carlos,Marco Gumabao,Katya Santos,Andrea Del Rosario,Lander Vera Perez,Christopher Roxas",Digo Ricio,Philippines,https://www.imdb.com/title/tt9074344/?ref_=plg_rt_1,"Added to Netflix:April 15, 2020"
1080,For the Love of Spock,movie,2016,TV-14,112 min,"The son of actor Leonard Nimoy directs this moving look at his father's portrayal of Spock, the iconic ""Star Trek"" character he played for 50 years.",Documentaries,"Leonard Nimoy,William Shatner,George Takei,Nichelle Nichols,Chris Pine,Zachary Quinto,Simon Pegg,Zoe Saldana,Jim Parsons,Jason Alexander,Neil deGrasse Tyson,J.J. Abrams",Adam Nimoy,"Canada,United States",https://www.imdb.com/title/tt4572820/?ref_=plg_rt_1,"Added to Netflix:December 2, 2016"
1081,For Your Own Good,movie,2017,TV-MA,93 min,"Three brothers-in-law join forces to secretly drive away their daughters' undesirable boyfriends: anarchist Álex, bad-boy Dani and playboy Ernesto.","Comedies,International Movies","Jose Coronado,Javier Cámara,Roberto Álamo,Pilar Castro,María Pujalte,Carmen Ruiz,Silvia Alonso,Georgina Amorós,Andrea Ros,Miki Esparbé",Carlos Therón,Spain,https://www.imdb.com/title/tt5790492/?ref_=plg_rt_1,"Added to Netflix:October 1, 2017"
1082,Forbidden Games: The Justin Fashanu Story,movie,2017,TV-MA,81 min,"This documentary chronicles the tragic, true story of Justin Fashanu, the first – and only – openly gay man to have played professional soccer.","Documentaries,International Movies,LGBTQ Movies","Justin Fashanu,John Fashanu","Jon Carey,Adam Darke",United Kingdom,https://www.imdb.com/title/tt6538102/?ref_=plg_rt_1,"Added to Netflix:December 1, 2017"
1083,Force 2,movie,2016,TV-14,123 min,"An ex-cop investigates the death of his best friend and two other spies, killings that lead to a mole operating from India's embassy in Budapest.","Action & Adventure,International Movies","John Abraham,Sonakshi Sinha,Tahir Raj Bhasin,Narendra Jha,Adil Hussain,Vikram Kapadia,Patricia Hittler,Genelia D'souza,Raj Babbar,Freddy Daruwala,Boman Irani",Abhinay Deo,India,https://www.imdb.com/title/tt5156746/?ref_=plg_rt_1,"Added to Netflix:February 27, 2017"
1084,Forever Chape,movie,2018,TV-MA,74 min,"In the wake of the plane crash that claimed the lives of 71 people, the Brazilian soccer club Chapecoense seeks to rebuild the team that made history.","Documentaries,International Movies,Sports Movies",,Luis Ara,Uruguay,https://www.imdb.com/title/tt8788634/?ref_=plg_rt_1,"Added to Netflix:August 2, 2018"
1085,Forgive Us Our Debts,movie,2018,TV-MA,105 min,"Threatened by creditors, a newly unemployed man agrees to work for a debt collector, but soon discovers his deal with the devil has unexpected costs.","Dramas,International Movies","Marco Giallini,Claudio Santamaria,Jerzy Stuhr,Flonja Kodheli",Antonio Morabito,"Italy,Switzerland,Albania,Poland",https://www.imdb.com/title/tt6679412/?ref_=plg_rt_1,"Added to Netflix:May 4, 2018"
1086,Forgotten,movie,2017,TV-MA,109 min,"When his abducted brother returns seemingly a different man with no memory of the past 19 days, Jin-seok chases after the truth behind the kidnapping.","Dramas,International Movies,Thrillers","Ha-neul Kang,Moo-Yul Kim,Young-hee Na,Seong-kun Mun,Myung-Ryul Nam,Eun-woo Lee,Chan-bi Jung,Go Choi,Seong-il Bae,Soon-won Lee",Hang-Jun Jang,South Korea,https://www.imdb.com/title/tt7057496/?ref_=plg_rt_1,"Added to Netflix:February 21, 2018"
1087,Forks Over Knives,movie,2011,PG,96 min,"According to the research of two food scientists, the popularity of processed foods has led to epidemic rates of obesity, diabetes and other diseases.",Documentaries,,Lee Fulkerson,United States,https://www.imdb.com/title/tt1567233/?ref_=plg_rt_1,"Added to Netflix:October 3, 2019"
1088,Four Sisters and a Wedding,movie,2013,TV-14,125 min,"Four sisters unite to stop their young brother's pending nuptials upon meeting his fiancée’s demanding family, revealing long-simmering family issues.","Comedies,Dramas,International Movies","Bea Alonzo,Toni Gonzaga,Angel Locsin,Shaina Magdayao,Enchong Dee,Sam Milby,Angeline Quinto,Coney Reyes",Cathy Garcia-Molina,Philippines,https://www.imdb.com/title/tt3008034/?ref_=plg_rt_1,"Added to Netflix:February 27, 2019"
1089,Fractured,movie,2019,TV-MA,100 min,"After his wife and injured daughter disappear from an ER, a man conducts a panicked search and becomes convinced the hospital is hiding something.",Thrillers,"Sam Worthington,Lily Rabe,Stephen Tobolowsky,Adjoa Andoh,Lucy Capri,Lauren Cochrane,Shane Dean",Brad Anderson,United States,https://www.imdb.com/title/tt4332232/?ref_=plg_rt_1,"Added to Netflix:October 11, 2019"
1090,Franca: Chaos and Creation,movie,2016,TV-MA,79 min,"A documentary filmmaker chronicles the life and times of his mother, Franca Sozzani, the editor of Italian Vogue and a fashion-world provocateur.","Documentaries,International Movies",,Francesco Carrozzini,"United States,Italy",https://www.imdb.com/title/tt5317286/?ref_=plg_rt_1,"Added to Netflix:October 1, 2017"
1091,Frances Ha,movie,2012,R,86 min,"Determined to make it as a modern dancer in New York, a young woman pursues her unlikely goal with more enthusiasm than natural talent.","Comedies,Dramas,Independent Movies","Greta Gerwig,Mickey Sumner,Charlotte d'Amboise,Adam Driver,Hannah Dunne,Michael Esper,Grace Gummer,Patrick Heusinger,Josh Hamilton,Cindy Katz,Maya Kazan,Justine Lupe,Britta Phillips,Juliet Rylance,Dean Wareham,Michael Zegen",Noah Baumbach,United States,https://www.imdb.com/title/tt2347569/?ref_=plg_rt_1,"Added to Netflix:October 1, 2017"
1092,Francesco De Carlo: Cose di Questo Mondo,movie,2019,TV-MA,61 min,"Taking the stage in Milan, Francesco De Carlo opens up about his bad habits, religion, politics and what he's learned from traveling the world.",Stand-Up Comedy,Francesco De Carlo,,Italy,https://www.imdb.com/title/tt10087952/?ref_=plg_rt_1,"Added to Netflix:April 12, 2019"
1093,Franco Escamilla: Bienvenido al mundo,movie,2019,TV-MA,54 min,"Comedian Franco Escamilla shares stories about parenting his children when they get into trouble, with reflections on gender, friendship and romance.",Stand-Up Comedy,Franco Escamilla,Ulises Valencia,Mexico,https://www.imdb.com/title/tt10128616/?ref_=plg_rt_1,"Added to Netflix:April 17, 2019"
1094,Franco Escamilla: Por la anécdota,movie,2018,TV-MA,66 min,Mexican stand-up comedian Franco Escamilla draws his jokes from real-life experiences – and he's willing to do anything for new material.,Stand-Up Comedy,Franco Escamilla,Ulises Valencia,Mexico,https://www.imdb.com/title/tt8467922/?ref_=plg_rt_1,"Added to Netflix:June 8, 2018"
1095,Frank & Lola,movie,2016,TV-MA,87 min,A talented Las Vegas chef falls in love with an aspiring fashion designer but turns violently jealous when he realizes that she's hiding dark secrets.,"Dramas,Thrillers","Michael Shannon,Imogen Poots,Michael Nyqvist,Justin Long,Stella Schnabel,Rosanna Arquette,Emmanuelle Devos",Matthew Ross,United States,https://www.imdb.com/title/tt1290138/?ref_=plg_rt_1,"Added to Netflix:March 1, 2020"
1096,Frank and Cindy,movie,2007,TV-MA,70 min,"Frank was a rising pop star when he married Cindy, but decades of dashed dreams and alcoholism have left the pair struggling to find happiness.","Documentaries,Music & Musicals",,G.J. Echternkamp,United States,https://www.imdb.com/title/tt0986354/?ref_=plg_rt_1,"Added to Netflix:April 1, 2016"
1097,Frank and Cindy,movie,2015,R,102 min,A student filmmaker vengefully turns his camera on his bitter mom and washed-up rock star stepdad in this dramedy based on a documentary.,"Comedies,Dramas,Independent Movies","Rene Russo,Oliver Platt,Johnny Simmons,Jane Levy,Marc Maron,Ron Myles,Jessica Garrison,Fabianne Therese",G.J. Echternkamp,United States,https://www.imdb.com/title/tt1239242/?ref_=plg_rt_1,"Added to Netflix:April 1, 2016"
1098,"Frankenstein’s Monster’s Monster, Frankenstein",movie,2019,TV-14,32 min,"When actor David Harbour finds lost footage of his father's disastrous televised stage play of a literary classic, he uncovers shocking family secrets.",Comedies,"David Harbour,Alex Ozerov,Kate Berlant,Mary Woronov,Alfred Molina,Heather Lawless,Michael Lerner,Marion Van Cuyck,Bridey Elliott,O-Lan Jones,Lidia Porto,Graham Wagner,Randolph Thompson",Daniel Gray Longino,United States,https://www.imdb.com/title/tt10516390/?ref_=plg_rt_1,"Added to Netflix:July 16, 2019"
1099,Frat Star,movie,2017,TV-MA,85 min,A freshman uninterested in joining a fraternity is convinced to pledge by a rich roommate who introduces him to a world darker than he ever dreamed.,Comedies,"Connor Lawrence,Justin Mark,Cathryn Dylan,Chris Elliott,Tyler Weaks,Max Sheldon,Austin Ramsey,Peter O'Connor,Nicole Balsam,Kaitlin Mesh","Grant S. Johnson,Ippsie Jones",United States,https://www.imdb.com/title/tt5117484/?ref_=plg_rt_1,"Added to Netflix:April 10, 2017"
1100,Freaks,movie,2018,R,105 min,"Hidden away by her eccentric father, a mysterious young girl uncovers frightening truths when she starts to make contact with the outside world.","Independent Movies,Sci-Fi & Fantasy,Thrillers","Emile Hirsch,Bruce Dern,Lexy Kolker,Grace Park,Amanda Crew,Aleks Paunovic,Michelle Harrison","Adam B. Stein,Zach Lipovsky","Canada,United States",https://www.imdb.com/title/tt8781414/?ref_=plg_rt_1,"Added to Netflix:March 3, 2020"
1101,Fred Armisen: Standup For Drummers,movie,2018,TV-PG,65 min,"For an audience of drummers, comedian Fred Armisen shares and demonstrates his thoughts on musical genres, drummer quirks, regional accents and more.","Music & Musicals,Stand-Up Comedy",Fred Armisen,Lance Bangs,,https://www.imdb.com/title/tt7924798/?ref_=plg_rt_1,"Added to Netflix:February 6, 2018"
1102,Free Fire,movie,2016,R,91 min,A sketchy arms transaction in a deserted warehouse turns into a free-for-all when the two sides engage in a take-no-prisoners shootout.,"Action & Adventure,Comedies,Independent Movies","Sharlto Copley,Armie Hammer,Brie Larson,Cillian Murphy,Jack Reynor,Babou Ceesay,Enzo Cilenti,Sam Riley,Michael Smiley,Noah Taylor,Patrick Bergin,Mark Monero",Ben Wheatley,United Kingdom,https://www.imdb.com/title/tt4158096/?ref_=plg_rt_1,"Added to Netflix:October 21, 2019"
1103,Free Rein: The Twelve Neighs of Christmas,movie,2018,TV-G,58 min,"As Bright Fields preps for its Mistletoe Ball, a broken ornament leads Zoe to a family secret, while Gaby finds herself at the mercy of new boss Mia.","Children & Family Movies,Dramas","Jaylen Barron,Billy Angel,Manpreet Bambra,Celine Buckens,Freddy Carter,Bruce Herbelin-Earle,Kerry Ingram,Charlotte Jordan,Geoff McGivern,Martin Bobb-Semple",Marek Losey,,https://www.imdb.com/title/tt9315418/?ref_=plg_rt_1,"Added to Netflix:December 7, 2018"
1104,Free Rein: Valentine's Day,movie,2019,TV-G,51 min,"Love is in the air as Zoe and friends go on a quest to find a fabled Maid's Stone. But when rivalry blinds them to danger, it's Raven to the rescue!","Children & Family Movies,Dramas","Jaylen Barron,Joe Ashman,Manpreet Bambra,Celine Buckens,Freddy Carter,Bruce Herbelin-Earle,Kerry Ingram,Charlotte Jordan,Geoffrey McGivern,Martin Bobb-Semple,Sadie Simm,Carla Woodcock",,United States,https://www.imdb.com/title/tt8382012/?ref_=plg_rt_1,"Added to Netflix:February 1, 2019"
1105,Freedom at Midnight,movie,2018,TV-MA,135 min,"Jailed after becoming entangled in the murder of a cop, a prisoner assembles a team of inmates to hatch a plan for making a getaway.","Dramas,International Movies,Thrillers","Antony Varghese,Vinayakan,Chemban Vinod Jose,Tito Wilson,Sinoj Varghese,Aswathy Manoharan",Tinu Pappachan,,,"Added to Netflix:October 1, 2018"
1106,Freedom Writers,movie,2007,PG-13,124 min,"While her at-risk students are reading classics such as ""The Diary of Anne Frank,"" a teacher asks them to keep journals about their troubled lives.",Dramas,"Hilary Swank,Patrick Dempsey,Scott Glenn,Imelda Staunton,April L. Hernandez,Mario,Kristin Herrera,Jaclyn Ngan,Sergio Montalvo,Jason Finn,Deance Wyatt,Vanetta Smith",Richard LaGravenese,"Germany,United States",https://www.imdb.com/title/tt0463998/?ref_=plg_rt_1,"Added to Netflix:March 1, 2020"
1107,Freej Al Taibeen,movie,2018,TV-PG,99 min,"Local rivals gear up to compete in a traditional game that tests their physical strength and endurance, but complications disrupt their training.","Comedies,Dramas,International Movies","Ali Al Shehhi,Huda Al Ghanim,Muhammed Murshed,Yaser Alneyadi,Khaled Al-Nuaimi,Nasser Al-Dhahnani,Nawal Chamoun,Iman Husein",Ahmed Zain,United Arab Emirates,https://www.imdb.com/title/tt10078900/?ref_=plg_rt_1,"Added to Netflix:May 29, 2020"
1108,Freezer's Campaign,movie,2016,TV-MA,116 min,"When climate change makes Egypt freeze over, intelligence officers pose as a film crew on location to seek a device that can eliminate the frost.","Comedies,International Movies","Bayyumi Fuad,Chico,Hesham Maged,Ahmed Fathy,Nesreen Ameen,Dareen Haddad,Bushra,Samy Maghawry",Sameh Abdulaziz,Egypt,https://www.imdb.com/title/tt6098416/?ref_=plg_rt_1,"Added to Netflix:June 6, 2019"
1109,French Dirty,movie,2015,TV-MA,72 min,"An aimless, unemployed millennial hangs out with his pals and resists growing up, until an affair with his best friend's girl forces him to change.","Dramas,Independent Movies","Wade Allain-Marcus,Arjun Gupta,Melina Lizette,Elsa Biedermann,Katie Blake,Santana Dempsey","Wade Allain-Marcus,Jesse Allain-Marcus",United States,https://www.imdb.com/title/tt3675504/?ref_=plg_rt_1,"Added to Netflix:February 4, 2016"
1110,French Toast,movie,2015,TV-PG,86 min,"With only her mother's diary and a locket as clues, a South African woman travels to Paris in search of the long-lost sibling she never knew she had.","Comedies,International Movies,Romantic Movies","Lika Berning,Thierry Ballarin,Deon Lotz,Heléne Lombard,Paul du Toit,Roberta Fox,Trudi Conradie,Rod Alexander,Lochner De Kock,Tony Caprari","Paul Krüger,Anél Stolp",South Africa,https://www.imdb.com/title/tt5000984/?ref_=plg_rt_1,"Added to Netflix:February 12, 2020"
1111,Freshman Year,movie,2019,TV-PG,104 min,A devout preacher's son leaves his protective home to begin college and meets a self-reliant student who will test his faith and his heart.,"Dramas,Faith & Spirituality","Diallo Thompson,Natalia Dominguez,Benjamin A. Onyango,Gregory Alan Williams,Desalene Jones,Wynton Odd,Ed Gonzalez Moreno,Natasha Dee Davis,Cameron Schaefer,Joshua Flores-Q",Jude Okwudiafor Johnson,United States,https://www.imdb.com/title/tt8737124/?ref_=plg_rt_1,"Added to Netflix:March 3, 2020"
1112,Friend Request,movie,2016,R,92 min,A popular college student's love of social media becomes her biggest regret when a mysterious account marks each of her friends for a grisly demise.,"Horror Movies,International Movies","Alycia Debnam-Carey,William Moseley,Connor Paolo,Brit Morgan,Brooke Markham,Sean Marquette,Liesl Ahlers,Shashawnee Hall,Susan Danford",Simon Verhoeven,Germany,https://www.imdb.com/title/tt3352390/?ref_=plg_rt_1,"Added to Netflix:April 18, 2018"
1113,Friendship,movie,1980,TV-14,161 min,"Best friends since childhood, a righteous cop and a lawyer who represents criminals in court become rivals when they fall for the same woman.","Action & Adventure,Dramas,International Movies","Amitabh Bachchan,Shatrughan Sinha,Zeenat Aman,Prem Chopra,Amrish Puri,Helen,Pran,Gajanan Jagirdar,Sajjan,Iftekhar",Raj Khosla,India,https://www.imdb.com/title/tt0080653/?ref_=plg_rt_1,"Added to Netflix:April 1, 2020"
1114,From A to B,movie,2014,TV-MA,104 min,"To celebrate the memory of their pal who passed away, three estranged friends attempt to reconnect on an eventful road trip from Abu Dhabi to Beirut.","Comedies,Dramas,International Movies","Fahad Albutairi,Shadi Alfons,Fadi Rifaai,Samer al Masri,Wonho Chung,Leem Lubany,Maha Abou Ouf,Ahd,Yousra El Lozy,Ali Suliman,Khaled Abol Naga,Madeline Zima",Ali F. Mostafa,"United Arab Emirates,Jordan,Lebanon",https://www.imdb.com/title/tt1666287/?ref_=plg_rt_1,"Added to Netflix:June 11, 2020"
1115,From Japan to Egypt,movie,2017,TV-14,93 min,"After his wife relocates to her home country of Japan, an Egyptian man – and father of two rambunctious kids – tries to win her back.","Children & Family Movies,Comedies,Dramas","Ahmed Eid,Saki Tsukamoto,Nada Moussa,Mohammed Tharwat",Mahmoud Karim,Egypt,https://www.imdb.com/title/tt8898648/?ref_=plg_rt_1,"Added to Netflix:June 6, 2019"
1116,From One Second to the Next,movie,2013,TV-14,35 min,Werner Herzog chronicles the devastating consequences of texting and driving. The film examines how lives can be forever altered by a trivial text.,Documentaries,,Werner Herzog,United States,https://www.imdb.com/title/tt3108864/?ref_=plg_rt_1,"Added to Netflix:April 15, 2014"
1117,Froning: The Fittest Man in History,movie,2016,PG,99 min,Follow the grueling training regimen of Rich Froning Jr. as he sets his sights on winning an unprecedented fourth CrossFit Games title.,"Documentaries,International Movies,Sports Movies",Rich Froning,Heber Cannon,United States,https://www.imdb.com/title/tt5079382/?ref_=plg_rt_1,"Added to Netflix:July 15, 2018"
1118,Fronteras,movie,2018,TV-MA,106 min,"When a new, deadly narcotic sweeps the American Southwest, a Border Patrol agent must contend with a task force that challenges his duties and morals.","Dramas,Independent Movies,Thrillers","Steve Oropeza,Steven Sean Garland,Wade Everett,Randy Green,Cortez Chappell,Tori Osborn,Larry Coulter,Cris Acosta",Andrew Dean,United States,https://www.imdb.com/title/tt7308310/?ref_=plg_rt_1,"Added to Netflix:February 9, 2020"
1119,Frost/Nixon,movie,2008,R,122 min,This drama centers on a series of revelatory television interviews between British talk show host David Frost and former President Richard Nixon.,Dramas,"Frank Langella,Michael Sheen,Sam Rockwell,Kevin Bacon,Matthew Macfadyen,Oliver Platt,Rebecca Hall,Toby Jones,Andy Milder,Kate Jennings Grant",Ron Howard,"United Kingdom,France,United States",https://www.imdb.com/title/tt0870111/?ref_=plg_rt_1,"Added to Netflix:June 17, 2020"
1120,Fukrey,movie,2013,TV-14,135 min,Four young male friends tackle the challenges and unexpected catastrophes of growing up clueless in this music-packed Bollywood teen drama.,"Action & Adventure,Comedies,Dramas","Pulkit Samrat,Manjot Singh,Ali Fazal,Varun Sharma,Richa Chadda,Priya Anand,Vishakha Singh,Pankaj Tripathi",Mrighdeep Singh Lamba,India,https://www.imdb.com/title/tt2806788/?ref_=plg_rt_1,"Added to Netflix:December 15, 2019"
1121,Full Count,movie,2019,TV-PG,110 min,"When tragic events force an aspiring baseball player to forgo his big league dreams and return home, saving the family farm grants him renewed purpose.","Children & Family Movies,Dramas,Faith & Spirituality","John Paul Kakos,Natalia Livingston,E. Roger Mitchell,Rick Hearst,Jason London,Victoria Elizabeth Staley,Adam Boyer",Robert Eagar,United States,https://www.imdb.com/title/tt3852042/?ref_=plg_rt_1,"Added to Netflix:February 23, 2020"
1122,Full Out,movie,2015,TV-PG,88 min,"After a debilitating accident ends her Olympic dreams, gymnast Ariana Berlin finds recovery and hope in the world of hip-hop and college athletics.","Children & Family Movies,Dramas,Sports Movies","Jennifer Beals,Ana Golja,Art Hindle,Jake Epstein,Ramona Milano,Trevor Tordjman,Lamar Johnson,Asha Bromfield,Sarah Fisher",Sean Cisterna,"Canada,United States",https://www.imdb.com/title/tt3977462/?ref_=plg_rt_1,"Added to Netflix:September 1, 2016"
1123,FullMetal Alchemist,movie,2017,TV-PG,134 min,"While alchemist Edward Elric searches for a way to restore his brother Al's body, the military government and mysterious monsters are watching closely.","Action & Adventure,Dramas,International Movies","Ryosuke Yamada,Tsubasa Honda,Dean Fujioka,Misako Renbutsu,Kanata Hongo,Shinji Uchiyama,Jun Kunimura,Yo Oizumi,Ryuta Sato,Fumiyo Kohinata,Yasuko Matsuyuki",Fumihiko Sori,Japan,https://www.imdb.com/title/tt5607028/?ref_=plg_rt_1,"Added to Netflix:February 19, 2018"
1124,Fun Mom Dinner,movie,2017,R,82 min,"Four preschool moms with little in common need a night out to take a break from their kids. But one thing leads to another, and things get rowdy.","Comedies,International Movies","Katie Aselton,Toni Collette,Bridget Everett,Molly Shannon,Adam Scott,Rob Huebel,Adam Levine,Paul Rust",Alethea Jones,United States,https://www.imdb.com/title/tt5829040/?ref_=plg_rt_1,"Added to Netflix:December 31, 2017"
1125,Fun with Dick & Jane,movie,2005,PG-13,91 min,"After losing their high-paying corporate jobs, an upwardly mobile couple turns to robbing banks to maintain their standard of living.",Comedies,"Jim Carrey,Téa Leoni,Alec Baldwin,Richard Jenkins,Angie Harmon,John Michael Higgins,Richard Burgi,Carlos Jacott,Aaron Michael Drozin,Gloria Garayua",Dean Parisot,United States,https://www.imdb.com/title/tt0369441/?ref_=plg_rt_1,"Added to Netflix:May 1, 2020"
1126,Furie,movie,2019,TV-MA,97 min,"When traffickers kidnap her daughter from their village, vengeful Hai Phuong returns to Saigon – and her outlaw roots – to take down the abductors.","Action & Adventure,Dramas,International Movies","Ngo Thanh Van,Phan Thanh Nhien,Mai Cat Vi,Thanh Hoa,Pham Anh Khoa",Le Van Kiet,Vietnam,https://www.imdb.com/title/tt9412268/?ref_=plg_rt_1,"Added to Netflix:September 25, 2019"
1127,FYRE: The Greatest Party That Never Happened,movie,2019,TV-MA,98 min,"The Fyre Festival was billed as a luxury music experience on a posh private island, but it failed spectacularly in the hands of a cocky entrepreneur.",Documentaries,,Chris Smith,United States,https://www.imdb.com/title/tt9412098/?ref_=plg_rt_1,"Added to Netflix:January 18, 2019"
1128,G.O.R.A,movie,2004,TV-MA,123 min,"Carpet dealer and UFO photo forger Arif is abducted by aliens. On the planet Gora, he helps friends escape from a meteorite strike and find freedom.","Action & Adventure,Comedies,International Movies","Cem Yılmaz,Rasim Öztekin,Özkan Uğur,İdil Fırat,Şafak Sezer,Özge Özberk,Erdal Tosun,Cezmi Baskın,Ozan Güven,Engin Günaydın",Ömer Faruk Sorak,Turkey,https://www.imdb.com/title/tt0384116/?ref_=plg_rt_1,"Added to Netflix:March 10, 2017"
1129,"Gabriel ""Fluffy"" Iglesias: One Show Fits All",movie,2019,TV-14,91 min,"Gabriel ""Fluffy"" Iglesias discusses his teenage son and encounters with Snoop Dogg, Chris Rock and Vicente Fernández in this stand-up special for 2019.",Stand-Up Comedy,Gabriel Iglesias,Manny Rodriguez,,https://www.imdb.com/title/tt9426212/?ref_=plg_rt_1,"Added to Netflix:January 29, 2019"
1130,Gabriel lglesias: I’m Sorry For What I Said When I Was Hungry,movie,2016,TV-14,88 min,"Hawaiian-shirt enthusiast Gabriel ""Fluffy"" Iglesias finds the laughs in racist gift baskets, Prius-driving cops and all-female taco trucks.",Stand-Up Comedy,Gabriel Iglesias,Manny Rodriguez,United States,https://www.imdb.com/title/tt6302122/?ref_=plg_rt_1,"Added to Netflix:December 20, 2016"
1131,Gad Elmaleh: American Dream,movie,2018,TV-14,58 min,"In his first English-language special, comedian Gad Elmaleh gleefully digs into America's food obsessions, dating culture, slang and more.",Stand-Up Comedy,Gad Elmaleh,Michael Simon,United States,https://www.imdb.com/title/tt8110630/?ref_=plg_rt_1,"Added to Netflix:March 6, 2018"
1132,Gad Gone Wild,movie,2017,TV-MA,57 min,French comic Gad Elmaleh regales a Montreal crowd with tales of awkward mix-ups and baffling customs he's encountered since moving to the U.S.,Stand-Up Comedy,Gad Elmaleh,Mario Rouleau,France,https://www.imdb.com/title/tt6550440/?ref_=plg_rt_1,"Added to Netflix:January 23, 2017"
1133,Gaddar: the Traitor,movie,2015,TV-14,126 min,An Indian man who has become a major business mogul in Canada must return to his homeland where he's reviled due to being wrongly branded a traitor.,"Dramas,International Movies,Thrillers","Harbhajan Mann,Manpneet Grewal,Ashish Duggal,Girja Shankar,Shavinder Mahal,Rupinder Roopi,Anita Meet,Tarsem Paul,Balkaran Wadding,Bobby Sandhu",Amitoj Mann,India,https://www.imdb.com/title/tt4718728/?ref_=plg_rt_1,"Added to Netflix:November 1, 2018"
