,title,type,release_year,rating,runtime,description,genres,cast,director,country,imdb_link,date_added
0,100% Hotter,tvshow,2017,TV-MA,1 Season,"A stylist, a hair designer and a makeup artist team up to give Britain's biggest fashion disasters some much-needed makeunders.","British TV Shows,International TV Shows,Reality TV","Daniel Palmer,Melissa Sophia,Karen Williams,Grace Woodward",,United Kingdom,https://www.imdb.com/title/tt5819414/?ref_=plg_rt_1,"Added to Netflix:November 1, 2019"
1,13 Reasons Why: Beyond the Reasons,tvshow,2019,TV-MA,3 Seasons,"Cast members, writers, producers and mental health professionals discuss some of the difficult issues and themes explored in ""13 Reasons Why.""","Crime TV Shows,Docuseries","Dylan Minnette,Katherine Langford,Kate Walsh,Derek Luke,Alisha Boe,Justin Prentice,Brandon Flynn,Miles Heizer,Christian Navarro,Brian Yorkey,Tom McCarthy,Selena Gomez,Mandy Teefey,Jay Asher,Dr. Rona Hu,Dr. Helen Hsu,Dr. Rebecca Hedrick,Alexis Jones,Elaine Welteroth,Julia Bicknell,Dr. Christine Moutier,Nic Sheff,Carrie Goldberg,Anne Winters,Joy Gorman,Brandon Butler,Marissa Jo Cerar,Susanne Timms",,United States,https://www.imdb.com/title/tt6723582/?ref_=plg_rt_1,"New Season Added:August 23, 2019"
2,1983,tvshow,2018,TV-MA,1 Season,"In this dark alt-history thriller, a naïve law student and a world-weary detective uncover a conspiracy that has tyrannized Poland for decades.","Crime TV Shows,International TV Shows,TV Dramas","Robert Więckiewicz,Maciej Musiał,Michalina Olszańska,Andrzej Chyra,Clive Russell,Zofia Wichłacz,Edyta Olszówka,Mateusz Kościukiewicz,Ewa Błaszczyk,Vu Le Hong,Tomasz Włosok,Krzysztof Wach",,"Poland,United States",https://www.imdb.com/title/tt7371666/?ref_=plg_rt_1,"Added to Netflix:November 30, 2018"
3,1994,tvshow,2019,TV-MA,1 Season,"Archival video and new interviews examine Mexican politics in 1994, a year marked by the rise of the EZLN and the assassination of Luis Donaldo Colosio.","Crime TV Shows,Docuseries,International TV Shows",,Diego Enrique Osorno,Mexico,https://www.imdb.com/title/tt10225030/?ref_=plg_rt_1,"Added to Netflix:May 17, 2019"
4,20 Minutes,tvshow,2013,TV-MA,1 Season,"When his wife is convicted of murder, a horrified family man races to prove her innocence while a dogged investigator sets out to uncover the truth.","Crime TV Shows,International TV Shows,TV Dramas","Tuba Büyüküstün,Ilker Aksum,Bülent Emin Yarar,İpek Bilgin,Müjde Uzman,Firat Çelik,Ayten Uncuoglu,Cihat Tamer",,Turkey,https://www.imdb.com/title/tt2544148/?ref_=plg_rt_1,"Added to Netflix:August 15, 2017"
5,21 Sarfarosh: Saragarhi 1897,tvshow,2018,TV-14,1 Season,"In one of history's greatest last stands, a battalion of 21 Sikh soldiers fights to defend their outpost from attack by over 10,000 Afghans.","International TV Shows,TV Dramas","Luke Kenny,Mohit Raina,Mukul Dev",,India,https://www.imdb.com/title/tt8062474/?ref_=plg_rt_1,"Added to Netflix:December 1, 2018"
6,21 Thunder,tvshow,2017,TV-MA,1 Season,"Players and coaches for a Montreal soccer team chase dreams of stardom while their personal lives erupt with love, fear, passion and violence.","Crime TV Shows,International TV Shows,TV Dramas","Stephanie Bennett,Emmanuel Kabongo,RJ Fetherstonhaugh,Andres Joseph,Kevin Claydon,Conrad Pla,Clark Backo,Ryan Pierce,Eileen Li,Susan Bain,Cristina Rosato,Jonathan Kim,Colm Feore",,Canada,https://www.imdb.com/title/tt6145878/?ref_=plg_rt_1,"Added to Netflix:March 1, 2018"
7,28 Moons,tvshow,2016,TV-PG,1 Season,"When her fiancé acts strangely upon receiving a mysterious invitation, a florist sets out to find out the truth behind the tiny scrap of paper.","International TV Shows,Korean TV Shows,Romantic TV Shows","Jin-sung Yang,Kyu-jong Kim,Tae-hwan Kang,Geummi",,,,"Added to Netflix:June 10, 2017"
8,3%,tvshow,2019,TV-MA,3 Seasons,"In a future where the elite inhabit an island paradise far from the crowded slums, you get one chance to join the 3% saved from squalor.","International TV Shows,TV Dramas,TV Sci-Fi & Fantasy","João Miguel,Bianca Comparato,Michel Gomes,Rodolfo Valente,Vaneza Oliveira,Rafael Lozano,Viviane Porto,Mel Fronckowiak,Sergio Mamberti,Zezé Motta,Celso Frateschi",,Brazil,https://www.imdb.com/title/tt4922804/?ref_=plg_rt_1,"New Season Added:June 7, 2019"
9,3Below: Tales of Arcadia,tvshow,2019,TV-Y7,2 Seasons,"After crash-landing on Earth, two royal teen aliens on the run struggle to blend in with humans as they evade intergalactic bounty hunters.","Kids' TV,TV Action & Adventure,TV Sci-Fi & Fantasy","Tatiana Maslany,Diego Luna,Nick Offerman,Nick Frost,Glenn Close,Alon Aboutboul,Hayley Atwell,Darin De Paul,Andy Garcia,Cheryl Hines,Tom Kenny,Chris Obi,Cole Sand,Frank Welker,Steven Yeun",,United States,https://www.imdb.com/title/tt7736544/?ref_=plg_rt_1,"New Season Added:July 12, 2019"
10,44 Cats,tvshow,2018,TV-Y7,1 Season,"Paw-esome tales abound when singing furry friends Lampo, Milady, Pilou and Meatball band together.",Kids' TV,"Sarah Natochenny,Suzy Myers,Simona Berman,Erica Schroeder,Marca Leigh,Scottie Ray,Henry F. Benjamin",,,,"Added to Netflix:May 1, 2020"
11,45 rpm,tvshow,2019,TV-MA,1 Season,"In 1960s Madrid, music producer Guillermo Rojas launches a rock 'n' roll label with the help of aspiring singer Robert and clever producer Maribel.","International TV Shows,Romantic TV Shows,Spanish-Language TV Shows","Carlos Cuevas,Guiomar Puerta,Iván Marcos,Israel Elejalde,Eudald Font,Luis Larrodera,Carmen Gutiérrez,Diana Gómez,Vito Sanz,Marina San José,Pere Ponce,Joan Pera",,Spain,https://www.imdb.com/title/tt8987918/?ref_=plg_rt_1,"Added to Netflix:August 16, 2019"
12,46,tvshow,2016,TV-MA,1 Season,"A genetics professor experiments with a treatment for his comatose sister that blends medical and shamanic cures, but unlocks a shocking side effect.","International TV Shows,TV Dramas,TV Mysteries","Erdal Beşikçioğlu,Yasemin Allen,Melis Birkan,Saygın Soysal,Berkan Şal,Metin Belgin,Ayça Eren,Selin Uludoğan,Özay Fecht,Suna Yıldızoğlu",Serdar Akar,Turkey,https://www.imdb.com/title/tt5606154/?ref_=plg_rt_1,"Added to Netflix:July 1, 2017"
13,7 (Seven),tvshow,2019,TV-14,1 Season,"Multiple women report their husbands as missing but when it appears they are looking for the same man, a police officer traces their cryptic connection.",TV Shows,"Rahman,Havish,Regina Cassandra,Nandita Swetha,Anisha Ambrose,Tridha Choudhury,Pujitha Ponnada,Aditi Arya",Nizar Shafi,India,https://www.imdb.com/title/tt9165458/?ref_=plg_rt_1,"Added to Netflix:July 30, 2019"
14,7 Days Out,tvshow,2018,TV-PG,1 Season,"Witness the excitement and drama behind the scenes in the seven days leading up to major live events in the worlds of sports, fashion, space and food.",Docuseries,,,United States,https://www.imdb.com/title/tt9315990/?ref_=plg_rt_1,"Added to Netflix:December 21, 2018"
15,72 Cutest Animals,tvshow,2016,TV-PG,1 Season,This series examines the nature of cuteness and how adorability helps some animal species to survive and thrive in a variety of environments.,"Docuseries,International TV Shows,Science & Nature TV",,,Australia,https://www.imdb.com/title/tt5815824/?ref_=plg_rt_1,"Added to Netflix:June 1, 2016"
16,72 Dangerous Animals: Asia,tvshow,2018,TV-14,1 Season,"From fangs to claws to venomous stings, they all wield deadly weapons. But which creature will be crowned the fiercest of all?","Docuseries,International TV Shows,Science & Nature TV",Bob Brisbane,,Australia,https://www.imdb.com/title/tt8728268/?ref_=plg_rt_1,"Added to Netflix:August 10, 2018"
17,72 Dangerous Animals: Latin America,tvshow,2017,TV-14,1 Season,"Powerful cats, indestructible arachnids and flesh-melting pit vipers are just the beginning in this series about Latin America's deadliest creatures.","Docuseries,International TV Shows,Science & Nature TV",Bob Brisbane,,"Australia,United States",https://www.imdb.com/title/tt7909708/?ref_=plg_rt_1,"Added to Netflix:December 22, 2017"
18,72 Dangerous Places to Live,tvshow,2016,TV-PG,1 Season,"Get up close and personal with avalanches, fiery volcanoes and other natural cataclysms, and learn why some choose to live in their destructive paths.","Docuseries,International TV Shows,Science & Nature TV",Mitch Ryan,,Australia,https://www.imdb.com/title/tt5674272/?ref_=plg_rt_1,"Added to Netflix:June 1, 2016"
19,A Boy Name Flora A,tvshow,2017,TV-MA,1 Season,A 28-year-old layabout begins to re-examine his life when his dysfunctional family assembles to pay respects to a dying grandmother who won’t pass on.,"International TV Shows,TV Comedies,TV Dramas","Crowd Lu,Tsai Chen-nan,Lotus Wang,Fan Chu-Mei,Hsieh Ying-shiuan,Vera Yen,Cammy Chiang",,Taiwan,https://www.imdb.com/title/tt6284014/?ref_=plg_rt_1,"Added to Netflix:September 1, 2017"
20,A Good Wife,tvshow,2013,TV-PG,1 Season,"As her seemingly idyllic life begins to crumble, a lonely woman in a restrictive marriage starts an affair with a gentle bookstore owner.","International TV Shows,Romantic TV Shows,TV Dramas","Tien Hsin,Christopher Lee,Darren Chiu,Shara Lin,Blaire Chang,Xi Man-Ning,Chu De-Kang",,Taiwan,https://www.imdb.com/title/tt3983112/?ref_=plg_rt_1,"Added to Netflix:January 1, 2017"
21,A House of Blocks,tvshow,2017,TV-PG,1 Season,"Yijuan and her mentally ill sister Kaiqi struggle to be happy in the face of misfortune, criminal intrigue, marital strife, an exorcism and a ghost.","International TV Shows,TV Dramas,TV Horror","Eli Shi,Phoebe Lin,Chen Wan-ting,Fan Chen-fei,Lu Hsueh-feng,Figaro Tseng,Winnie Chang,Elten Ting",,,,"Added to Netflix:September 1, 2017"
22,A Korean Odyssey,tvshow,2017,TV-MA,1 Season,A self-serving mythical creature's bid for invincibility backfires when he finds himself at the mercy of a woman who can see otherworldly beings.,"International TV Shows,Korean TV Shows,Romantic TV Shows","Lee Seung-gi,Cha Seung-won,Oh Yeon-seo,Lee Hong-gi,Jang Gwang,Lee Se-young",,South Korea,https://www.imdb.com/title/tt7099334/?ref_=plg_rt_1,"Added to Netflix:March 5, 2019"
23,A Little Help with Carol Burnett,tvshow,2018,TV-G,1 Season,"Comedy icon Carol Burnett returns to TV with a panel of clever kids, who help adults and celebrity guests solve their problems with brutal honesty.","Stand-Up Comedy & Talk Shows,TV Comedies","Carol Burnett,Russell Peters,Mark Cuban,Taraji P. Henson,Brittany Snow,Wanda Sykes,Derek Hough,Billy Eichner,Lisa Kudrow,Candace Cameron Bure,DJ Khaled,Tony Hale,Julie Bowen",,United States,https://www.imdb.com/title/tt7204366/?ref_=plg_rt_1,"Added to Netflix:May 4, 2018"
24,A Little Thing Called First Love,tvshow,2019,TV-G,1 Season,A shy college student with a knack for drawing develops a crush on a musically gifted classmate and embarks on a journey of self-discovery.,"International TV Shows,Romantic TV Shows,Teen TV Shows","Lai Kuan-lin,Zhao Jinmai,Wang Runze,Chai Wei,Wang Bowen",,China,https://www.imdb.com/title/tt11152058/?ref_=plg_rt_1,"Added to Netflix:October 26, 2019"
25,A Love So Beautiful,tvshow,2017,TV-14,1 Season,"The ups and downs of school, family and growing up test the affection between a budding artist and her handsome but indifferent classmate and neighbor.","International TV Shows,Romantic TV Shows,TV Dramas","Hu Yitian,Shen Yue,Gao Zhi Ting,Wang Zi Wei,Zhang He Hao Zhen,Sun Ning,Monica Lv",,,,"Added to Netflix:April 20, 2018"
26,A Man Called God,tvshow,2010,TV-14,1 Season,"Raised in America, government agent Choi Kang-Ta returns to Korea with the skills of an assassin and a thirst for revenge on his father’s killers.","Crime TV Shows,International TV Shows,Korean TV Shows","Song Il-gook,Han Chae-young,Kim Min-jong,Go Eun Han,Jung Hoon Lee,Nam Da-Reum,Yoo In-young",,South Korea,https://www.imdb.com/title/tt2060590/?ref_=plg_rt_1,"Added to Netflix:March 12, 2019"
27,A Series of Unfortunate Events,tvshow,2019,TV-PG,3 Seasons,"The extraordinary Baudelaire orphans face trials, tribulations and the evil Count Olaf in their fateful quest to unlock long-held family secrets.","Kids' TV,TV Action & Adventure,TV Comedies","Neil Patrick Harris,Patrick Warburton,Malina Weissman,Louis Hynes,K. Todd Freeman,Joan Cusack,Aasif Mandvi",,United States,https://www.imdb.com/title/tt4834206/?ref_=plg_rt_1,"New Season Added:January 1, 2019"
28,A Taiwanese Tale of Two Cities,tvshow,2018,TV-MA,1 Season,"A Taipei doctor and a San Francisco engineer swap homes in a daring pact, embarking on journeys filled with trials, secrets and unexpected encounters.","International TV Shows,TV Dramas","Tammy Chen,James Wen,Peggy Tseng,Denny Huang",,,https://www.imdb.com/title/tt8893498/?ref_=plg_rt_1,"Added to Netflix:January 27, 2019"
29,A Thousand Goodnights,tvshow,2019,TV-14,1 Season,"To carry out her dad's wish and discover her roots, Dai Tian-qing embarks on a journey around Taiwan and finds love and redemption on the way.","International TV Shows,TV Dramas","Cindy Lien,Nicholas Teo,Yao Ai-ning,Li Chung-lin,Chen Bor-jeng,Miao Ke-li",,Taiwan,https://www.imdb.com/title/tt10370952/?ref_=plg_rt_1,"Added to Netflix:June 1, 2019"
30,A Very Secret Service,tvshow,2018,TV-MA,2 Seasons,"At the height of the Cold War in 1960, André Merlaux joins the French Secret Service and contends with enemies both foreign and bureaucratic.","International TV Shows,TV Comedies","Hugo Becker,Wilfred Benaïche,Christophe Kourotchkine,Karim Barras,Bruno Paviot,Jean-Édouard Bodziak,Mathilde Warnier,Joséphine de La Baume,Marie-Julie Baup,Antoine Gouy,Julie Farenc",,France,https://www.imdb.com/title/tt4367560/?ref_=plg_rt_1,"New Season Added:July 30, 2018"
31,A Year In Space,tvshow,2015,TV-PG,1 Season,Two astronauts attempt to brave a life in Earth's orbit on a record-setting mission to see if humans have the endurance to survive a flight to Mars.,"Docuseries,International TV Shows,Science & Nature TV",Scott Kelly,,United States,https://www.imdb.com/title/tt5428494/?ref_=plg_rt_1,"Added to Netflix:November 1, 2019"
32,A.I.C.O.,tvshow,2018,TV-14,1 Season,Everything Aiko knew was a lie. Now she's joining a team of Divers to reach the place where the Burst began to stop it for good and save her family.,"Anime Series,International TV Shows","Haruka Shiraishi,Yusuke Kobayashi,Makoto Furukawa,Taishi Murata,Kaori Nazuka,M・A・O,Ryota Takeuchi,Ai Kayano,Toru Okawa,Takehito Koyasu,Atsuko Tanaka",Kazuya Murata,Japan,https://www.imdb.com/title/tt8116380/?ref_=plg_rt_1,"Added to Netflix:March 9, 2018"
33,Abnormal Summit,tvshow,2017,TV-PG,1 Season,"Led by a trio of Korean celebs, a multinational panel of men engage in – usually – lighthearted debates on issues that surround Korea and beyond.","International TV Shows,Korean TV Shows,Stand-Up Comedy & Talk Shows","Hyun-moo Jun,Si-kyung Sung,Se-yoon Yoo","Jung-ah Im,Seung-uk Jo",South Korea,https://www.imdb.com/title/tt7160988/?ref_=plg_rt_1,"New Season Added:June 16, 2020"
34,Abstract: The Art of Design,tvshow,2019,TV-14,2 Seasons,Step inside the minds of the most innovative designers in a variety of disciplines and learn how design impacts every aspect of life.,Docuseries,"Christoph Niemann,Tinker Hatfield,Es Devlin,Bjarke Ingels,Paula Scher,Platon,Ilse Crawford,Ralph Gilles",,United States,https://www.imdb.com/title/tt6333098/?ref_=plg_rt_1,"New Season Added:September 25, 2019"
35,Abyss,tvshow,2019,TV-14,1 Season,"After meeting an untimely demise in separate incidents, Cha Min and Go Se-yeon discover they’ve come back to life in new bodies they don’t recognize.","Crime TV Shows,International TV Shows,Korean TV Shows","Park Bo-young,Ahn Hyo-seop,Lee Sung-jae,Lee Si-eon,Han So-hee,Kwon Soo-hyun,Kim Sa-rang,Ahn Se-ha,Yun Yoo-sun",,South Korea,https://www.imdb.com/title/tt10055734/?ref_=plg_rt_1,"Added to Netflix:May 7, 2019"
36,Accidentally in Love,tvshow,2018,TV-14,1 Season,"Rejecting the demands of her wealthy family, a young woman poses as an ordinary college student and crosses paths with a stoic pop star at school.","International TV Shows,Romantic TV Shows,TV Comedies","Junchen Guo,Yi Ning Sun,Yi Qin Zhao,Mu Xuan Cheng,Li Ma,Mo Zhou",,United States,https://www.imdb.com/title/tt1684914/?ref_=plg_rt_1,"Added to Netflix:October 19, 2018"
37,Ad Vitam,tvshow,2018,TV-MA,1 Season,"In a future where regeneration technology lets humans live indefinitely, a cop and a troubled young woman investigate a strange wave of youth suicides.","Crime TV Shows,International TV Shows,TV Dramas","Yvan Attal,Garance Marillier,Niels Schneider,Victor Assié,Rod Paradot,Anne Azoulay,Adel Bencherif",,France,https://www.imdb.com/title/tt8548830/?ref_=plg_rt_1,"Added to Netflix:November 1, 2019"
38,Adam Ruins Everything,tvshow,2018,TV-14,1 Season,"Education can be fun – and funny. Comedian Adam Conover bursts misconceptions, deconstructs topics and leaves with positive takeaways.",TV Comedies,"Adam Conover,Adam Lustick,Emily Axford",,United States,https://www.imdb.com/title/tt5034326/?ref_=plg_rt_1,"Added to Netflix:September 30, 2018"
39,Afflicted,tvshow,2018,TV-MA,1 Season,Baffling symptoms. Controversial diagnoses. Costly treatments. Seven people with chronic illnesses search for answers – and relief.,"Docuseries,Reality TV,Science & Nature TV",,,United States,https://www.imdb.com/title/tt8792570/?ref_=plg_rt_1,"Added to Netflix:August 10, 2018"
40,Against the Tide,tvshow,2014,TV-14,1 Season,A detective and a psychologist investigating a string of murders form a crime-solving team with the novelist whose work inspired the killings.,"Crime TV Shows,International TV Shows,TV Dramas","Christopher Lee,Rui En,Desmond Tan,Zheng Geping,Zhang Zhenhuan,Paige Chua,Xu Bin,Carrie Wong",,Singapore,https://www.imdb.com/title/tt7131682/?ref_=plg_rt_1,"Added to Netflix:July 1, 2017"
41,Age of Glory,tvshow,2010,TV-MA,2 Seasons,"Amid the thriving nightlife of 1960s Kuala Lumpur, three Chinese friends – a showgirl, her housekeeper and a chanteuse – find love and heartbreak.","International TV Shows,Romantic TV Shows,TV Dramas","Debbie Goh,Aenie Wong,Frederick Lee,Leslie Chai",,,,"New Season Added:August 14, 2017"
42,Age of Rebellion,tvshow,2018,TV-MA,1 Season,"At their high school, a group of unruly teens wreak havoc, face bullies and navigate turbulent lives beyond school grounds.","Crime TV Shows,International TV Shows,TV Dramas","Peter Ho,Jeanine Yang,Tammy Chen,Jason Tsou,Chang Ting-hu,Nana Lee,Nien Hsuan Wu",Peter Ho,Taiwan,https://www.imdb.com/title/tt8931836/?ref_=plg_rt_1,"Added to Netflix:September 1, 2018"
43,Age of Tanks,tvshow,2017,TV-PG,1 Season,The history of military tanks unfolds in a documentary series that traces their role in history and geopolitics from World War I to the 21st century.,"Docuseries,International TV Shows,Science & Nature TV",,,"Germany,France,Russia",https://www.imdb.com/title/tt8107992/?ref_=plg_rt_1,"Added to Netflix:November 10, 2018"
44,Agent,tvshow,2019,TV-MA,1 Season,"A former footballer tries to make it as a player agent in the world of African soccer, but a secret from his past threatens to destroy everything.","International TV Shows,TV Dramas","Khumbulani Kay Sibiya,Sisanda Henna,Tarynn Wyngaard,Anthony Oseyemi,Virgile Bramly,Manie Malone,Yannick Konnan,Vinaya Sungkur,Michaella Russell,Thabo Malema",,"Mauritius,South Africa",https://www.imdb.com/title/tt7678910/?ref_=plg_rt_1,"Added to Netflix:December 20, 2019"
45,Agent Raghav,tvshow,2015,TV-14,1 Season,"A mix of brilliance, erudition and skill enables a modern Sherlock Holmes to solve impossible cases, all while he tries to heal personal wounds.","Crime TV Shows,International TV Shows,TV Action & Adventure","Sharad Kelkar,Aahana Kumra,Mahesh Manjrekar,Deepali Pansare,Danish Pandor,Jason Tham,Reena Aggarwal,Swati Rajput",,India,https://www.imdb.com/title/tt6792644/?ref_=plg_rt_1,"Added to Netflix:April 15, 2017"
46,Aggretsuko,tvshow,2019,TV-14,2 Seasons,"Frustrated with her thankless office job, Retsuko the Red Panda copes with her daily struggles by belting out death metal karaoke after work.","Anime Series,International TV Shows","Kaolip,Komegumi Koiwasaki,Maki Tsuruta,Sohta Arai,Rina Inoue,Shingo Kato,Yuki Takahashi",,Japan,https://www.imdb.com/title/tt8019444/?ref_=plg_rt_1,"New Season Added:June 14, 2019"
47,Ainori Love Wagon: African Journey,tvshow,2019,TV-14,1 Season,"To find love, seven strangers leave Japan and embark on a journey through the continent of Africa together. Challenges, adventure and romance await!","International TV Shows,Reality TV,Romantic TV Shows","Becky,Ryo Kato,Karina Maruyama,Kohei Takeda",,Japan,https://www.imdb.com/title/tt11542960/?ref_=plg_rt_1,"Added to Netflix:January 30, 2020"
48,Ainori Love Wagon: Asian Journey,tvshow,2018,TV-MA,2 Seasons,"Seven men and women board a pink bus in search of true love. On a journey through Asia with strangers, their goal is to return to Japan as a couple.","International TV Shows,Reality TV,Romantic TV Shows","Becky,Audrey,Mayuko Kawakita,Shimon Okura",,Japan,https://www.imdb.com/title/tt7510930/?ref_=plg_rt_1,"New Season Added:March 28, 2019"
49,Ajaibnya Cinta,tvshow,2015,TV-PG,1 Season,"Upon returning home from his studies abroad, young grad Akif finds himself involved with four women in this continuation of the series ""Spain Uoolss.""","International TV Shows,TV Dramas",,,,,"Added to Netflix:October 13, 2017"
50,AJIN: Demi-Human,tvshow,2016,TV-MA,2 Seasons,A teenager discovers that he is an Ajin and flees before the authorities experiment on him. Other Ajin plan to fight back and he must choose a side.,"Anime Series,International TV Shows","Mamoru Miyano,Yoshimasa Hosoya,Jun Fukuyama,Hochu Otsuka,Daisuke Hirakawa,Takahiro Sakurai,Mikako Komatsu,Hiroyuki Kinoshita,Aya Suzaki",,Japan,https://www.imdb.com/title/tt6215712/?ref_=plg_rt_1,"New Season Added:December 27, 2016"
51,Akame ga Kill!,tvshow,2014,TV-14,1 Season,"Tatsumi sets out on a journey to help his poor village. When he's rescued by a band of assassins, he joins their fight against the corrupt government.","Anime Series,Crime TV Shows,International TV Shows","Sora Amamiya,Soma Saito,Yukari Tamura,Yuu Asakawa,Mamiko Noto,Yoshitsugu Matsuoka,Katsuyuki Konishi,Risa Mizuno,Satomi Akesaka",,Japan,https://www.imdb.com/title/tt3742982/?ref_=plg_rt_1,"Added to Netflix:March 1, 2020"
52,Akbar Birbal,tvshow,2019,TV-G,1 Season,"From battles of wit to fights for justice, Emperor Akbar and his trusty advisor Birbal display their unique bond through adventures in Mughal-era India.","Kids' TV,TV Comedies,TV Dramas","Kiku Sharda,Vishal Kotian,Delnaaz Irani",,India,https://www.imdb.com/title/tt4570984/?ref_=plg_rt_1,"Added to Netflix:March 31, 2020"
53,Akulah Balqis,tvshow,2015,TV-14,1 Season,"A little girl must enter an orphanage after her parents are arrested, but her life takes a dramatic turn when she escapes and meets a model.","International TV Shows,TV Dramas","Puteri Balqis,Aeril Zafrel,Nabila Huda,Nazim Othman,Nadia Brian,Bella Dally",Pali Yahya,,,"Added to Netflix:November 3, 2017"
54,Al Hayba,tvshow,2017,TV-14,1 Season,"In a village by the Lebanon-Syria border, the head of an arms-smuggling clan contends with family conflicts, power struggles and complicated love.","Crime TV Shows,International TV Shows,TV Dramas","Taim Hasan,Nadine Nassib Njeim,Abdo Chahine,Oweiss Mkhallalati,Mona Wassef",,Lebanon,https://www.imdb.com/title/tt7035576/?ref_=plg_rt_1,"Added to Netflix:September 15, 2018"
55,Alias Grace,tvshow,2017,TV-MA,1 Season,"In 19th-century Canada, a psychiatrist weighs whether a murderess should be pardoned due to insanity. Based on Margaret Atwood's award-winning novel.","Crime TV Shows,International TV Shows,TV Dramas","Sarah Gadon,Edward Holcroft,Paul Gross,Anna Paquin,Rebecca Liddiard,Zachary Levi,Kerr Logan,David Cronenberg",,Canada,https://www.imdb.com/title/tt1034007/?ref_=plg_rt_1,"Added to Netflix:November 3, 2017"
56,All About Love,tvshow,2017,TV-MA,1 Season,Mysterious ghosts – determined to reconnect with the living world – begin to cross over and disrupt the lives of those they left behind.,"International TV Shows,TV Dramas,TV Horror","Christina Mok,River Huang,Stone Yang,April Liu,Andy Wu,Jake Hsu",,Taiwan,https://www.imdb.com/title/tt7062944/?ref_=plg_rt_1,"Added to Netflix:September 1, 2017"
57,All About the Washingtons,tvshow,2018,TV-PG,1 Season,"Hip-hop icon MC Joe Speed retires from showbiz and finds a new rhythm balancing business, romance and everyday family chaos.",TV Comedies,"Joseph Simmons,Justine Simmons,Kiana Ledé,Nathan Anderson,Leah Rose Randall,Maceo Smedley,Quincy Fouse,DJ Ruckus,Adain Bradley,Tim Meadows,Daymond John,Erick Chavarria,Christopher Clarke,Aubrey Cleland,Arsenio Hall,Stephen Schneider,Max Goudsmit,Noah Gerry,Jamie VanDyke,Ashleigh Hairston",,United States,https://www.imdb.com/title/tt7661368/?ref_=plg_rt_1,"Added to Netflix:August 10, 2018"
58,All American,tvshow,2019,TV-14,2 Seasons,Culture clashes and brewing rivalries test a teen football player from South Los Angeles when he’s recruited to the Beverly Hills High School team.,"TV Dramas,Teen TV Shows","Daniel Ezra,Taye Diggs,Samantha Logan,Bre-Z,Greta Onieogou,Monet Mazur,Michael Evans Behling,Cody Christian,Karimah Westbrook,Jalyn Hall,Jordan Belfi,Briana Lane",,United States,https://www.imdb.com/title/tt7414406/?ref_=plg_rt_1,"New Season Added:March 17, 2020"
59,All Hail King Julien,tvshow,2017,TV-Y7,5 Seasons,"In this Emmy winner for Outstanding Children's Animated Program, Madagascar booty-shaker King Julien takes on the jungle’s craziest adventures.","Kids' TV,TV Comedies","Danny Jacobs,Andy Richter,Henry Winkler,Kevin Michael Richardson,India de Beaufort,Jeff Bennett,David Krumholtz,Diedrich Bader,Debra Wilson,Sarah Thyre,Betsy Sodaro",,United States,https://www.imdb.com/title/tt3807022/?ref_=plg_rt_1,"New Season Added:December 1, 2017"
60,All Hail King Julien: Exiled,tvshow,2017,TV-Y7,1 Season,"Julien's been dethroned, but loyal friends and some very unlikely allies will propel the lovable lemur on a colorful journey to take back his kingdom.","Kids' TV,TV Action & Adventure,TV Comedies","Danny Jacobs,Andy Richter,Kevin Michael Richardson,India de Beaufort,Jeff Bennett,Maurice LaMarche",,United States,https://www.imdb.com/title/tt6865906/?ref_=plg_rt_1,"Added to Netflix:May 12, 2017"
61,Alone,tvshow,2019,TV-14,1 Season,"Equipped with limited resources, an isolated group of individuals is subjected to the harsh conditions of the wilderness and must survive — or tap out.",Reality TV,,,,,"Added to Netflix:June 2, 2020"
62,Alphablocks,tvshow,2014,TV-Y,5 Seasons,"The letters of the alphabet come to life in Alphaland as they read, write and spell their way into an exciting world of phonic fun.",Kids' TV,"Teresa Gallagher,David Holt,Lizzie Waterworth",,United Kingdom,https://www.imdb.com/title/tt6835380/?ref_=plg_rt_1,"New Season Added:May 25, 2020"
63,Always a Witch,tvshow,2019,TV-14,2 Seasons,"A young 17th-century witch time travels to the future to save the man she loves, but first must adjust to present-day Cartagena and defeat a dark rival.","International TV Shows,Spanish-Language TV Shows,TV Comedies","Angely Gaviria,Sebastián Eslava,Luis Fernando Hoyos,Verónica Orozco,Lenard Vanderaa,Sofía Araujo,Dylan Fuentes,Valeria Emiliani,Dubán Prado,Carlos Quintero",,Colombia,https://www.imdb.com/title/tt8001250/?ref_=plg_rt_1,"New Season Added:February 28, 2020"
64,Amazing Interiors,tvshow,2018,TV-PG,1 Season,"Meet eccentric homeowners whose seemingly ordinary spaces are full of surprises, from a backyard roller coaster to an indoor aquarium.","British TV Shows,International TV Shows,Reality TV",,,United Kingdom,https://www.imdb.com/title/tt8747342/?ref_=plg_rt_1,"Added to Netflix:July 20, 2018"
65,America's Book of Secrets,tvshow,2014,TV-14,1 Season,"This engaging documentary series shares the surprising backstories of familiar institutions like the Pentagon, West Point and the Playboy Mansion.",Docuseries,Jonathan Adams,,United States,https://www.imdb.com/title/tt2198333/?ref_=plg_rt_1,"Added to Netflix:September 15, 2019"
