,title,type,release_year,rating,runtime,description,genres,cast,director,country,imdb_link,date_added
0,10 Things I Hate About You,movie,1999,PG-13,98 min,"On the first day at his new school, Cameron (Joseph Gordon-Levitt) instantly falls for Bianca (Larisa Oleynik), the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date... until her ill-tempered, completely un-datable older sister Kat (Julia Stiles) goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy (Heath Ledger) with a nasty reputation of his own!","Comedy,Coming of Age,Romance","Heath Ledger,Julia Stiles,Joseph Gordon-Levitt,Larisa Oleynik,David Krumholtz,Andrew Keegan",Gil Junger,United States,https://www.imdb.com/title/tt0147800/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
1,101 Dalmatians,movie,1996,G,104 min,"Unleashing every ounce of Disney magic, 101 Dalmatians thrills audiences of all ages with fast-paced adventure and comedy – featuring a brilliant performance by Glenn Close as Cruella De Vil. In their small London flat, Dalmatians Pongo and Perdy, and their human ""pets"" Roger and Anita, are overjoyed by the arrival of 15 puppies. But when the spotted-fur-loving Ms. De Vil and her clumsy cohorts, Jasper and Horace, dognap the litter – along with every other Dalmatian pup in London – Pongo and Perdy must rally the town's animals to the rescue. The plan hurls them towards a thrilling climax, filled with uproarious moments as the puppies attempt to outwit their captors and bring on a final showdown with Cruella. Packed with one of the largest and cutest collections of puppies ever brought to film, 101 Dalmatians also features a superb cast of talented humans, including Jeff Daniels, Joely Richardson and Joan Plowright. Contains tobacco depictions.","Action-Adventure,Animals & Nature,Family","Glenn Close,Jeff Daniels,Joely Richardson,Joan Plowright,Hugh Laurie,Mark Williams",Stephen Herek,"United States,United Kingdom",https://www.imdb.com/title/tt0115433/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
2,101 Dalmatians II: Patch's London Adventure,movie,2003,G,77 min,"The adventure begins when Pongo and Perdita's pup Patch, who is not satisfied being just one out of 101, gets the chance to meet his TV hero, Thunderbolt, the One-Of-A-Kind Wonderdog. When Thunderbolt's trusty sidekick Lightning reveals that the show's producers are on the lookout for a new star, Thunderbolt with Patch in tow struts out into the real world to perform true acts of heroism. And when puppy-obsessed Cruella De Vil returns, it's Patch and Thunderbolt's teamwork and friendship that will save the day. Contains tobacco depictions.","Action-Adventure,Animation","Barry Bostwick,Jason Alexander,Martin Short,Bobby Lockwood,Susanne Blakeslee,Samuel West","Jim Kammerud,Brian Smith",United States,https://www.imdb.com/title/tt0324941/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
3,102 Dalmatians,movie,2000,G,103 min,"This hilarious adventure stars Oddball, the spotless Dalmatian puppy, as he embarks on a search for his rightful spots. He partners with Waddlesworth, a wisecracking, delusional macaw who thinks he's a Rottweiler. Barking mad, this unlikely duo leads a posse of puppies on a mission to outfox the wildly wicked, ever-scheming Cruella De Vil (Glenn Close). Filled with chases, close calls, hilarious antics and daring escapes all the way from London to the streets of Paris, the adventure comes to a thrilling head at a Parisian bakery. Contains tobacco depictions.","Action-Adventure,Animals & Nature,Family","Glenn Close,Ioan Gruffudd,Alice Evans,Tim McInnerny,Ian Richardson,Gérard Depardieu",Kevin Lima,"United States,United Kingdom",https://www.imdb.com/title/tt0211181/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
4,12 Dates of Christmas,movie,2011,TV-PG,88 min,"A young woman re-lives the same first date on Christmas Eve over and over again until she learns to open up her world to new things and stop living in the past. She goes on a blind date to get over her ex-boyfriend. Her date, the handsome Miles, could be the man of her dreams but Kate is blind to his charm. She finds herself stuck in a time warp where she if forced to repeat her blind date until she realizes the spirit of Christmas and true love.","Comedy,Family,Fantasy","Amy Smart,Mark-Paul Gosselaar,Peter MacNeil,Mary Long,Jayne Eastwood,Laura Miyata",James Hayman,United States,https://www.imdb.com/title/tt1846442/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
5,"20,000 Leagues Under the Sea",movie,1954,G,127 min,"Climb aboard the Nautilus and into a strange undersea world of spellbinding adventure! Kirk Douglas, Paul Lukas, and Peter Lorre star as shipwrecked survivors taken captive by the mysterious Captain Nemo, brilliantly portrayed by James Mason. Wavering between genius and madness, Nemo has launched a deadly crusade across the seven seas. But can the captive crew expose his evil plan before he destroys the world? Disney's brilliant Academy Award®-winning (Best Art Direction and Best Special Effects) adaptation of Jules Verne's gripping tale makes 20,000 LEAGUES UNDER THE SEA a truly mesmerizing masterpiece! Contains tobacco depictions. This program is presented as originally created. It may contain outdated cultural depictions.","Action-Adventure,Family,Science Fiction","Kirk Douglas,James Mason,Paul Lukas,Peter Lorre,Robert Wilke,Ted de Corsia",Richard Fleischer,United States,https://www.imdb.com/title/tt0046672/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
6,A Bug's Life,movie,1998,G,98 min,"Journey inside the miniature world of bugs for bigger-than-life fun and adventure under every leaf. Embark on an incredible expedition with one little ant as he searches for a band of warriors to help him battle the grasshoppers who threaten his home. When he stumbles upon a bumbling troupe of circus bugs instead, their only hope for victory is the bond of friendship and the power of imagination.","Animation,Comedy,Family","Dave Foley,Kevin Spacey,Julia Louis-Dreyfus,Hayden Panettiere,Phyllis Diller,Richard Kind",John Lasseter,United States,https://www.imdb.com/title/tt0120623/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
7,A Goofy Movie,movie,1995,G,81 min,"The lovable Goof bonds with his teenage son Max on a hilarious cross-country road trip. En route to the ol' fishing hole, they find themselves up to their floppy ears in misadventure, action-packed situations, narrow escapes – and even a comic close encounter with Bigfoot. Will Max learn there's nothing wrong with taking after dear old dad... even if he is a little goofy? The question is answered in the showstopping finale, when Max and Goofy ""crash the stage"" at the most spectacular rock concert ever performed.","Action-Adventure,Animation,Comedy","Bill Farmer,Jason Marsden,Jim Cummings,Kellie Martin,Rob Paulsen,Wallace Shawn",Kevin Lima,"United States,Australia,France,Canada",https://www.imdb.com/title/tt0113198/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
8,A Kid in King Arthur's Court,movie,1995,PG,90 min,"Camelot meets the sandlot in Disney's hilarious story inspired by Mark Twain's timeless A Connecticut Yankee In King Arthur's Court. To 14-year-old Little Leaguer Calvin Fuller, life is like one big strikeout when he lets his team down. But then an earthquake sends him through a magical time rift and he finds himself in King Arthur's court... and all is not well with the realm. An aged King Arthur is in danger of losing control to the evil Lord Belasco, and now it's up to Calvin to save the kingdom. But before he can find a way to vanquish Belasco, he must first find a way to conquer his own fears.","Action-Adventure,Comedy,Coming of Age","Thomas Nicholas,Joss Ackland,Art Malik,Paloma Baeza,Kate Winslet,Daniel Craig",Michael Gottlieb,"United States,Hungary,United Kingdom",https://www.imdb.com/title/tt0113538/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
9,A Knight for a Day,movie,1946,TV-G,7 min,"Get your front-row seat for a sold-out medieval slugfest. Faithful – and clumsy – servant Cedric will do whatever it takes to help his noble master, Sir Loinsteak, prepare for a jousting tournament against the defending champion, Sir Cumference. But when Sir Loinsteak takes a nasty spill, it's up to Cedric to take the reins and don the armor to battle for the hand of the fair Princess Esmerelda. Contains tobacco depictions. This program is presented as originally created. It may contain outdated cultural depictions.","Animation,Comedy,Family",,Jack Hannah,United States,https://www.imdb.com/title/tt0038674/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
10,A Ring of Endless Light,movie,2002,TV-G,88 min,"Sixteen-year-old Vicky Austin is faced with the impending death of her beloved grandfather, who is suffering from leukemia. In hopes of briefly forgetting her troubles, Vicky begins assisting a handsome young researcher named Adam who works with sea mammals. She soon discovers that she has the unique ability to communicate with dolphins.","Coming of Age,Drama,Romance","Mischa Barton,Ryan Merriman,Jared Padalecki,Scarlett Pomers,Soren Fulton,Chris Kirby",Greg Beeman,United States,https://www.imdb.com/title/tt0282123/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
11,A Tale of Two Critters,movie,1977,G,48 min,"A young raccoon and a bear cub become separated from their families and team up for an exciting cross country trek filled with adventure, laughter and love. This program is presented as originally created. It may contain outdated cultural depictions.","Animals & Nature,Family",Mayf Nutter,Jack Speirs,United States,https://www.imdb.com/title/tt0287003/?ref_=plg_rt_1,"Added to Disney+:April 3, 2020"
12,A Wrinkle in Time,movie,2018,PG,112 min,"After the disappearance of Meg Murry’s scientist father, three celestials – Mrs. Which, Mrs. Whatsit and Mrs. Who – journey to Earth to help Meg search for him. Traveling via a wrinkling of time and space known as tessering, they are transported to worlds beyond their imagination, where they are confronted by an evil force. To make it home, Meg must face the darkness within herself and find the strength to defeat the darkness enveloping the Universe. Some flashing lights sequences or patterns may affect photosensitive viewers.","Action-Adventure,Coming of Age,Family","Oprah Winfrey,Reese Witherspoon,Mindy Kaling,Storm Reid,Levi Miller,Deric McCabe",Ava DuVernay,United States,https://www.imdb.com/title/tt1620680/?ref_=plg_rt_1,"Added to Disney+:March 25, 2020"
13,Aladdin (1992),movie,1992,G,94 min,"Aladdin, a street-smart commoner, pairs up with clever, confident Princess Jasmine to fight against the evil sorcerer Jafar and foil his plans of taking over the kingdom. Along the way, Aladdin learns to believe in himself... with the help of a comical, shape-shifting Genie whose three wishes can change everything. Contains tobacco depictions.","Action-Adventure,Animation,Family","Scott Weinger,Robin Williams,Linda Larkin,Jonathan Freeman,Frank Welker,Gilbert Gottfried","Ron Clements,John Musker",United States,https://www.imdb.com/title/tt0103639/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
14,Aladdin (2019),movie,2019,PG,135 min,"From Disney comes the thrilling and vibrant live-action adaptation of the animated classic Aladdin, the exciting tale of the charming street rat Aladdin, the self-determined Princess Jasmine and the Genie who may be the key to their future. Directed by Guy Ritchie, Aladdin features an all-star cast including Will Smith as the larger-than-life Genie, Mena Massoud as the clever scoundrel Aladdin and Naomi Scott as Jasmine, the beautiful, courageous princess of Agrabah. This program contains product placement. Some flashing lights sequences or patterns may affect photosensitive viewers.","Action-Adventure,Family,Fantasy","Will Smith,Mena Massoud,Naomi Scott,Marwan Kenzari,Navid Negahban,Nasim Pedrad",Guy Ritchie,United States,https://www.imdb.com/title/tt6139732/?ref_=plg_rt_1,"Added to Disney+:January 8, 2020"
15,Aladdin and the King of Thieves,movie,1996,G,86 min,"Everyone's third wish comes true in Aladdin's ultimate adventure. As Aladdin and Jasmine are finally about to get married, the ceremony is interrupted by the infamous Forty Thieves who are after a specific wedding gift. The gift turns out to be a mystical oracle that claims Aladdin's father is alive! Aladdin searches for his father and discovers that Dad is the King of the Forty Thieves who desires the mystic oracle to locate the Hand Of Midas - capable of turning anything into gold. Contains tobacco depictions.","Action-Adventure,Animation,Family","Val Bettin,Jim Cummings,Gilbert Gottfried,Linda Larkin,Jerry Orbach,John Rhys-Davies",Tad Stones,United States,https://www.imdb.com/title/tt0115491/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
16,Aladdin: The Return of Jafar,movie,1994,G,71 min,"Jafar's wish to become the most powerful genie of all imprisons him in a lamp, until he is summoned by Abis Mal, the Chief of Thieves. Once released, Jafar seeks revenge against Aladdin, and it's up to Aladdin and his friends to defend Agrabah from Jafar's malice. Contains tobacco depictions.","Action-Adventure,Animation,Family","Jason Alexander,Jeff Bennett,Val Bettin,Liz Callaway,Dan Castellaneta,Jim Cummings","Toby Shelton,Tad Stones,Alan Zaslove",United States,https://www.imdb.com/title/tt0107952/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
17,Alice in Wonderland (1951),movie,1951,G,79 min,"Join Alice as she chases the White Rabbit into a topsy-turvy world that gets ""curiouser and curiouser"" as her fantastical adventures unfold. Meet the Mad Hatter, March Hare, Tweedledee & Tweedledum, the Cheshire Cat, the Queen of Hearts and more unforgettable characters, all set against a backdrop of awe-inspiring splendor. Contains tobacco depictions.","Action-Adventure,Animation,Family","Ed Wynn,Richard Haydn,Sterling Holloway,Jerry Colonna,Verna Felton,Pat O'Malley","Clyde Geronimi,Hamilton Luske,Wilfred Jackson",United States,https://www.imdb.com/title/tt0043274/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
18,Alice in Wonderland (2010),movie,2010,PG,111 min,"Tumble down the rabbit hole with Alice in this imaginative twist on one of the most beloved stories of all time. Alice (Mia Wasikowska), now 19 years old, returns to the whimsical world she first entered as a child and embarks on a journey to discover her true destiny. This Wonderland is a world beyond imagination and unlike anything ever seen before. The extraordinary characters come to life richer and more colorful than ever. There's the Mad Hatter (Johnny Depp), the White Queen (Anne Hathaway), the Red Queen (Helena Bonham Carter), the White Rabbit (Michael Sheen) and more. Contains tobacco depictions.","Action-Adventure,Family,Fantasy","Johnny Depp,Anne Hathaway,Helena Carter,Crispin Glover,Mia Wasikowska,Matt Lucas",Tim Burton,United States,https://www.imdb.com/title/tt1014759/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
19,Aliens of the Deep,movie,2005,G,100 min,"Could the clues to life in outer space lie in the deepest depths of the ocean? With the help of NASA scientists, director James Cameron makes contact with another world in an incredible deep-sea adventure. This once-in-a-lifetime journey gives an extraordinary glimpse of the unbelievable creatures that lie hidden in an alien world far below the sun's reach.","Action-Adventure,Animals & Nature,Documentary","Dr. Anatoly Sagalevitch,Genya Chernaiev,Victor Nischeta,Dr. Pamela Conrad,Dr. Arthur Lane,Dr. Jim Childress","James Cameron,Steven Quale",United States,https://www.imdb.com/title/tt0417415/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
20,All in a Nutshell,movie,1949,TV-G,7 min,"Donald steals Chip and Dale's nuts for his nut-butter shop, which is shaped like a giant walnut. The chipmunks think the shop is a real nut. After they crack open the roof, they steal the nut butter, with Donald chasing after them. When Donald runs into a tree and knocks himself silly, Chip and Dale load him into a log like a cannonball and drop a hornet's nest into the log to ""shoot"" Donald into a nearby lake. This program is presented as originally created. It may contain outdated cultural depictions.","Animation,Family",,Jack Hannah,United States,https://www.imdb.com/title/tt0041112/?ref_=plg_rt_1,"Added to Disney+:April 3, 2020"
21,Alley Cats Strike!,movie,2000,TV-G,87 min,"Four outcast teenagers with a passion for bowling are thrust into the spotlight when the outcome of an interschool competition is placed squarely on their shoulders. When the group learns that the most popular and athletic kid in school must be a part of the bowling team for the competition, the teens need to set aside their differences and learn to work together to win the trophy... and the adoration of their town.","Coming of Age,Drama,Sports","Kyle Schmid,Robert Ri'chard,Kaley Cuoco,Mimi Paley,Joey Wilcots,Philip Williams",Rod Daniel,"United States,Canada",https://www.imdb.com/title/tt0217990/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
22,Almost Angels,movie,1962,TV-PG,90 min,"Set against the majestic backdrop of Vienna, Austria, comes a heartwarming tale of friendship, loyalty and perseverance. Despite his father's objections, 12-year-old Tony joins the famed Vienna Boys' Choir, but the working-class youth struggles to fit in and Peter, an older boy jealous of Tony's talent, will do everything in his power to get him thrown out, including an attempt to ruin Tony's public performance.","Coming of Age,Drama,Family","Vincent Winter,Sean Scully,Peter Weck,Hans Holt,Bruni Löbel,Fritz Eckhardt",Steve Previn,United States,https://www.imdb.com/title/tt0055740/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
23,America's Greatest Animals,movie,2012,TV-PG,90 min,"Elephant. Leopard. Lion. Rhinoceros. Cape buffalo. They dominate the land with their intelligence, charisma and courage. Truly Africa's finest. But now Nat Geo WILD goes on a search to find America's 'big five.' Twelve candidates with amazing characteristics are nominated, including caribou, grizzly bear, bald eagle, moose, wolf and elk. Which ones are worthy of this honor?","Animals & Nature,Documentary,Family","Bray Poor,Casey Anderson,Brady Barr,Andy Casagrande,Mireya Mayor",,,,"Added to Disney+:June 5, 2020"
24,America's Heart & Soul,movie,2004,PG,88 min,"From sea to shining sea, it's not merely the land that makes America beautiful – it's her people. Captured with stunning cinematography, America's Heart & Soul takes you on a journey that weaves across this great nation, revealing a rich tapestry of ordinary people living extraordinary lives as they follow their dreams with the freedom of spirit that's uniquely American. From the Vermont dairy farmer, to the blind mountain climber, to the father and son marathon runners, their inspiring stories are as different as can be – passionate, colorful, courageous, funny and touching.","Documentary,Family","George Woodard,Charles Jimmie,Charles Jimmie Sr.,The Brothers,Frank Pino,Dave Pino",Louie Schwartzberg,United States,https://www.imdb.com/title/tt0381006/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
25,Amy,movie,1981,G,100 min,"A poignant and inspiring drama about a young woman who flees her wealthy but domineering husband to take a job as a teacher in a rural school for the deaf. As Amy enters this world without sound, she teaches the deaf children to speak. And in return, they teach her to love.","Drama,Family","Jenny Agutter,Barry Newman,Kathleen Nolan,Chris Robinson,Lou Fant,Margaret O'Brien",Vincent McEveety,United States,https://www.imdb.com/title/tt0082017/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
26,An Extremely Goofy Movie,movie,2000,G,81 min,"It's all extreme sports and a life of freedom as Max sets off for college – but Goofy misses Max so much, he can't even hold on to his job. After a major mishap gets him fired, he shows up, leisure suit and all, to finish college alongside Max and his friends. When Goofy meets the librarian, they hit it off and spark a stuck-in-the-seventies disco inferno that steals the show. But as Goofy tries to get closer to Max, both must go to the extreme to learn how to live their own lives... together.","Animation,Comedy,Family","Bill Farmer,Jason Marsden,Jeff Bennett,Jim Cummings,Brad Garrett,Vicki Lewis",Douglas McCarthy,"United States,Australia",https://www.imdb.com/title/tt0208185/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
27,Annie,movie,1999,TV-PG,91 min,"For a young girl living a ""hard-knock life"" in an orphanage, things may seem pretty bad, especially at Christmas. But feisty Annie carries a song in her heart and hope in her locket – the only thing she has from her parents. One day, fed up with the dastardly Miss Hannigan, Annie escapes the run-down orphanage determined to find her mom and dad. Her adventure takes her from the cold, mean streets of New York to the warm, comforting arms of bighearted billionaire Oliver Warbucks... with plenty of mischief and music in between.","Drama,Family,Musical","Kathy Bates,Alan Cumming,Audra McDonald,Kristin Chenoweth,Victor Garber,Vic Polizos",Rob Marshall,United States,https://www.imdb.com/title/tt0207972/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
28,Apollo: Missions To The Moon,movie,2019,TV-PG,95 min,"In the late 1960s, the United States space program neared its goal of landing a man on the Moon, but it was a journey that began years before. This is the story of Project Apollo – 12 years, 12 manned-missions, one impossible goal. With rare archival footage and audio, this remarkable documentary sheds new light on an incredible time in human history.","Documentary,Family,Historical","Neil Armstrong,Buzz Aldrin",Tom Jennings,United States,https://www.imdb.com/title/tt9782756/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
29,Arendelle Castle Yule Log,movie,2019,TV-G,181 min,"For your holidays, enjoy the warm glow of Anna and Elsa’s Arendelle castle hearth as they burn the traditional holiday yule log and celebrate with Kristoff, Olaf and Sven in the same room where they often get together for Family Game Night. Happy holidays from all of your friends from Walt Disney Animation Studios’ Frozen 2!","Animation,Family",,,,,"Added to Disney+:December 13, 2019"
30,Around the World in 80 Days,movie,2004,PG,121 min,"When passionate but clumsy inventor Phileas Fogg is forced into a bet by the Royal Academy's Minister of Science, he must complete a trip around the world in 80 days, or he'll have to destroy his lab and never be allowed to invent again. Accompanying Fogg across the globe are Lau Xing, a mysterious man who joins Fogg to evade the police, and Monique La Roche, a beautiful artist. The trio dare to do what no one has done before – beat the clock in a race around the world, traveling by land, sea, air and even in-line skates.","Action-Adventure,Comedy,Family","Jackie Chan,Steve Coogan,Cécile de France,Jim Broadbent,Ewan Bremner,Ian McNeice",Frank Coraci,"United States,Germany,Ireland,United Kingdom",https://www.imdb.com/title/tt0327437/?ref_=plg_rt_1,"Added to Disney+:February 1, 2020"
31,Atlantis Rising,movie,2017,TV-PG,94 min,"Oscar-winning filmmaker James Cameron and Emmy-winning filmmaker Simcha Jacobovici go on an epic adventure to find the lost city of Atlantis, using the works of 4th-century B.C. philosopher Plato as a virtual treasure map to lead the way.","Documentary,Historical","Georgeos Diaz-Montexano,Peter Vincenti,Richard Freund,Simcha Jacobovici,Charles Pellegrino,Félix Rodrigues",Simcha Jacobovici,Canada,https://www.imdb.com/title/tt6467274/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
32,Atlantis: Milo's Return,movie,2003,G,83 min,"During his initial expedition to Atlantis, Milo Thatch and company located the famous underwater city and rescued the mysterious kingdom and its people. Now Milo, Kida, and their crew must leave Atlantis when trouble surfaces above water... and they discover mystifying powers at work. From the dusty deserts of the Southwest to the icy heights of the Nordic mountains, the team's newest quest pits them against gigantic sea monsters, spectacular spirits and powerful legends. In the midst of their excursion, Kida discovers the awesome power of her city's enchanted crystals and, ultimately, must decide whether it is wiser to hide the Heart of Atlantis or share its light with the rest of the world.","Action-Adventure,Animation,Family","James Taylor,Cree Summer,John Mahoney,Jacqueline Obradors,Don Novello,Corey Burton","Tad Stones,Toby Shelton,Victor Cook",United States,https://www.imdb.com/title/tt0344864/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
33,Atlantis: The Lost Empire,movie,2001,PG,98 min,"The world's most highly qualified crew of archaeologists and explorers are led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea. The underwater expedition takes an unexpected turn when the team's mission must switch from exploring Atlantis to protecting it. Filled with stunning visual effects, this captivating story is loaded with laughs and messages of friendship and teamwork. Contains tobacco depictions.","Action-Adventure,Animation,Family","Michael Fox,James Garner,Cree Summer,Don Novello,Phil Morris,Claudia Christian","Gary Trousdale,Kirk Wise",United States,https://www.imdb.com/title/tt0230011/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
34,Auntie Edna,movie,2018,TV-G,7 min,"When Bob Parr visits designer Edna Mode looking for help with his high-energy toddler Jack-Jack, Edna pulls an all-nighter designing a supersuit to harness the baby’s seemingly limitless powers.","Animation,Comedy,Family","Brad Bird,Eli Fucile,Maeve Andrews,Nick Bird,Noelle Zuber,Craig Nelson",Ted Mathot,United States,https://www.imdb.com/title/tt8952294/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
35,Avatar,movie,2009,PG-13,162 min,"Avatar takes us to the amazing world of Pandora, where a man embarks on an epic journey of adventure and love, ultimately fighting to save the unique place he has learned to call home. James Cameron, the Oscar®-winning director of Titanic, delivers an immersive cinematic experience, where revolutionary technology meets engaging characters in a timeless, emotional story.","Action-Adventure,Science Fiction","Sam Worthington,Zoë Saldana,Sigourney Weaver,Stephen Lang,Michelle Rodriguez,Giovanni Ribisi",James Cameron,United States,https://www.imdb.com/title/tt0499549/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
36,Babes in the Woods,movie,1932,TV-Y7,8 min,Two children wandering through forest are lured by a witch into a house of ugly animals. The boy is changed by magic into a spider – the girl is saved from being changed into a bat by dwarfs. The witch flees and all of the children return to their original form. The dwarfs shoot the witch who falls into a cauldron and turns into stone. This program is presented as originally created. It may contain outdated cultural depictions.,"Animation,Family,Fantasy",,Burt Gillett,United States,https://www.imdb.com/title/tt0022647/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
37,Babes in Toyland,movie,1961,TV-PG,106 min,"All roads lead to magical, merry Toyland as Mary Contrary and Tom Piper prepare for their wedding. But villainous Barnaby wants Mary for himself, so he kidnaps Tom, setting off a series of comic chases, searches and double-crosses. The ""March Of The Wooden Soldiers"" helps put Barnaby in his place and ensures a ""happily ever after"" for Tom and Mary. This joyful musical fantasy is a delightful experience for the whole family!","Family,Fantasy,Musical","Ray Bolger,Tommy Sands,Annette Funicello,Ed Wynn,Tommy Kirk,Kevin Corcoran",Jack Donohue,United States,https://www.imdb.com/title/tt0054649/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
38,Bambi,movie,1942,G,72 min,"With its awe-inspiring animation, this timeless classic has been loved for generations. In a life-changing adventure, Bambi sets off with his best friends Thumper and Flower to explore the wonders and challenges of the woods... and fulfill his destiny as prince of the forest. Full of humor and heart, Bambi remains a family favorite.","Animation,Drama,Family",,David Hand,United States,https://www.imdb.com/title/tt0034492/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
39,Bambi II,movie,2006,G,75 min,"Return to the forest with Bambi and pals Thumper, Owl, Flower and Faline as the classic story continues. Join Bambi as he reunites with his father, The Great Prince, who must now raise the young fawn on his own. But in the adventure of a lifetime, the proud parent discovers there is much he can learn from his spirited young son. Celebrate the unbreakable bonds of family and the power of friendship in this unforgettable coming-of-age tale your family will enjoy again and again.","Animation,Drama,Kids","Patrick Stewart,Alexander Gould,Keith Ferguson,Brendon Baerg,Nicky Jones,Andrea Bowen",Brian Pimental,United States,https://www.imdb.com/title/tt0447854/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
40,Bao,movie,2018,G,8 min,"In Disney•Pixar’s Bao, a Chinese mom who’s sad when her grown son leaves home gets another chance at motherhood when one of her dumplings springs to life as a lively, giggly dumpling boy. Mom excitedly welcomes this new bundle of joy into her life, but Dumpling starts growing up fast, and Mom must face the bittersweet truth that nothing stays cute and small forever.","Animation,Family,Fantasy",,Domee Shi,"United States,Canada",https://www.imdb.com/title/tt8075496/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
41,Beach Picnic,movie,1939,TV-G,8 min,"Donald Duck and Pluto are enjoying themselves at the beach. Donald tries to tease Pluto with an inflatable horse. Meanwhile, a colony of ants steals Donald's picnic lunch. Furious, Donald lays out fly paper to try and stop the ants, but after a series of incidents gets himself wrapped up in his own trap. This program is presented as originally created. It may contain outdated cultural depictions.","Animation,Comedy,Family",,Clyde Geronimi,United States,https://www.imdb.com/title/tt0031086/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
42,Bearly Asleep,movie,1955,TV-PG,7 min,Donald Duck is a winter ranger at the park and puts the bears to sleep for the winter. The bears kick Humphrey out for snoring; he sneaks into Don's cabin several times but is thrown out. Humphrey puts on a baby bonnet and convinces the other bears to take him in by posing as an orphan. This program is presented as originally created. It may contain outdated cultural depictions.,"Animation,Comedy,Family",,Jack Hannah,United States,https://www.imdb.com/title/tt0047864/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
43,Beauty and the Beast (1991),movie,1991,G,89 min,"Join brave, independent Belle on the adventure of a lifetime as she sets out to rescue her father – and discovers the enchanted castle of a mysterious beast. Enjoy this timeless tale overflowing with unforgettable characters and music you'll never forget, universally acclaimed as one of Walt Disney Animation Studios' finest features.","Animation,Family,Fantasy","Paige O'Hara,Robby Benson,Richard White,Jerry Orbach,David Stiers,Angela Lansbury","Gary Trousdale,Kirk Wise",United States,https://www.imdb.com/title/tt0101414/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
44,Beauty and the Beast: Belle's Magical World,movie,1998,G,71 min,"The world of Beauty and the Beast – a tale as old as time – inspires three short stories that will capture your heart. Join favorites Belle, Beast, Cogsworth, Lumiere and more, plus some charming new friends, as they discover how teamwork and friendship can turn a once-gloomy castle into a dazzling palace fit for a princess.  With enchanting songs and fun-filled adventures - learn that true beauty shines from within in ""The Perfect World,"" ""Fifi's Folly"" and ""Broken Wing.""","Animation,Anthology,Fantasy","Robby Benson,Paige O'Hara,David Stiers,Jerry Orbach,Jeff Bennett,Jim Cummings",Bob Kline,United States,https://www.imdb.com/title/tt0167038/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
45,Beauty and the Beast: The Enchanted Christmas,movie,1997,G,73 min,"Celebrate the most magical time of the year with this irresistible holiday movie, inspired by Disney's beloved classic. Share the wonder as Mrs. Potts recounts another ""tale as old as time"" about a Christmas past that almost wasn't, thanks to the scheming of former court composer Forte, who is determined to keep Belle and Beast apart forever. This enchanting adventure boasts delightful songs, spellbinding visuals and enduring themes of hope, friendship and love.","Animation,Family,Fantasy","Paige O'Hara,Robby Benson,Jerry Orbach,David Stiers,Bernadette Peters,Tim Curry",Andy Knight,"Canada,United States",https://www.imdb.com/title/tt0118692/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
