,title,type,release_year,rating,runtime,description,genres,cast,director,country,imdb_link,date_added
159,Doug's 1st Movie,movie,1999,G,80 min,"When Doug Funnie and his friends find a ""monster"" living in the woods outside their town, they quickly learn that it's actually friendly. Soon after, they find themselves hunted by bad guys, who want to capture the monster for their own evil purposes. In the midst of it all, the school dance is coming up and Doug has to compete with snobby eighth-grader Guy Graham for the attentions of Patti Mayonnaise. Will Doug save the monster from the bad guys and still get to take Patti to the Valentine's Day dance?","Animation,Comedy,Family","Thomas McHugh,Fred Newman,Chris Phillips,Constance Shulman,Frank Welker,Doug Preis",Maurice Joyce,United States,https://www.imdb.com/title/tt0187819/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
160,Dragon Around,movie,1954,TV-G,7 min,"Lost in a book of fairy tales, Dale imagines what it might be like to do battle with a vicious dragon – and thanks to Donald he'll soon get to find out. As Donald moves his hulking steam shovel into position, intent on clearing a path right through their tree for a new freeway, Chip and Dale ready themselves for battle just like the knights of old. With a tuna can for armor and a hat pin for a lance, Chip charges into battle atop his trusty steed, Dale. But with some quick thinking, Donald makes his phony dragon a fire breather. Who will prevail in the medieval battle for the junkyard? This program is presented as originally created. It may contain outdated cultural depictions.","Animation,Family",,Jack Hannah,United States,https://www.imdb.com/title/tt0046932/?ref_=plg_rt_1,"Added to Disney+:April 3, 2020"
161,Drain Alcatraz,movie,2017,TV-PG,47 min,"Through scientific expeditions and cutting-edge CGI, Drain Alcatraz drains the deadly waters that surround the world’s most infamous prison. With San Francisco Bay drained completely dry the notorious island prison finally reveals its secrets, showing why it was near impossible to escape the rock.",Documentary,"Craig Sechler,Russell Boulter",Wayne Abbott,United States,https://www.imdb.com/title/tt7823038/?ref_=plg_rt_1,"Added to Disney+:January 1, 2020"
162,Drain The Bermuda Triangle,movie,2014,TV-PG,45 min,"In this one-hour special, National Geographic Channel explores the Bermuda Triangle's ominous reputation by draining the water from it to see what exactly lies below the surface of the mythical triangle. With the aid of data from sophisticated sonar surveys, see what the ocean floor looks like below the Bermuda Triangle.",Documentary,Russell Boulter,Jobim Sampson,United States,https://www.imdb.com/title/tt4266692/?ref_=plg_rt_1,"Added to Disney+:January 1, 2020"
163,Drain The Great Lakes,movie,2011,TV-PG,45 min,"North America's Great Lakes are the largest system of free fresh water on earth, wielding huge influence on the continent. Over 34 million people live by their shores in some of greatest cities in the world. This groundbreaking television program pulls a virtual plug on the huge lakes, using computer-generated imagery to reveal hidden secrets of their human history and changing geological past.",Documentary,Cham Giobbi,"Crispin Sadler,Wayne Abbott","United Kingdom,Canada,United States",https://www.imdb.com/title/tt3738576/?ref_=plg_rt_1,"Added to Disney+:January 1, 2020"
164,Drain The Ocean: WWII,movie,2016,TV-PG,44 min,"World War II saw an enormous loss of ships and lives at sea. Now, new undersea surveys and 3-D imaging allow the waters to be “drained” away and these sunken wrecks to be examined in detail. From the USS Arizona in Pearl Harbor’s shallows, to Nazi super-ship Bismarck 3 miles down, to the Allies’ D-Day landing and troopship Leopoldville, long-hidden secrets of the deep are revealed.","Documentary,Historical",Russell Boulter,Mike Slee,United States,https://www.imdb.com/title/tt6141006/?ref_=plg_rt_1,"Added to Disney+:January 1, 2020"
165,Drain The Sunken Pirate City,movie,2017,TV-14,48 min,"Hidden beneath the waters of Jamaica’s Kingston Harbour lie the ruins of the biggest pirate city of all time, Port Royal. On June 7th 1692, an earthquake followed by a tsunami destroyed the city. , Archaeologist Dr. Jon Henderson uses the latest high tech scientific survey to reveal the full extent of the 33 acre sunken city for the first time.","Documentary,Historical",Russell Boulter,Sophie Harris,United Kingdom,https://www.imdb.com/title/tt7964284/?ref_=plg_rt_1,"Added to Disney+:January 1, 2020"
166,Drain The Titanic,movie,2015,TV-PG,45 min,"The most famous shipwreck in the world, the Titanic, lies more than 12,000 feet down in the icy waters of the Atlantic Ocean. Since the discovery of the wreck in 1985, there have been numerous expeditions to the site, but until now, no one has ever recorded the full extent of what really remains on this remote area of seabed.","Documentary,Historical",Russell Boulter,Jobim Sampson,"United Kingdom,Canada,United States",https://www.imdb.com/title/tt4743564/?ref_=plg_rt_1,"Added to Disney+:January 1, 2020"
167,DuckTales The Movie: Treasure of the Lost Lamp,movie,1990,G,75 min,"Join Uncle Scrooge and the colorful cast of characters from the popular DuckTales series in this action-packed, wing-slapping, feather-raising treasure hunt. With his nephews Huey, Dewey, and Louie, and his niece Webbigail Vanderquack at his side, everyone's favorite rich uncle, Scrooge McDuck, treks from his mansion home in Duckburg in search of the long-lost loot of the legendary thief Collie Baba. But finding the goods isn't quite what it's ""quacked"" up to be. Their thrilling adventure leads to comical chaos, magical mayhem, and a lesson about what is far more valuable than money, gold and jewels.","Action-Adventure,Animation,Comedy","Alan Young,Terence McGovern,Russi Taylor,Richard Libertini,Christopher Lloyd,June Foray",Bob Hathcock,"France,United States",https://www.imdb.com/title/tt0099472/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
168,Dug's Special Mission,movie,2009,TV-PG,6 min,"How far would you go to make yourself belong? It is something we all need, but what if no one seems to want you? Dug is sent on foolish missions by Alpha, Beta and Gamma so they can hunt for the Bird of Paradise Falls by themselves. Dug may find where he belongs is not where he's been looking. How far would you go to make yourself belong? It is something we all need, but what if no one seems to want you? Dug is sent on foolish missions by Alpha, Beta and Gamma so they can hunt for the Bird of Paradise Falls by themselves. Dug may find where he belongs is not where he's been looking. Contains tobacco depictions.","Animation,Comedy,Family","Bob Peterson,Delroy Lindo,Jerome Ranft",Ronnie Del Carmen,United States,https://www.imdb.com/title/tt1537759/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
169,Dumbo (2019),movie,2019,PG,117 min,"From Disney and visionary director Tim Burton, the grand live-action adventure Dumbo expands on the beloved classic story where differences are celebrated, family is cherished and dreams take flight. Circus owner Max Medici (Danny DeVito) enlists former star Holt Farrier (Colin Farrell) and his children to care for a newborn elephant whose oversized ears make him a laughingstock in an already struggling circus. But when they discover that Dumbo can fly, the circus makes an incredible comeback, attracting persuasive entrepreneur V. A. Vandevere (Michael Keaton), who recruits the peculiar pachyderm for his newest, larger-than-life entertainment venture, Dreamland. Dumbo soars to new heights alongside the charming and spectacular aerial artist Colette Marchant (Eva Green) – until Holt learns that beneath its shiny veneer, Dreamland is full of dark secrets. Some flashing lights sequences or patterns may affect photosensitive viewers.","Action-Adventure,Fantasy","Colin Farrell,Michael Keaton,Danny DeVito,Eva Green,Alan Arkin,Nico Parker",Tim Burton,"United States,United Kingdom,Australia,Canada",https://www.imdb.com/title/tt3861390/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
170,Early to Bed,movie,1941,TV-G,9 min,"A sleepy Donald prepares himself for bed, but faces several challenges along the way. Once he is finally ready to sleep, he is kept awake by an annoyingly loud ticking alarm clock. Will Donald finally get the sleep he dreams of? This program is presented as originally created. It may contain outdated cultural depictions.","Animation,Comedy,Family",,Jack Kinney,,,"Added to Disney+:November 12, 2019"
171,Earth Live,movie,2017,TV-PG,94 min,"Jane Lynch, Phil Keoghan and wildlife expert Chris Packham host Earth Live and take viewers on a live journey around the world, focusing on some of the most spectacular wildlife on the planet. In the darkness, state-of-the-art cameras capture wildlife live and in full color, offering us never-before-seen images usually hidden by the night.","Animals & Nature,Documentary,Family","Jane Lynch,Phil Keoghan,Chris Packham",Glenn Weiss,United States,https://www.imdb.com/title/tt7008868/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
172,Easter Island Unsolved,movie,2018,TV-14,45 min,"Easter Island is one of the most isolated inhabited islands on Earth, and a riddle. What happened to the Rapa Nui who populated this ancient Eden? They carved giant statues, the moai, and created a culture of cooperation. Then something failed. Modern explorers investigate labyrinthine cave systems, finding grim clues. Now another sad fate may be in the island’s future – total disappearance.","Documentary,Historical",Peter Demeo,Geoff Luck,United States,https://www.imdb.com/title/tt1455430/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
173,Eddie's Million Dollar Cook-off,movie,2003,TV-G,86 min,"Eddie Ogden, a baseball prodigy with a knack for the culinary arts, surprises everyone when he enters a major cooking competition on the same day as his team's playoff game. With Eddie spending more time in the kitchen than on the field, he starts striking out with his friends – and even with his own father. Will he be able to fulfill his obligation to the team and still be true to himself?","Comedy,Coming of Age,Sports","Taylor Ball,Orlando Brown,Reiley McClendon,Mark Taylor,Rose McIver,Kylie Leydon",Paul Hoen,United States,https://www.imdb.com/title/tt0365149/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
174,Egypt's Treasure Guardians,movie,2016,TV-PG,44 min,"Egypt is home to many of the most famous archaeological treasures on Earth. But over the last five years, Egypt has suffered a tumultuous revolution and tourist numbers have plummeted. This programme follows a select cast of individuals, determined to bring Egypt back from the brink: to discover more of Egypt’s history, to keep its heritage safe and to get tourists to visit the country again.","Documentary,Historical",Dominic Frisby,"Ben Allen,Tom Jenner",,,"Added to Disney+:June 19, 2020"
175,Eight Below,movie,2006,PG,122 min,"Suspense abounds in this thrilling tale of incredible friendship between eight amazing sled dogs and their guide, Jerry (Paul Walker). Stranded in Antarctica during the most unforgiving winter on the planet, Jerry's beloved sled dogs must learn to survive together until Jerry – who will stop at nothing – rescues them. Driven by unwavering bonds of friendship, enormous belief in one another and tremendous courage, Jerry and the dogs make an incredible journey to reunite.","Action-Adventure,Animals & Nature,Drama","Paul Walker,Bruce Greenwood,Moon Bloodgood,Wendy Crewson,Gerard Plunkett,August Schellenberg",Frank Marshall,United States,https://www.imdb.com/title/tt0397313/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
176,Elmer Elephant,movie,1936,TV-G,8 min,A little elephant is ashamed of his trunk but saves his tiger girl friend with it by using it as a fire hose when her house burns. This program is presented as originally created. It may contain outdated cultural depictions.,"Animation,Family","Jeanie Roberts,Pinto Colvig,Hal Rees,Leone Ledoux,Carlisle Tupper,Gay Seabrook",Wilfred Jaxon,United States,https://www.imdb.com/title/tt0027569/?ref_=plg_rt_1,"Added to Disney+:April 3, 2020"
177,Emil and the Detectives,movie,1964,TV-PG,98 min,"When Emil travels to Berlin to visit his grandmother and his cousin, he finds his money has been stolen along the way. Because his grandmother needs the funds, Emil sets off in pursuit of the thief. That's when he runs into Gustav, an enterprising young boy who rounds up his friends to help. When Emil's cousin gets involved, they get into more trouble than they bargained for – it turns out that Emil's pickpocket is mixed up with a couple of notorious bank robbers. Contains tobacco depictions.","Action-Adventure,Crime,Family","Walter Slezak,Roger Mobley,Heinz Schubert,Peter Ehrlich,Cindy Cassell,Elsa Wagner",Peter Tewksbury,United States,https://www.imdb.com/title/tt0058056/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
178,Empire of Dreams: The Story of the Star Wars Trilogy,movie,2004,TV-14,151 min,"The story of the making of the Star Wars Trilogy is as epic and dramatic as the films themselves. Go behind the scenes and experience the journey from the earliest versions of the script to the blockbuster debuts of the films that forever changed the face of cinema. In the most comprehensive documentary ever created on the making of the movies, explore the creation of Star Wars, including the trials George Lucas and his team underwent to create a saga few thought could ever be made.",Documentary,"Robert Clotworthy,Walter Cronkite,Anthony Daniels,Warwick Davis,Carrie Fisher,Harrison Ford","Edith Becker,Kevin Burns",United States,https://www.imdb.com/title/tt0416716/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
179,Escape to Witch Mountain,movie,1975,G,98 min,"A vehicle floats in midair ... a coat rack comes to life and attacks a sheriff ... and wild animals are putty in the hands of Tony and Tia Malone in Disney's thrilling fantasy adventure about the psychic powers of two young orphans. Their clairvoyance prompts evil millionaire Aristotle Bolt (Ray Milland) to lure them to his mansion to exploit their powers. While escaping, they meet a friendly campter (Eddie Albert) and begin to unravel the mystery of their origin. Soon, all three are fleeing townspeople who have branded the children witches ... but then IT happens! Someone with even greater powers takes over and leads the children – and the audience – into a dazzling and unexpected experience ... one that is truly out of this world! Contains tobacco depictions.","Action-Adventure,Family,Fantasy","Eddie Albert,Ray Milland,Donald Pleasence,Kim Richards,Ike Eisenmann,Walter Barnes",John Hough,United States,https://www.imdb.com/title/tt0072951/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
180,Expedition Amelia,movie,2019,TV-PG,94 min,"National Geographic Explorer-at-Large Dr. Robert Ballard is planning an expedition to solve the mystery of the disappearance of Amelia Earhart. Expedition Amelia follows the clues that have led Ballard to a remote island in the Pacific and delves into Earhart herself, especially how she became one of the most intriguing and inspirational figures in history.","Action-Adventure,Documentary,Historical","Allison Janney,Bob Ballard,Fredrik Hiebert",Chad Cohen,United States,https://www.imdb.com/title/tt10719984/?ref_=plg_rt_1,"Added to Disney+:December 1, 2019"
181,Expedition Mars: Spirit & Opportunity,movie,2019,TV-PG,88 min,"Expedition Mars brings to life one of the greatest sagas of the space age – the epic adventures of the Mars rovers Spirit and Opportunity. Expected to last only a few months, the mighty rovers lasted for years, climbing crater walls and surviving dust storms, frigid nights, and broken wheels. Intrepid explorers, they reinvigorated NASA’s Mars program and opened the Martian frontier.",Documentary,Bray Poor,Mark Davis,United States,https://www.imdb.com/title/tt6279452/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
182,Fantasia,movie,1940,G,126 min,"Walt Disney's timeless masterpiece is a celebration of sight and sound, featuring eight sequences marrying classical music with the most innovative animation of its day. See dancing fairies, fish, flowers, mushrooms and leaves in the ""Nutcracker Suite""; follow Mickey Mouse in his iconic role as ""The Socerer's Apprentice""; laugh along with a comic ballet starring hippos, elephants, alligators and ostriches in ""Dance of the Hours""; and hold on to your seat when the evil Chernabog summons restless souls in ""Night on Bald Mountain."" Watch the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia. This program is presented as originally created. It may contain outdated cultural depictions.","Animation,Family,Fantasy","Deems Taylor,Walt Disney,Leopold Stokowski","Samuel Armstrong,James Algar,Bill Roberts",United States,https://www.imdb.com/title/tt0032455/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
183,Fantasia 2000,movie,2000,G,76 min,"Inspired by Walt Disney's vision of the original Fantasia as a work-in-progress, Fantasia 2000 continues that vision in a creative blend of classical music and the latest animated imagery, featuring ""The Sorcerer's Apprentice"" and seven new sequences. See whales soar through the clouds and into space in ""Pines of Rome""; laugh with a flock of flamingos as they try to persuade one of their own to behave in ""The Carnival of the Animals""; urge on Donald Duck, as Noah's assistant, trying to get animals into the ark in ""Pomp and Circumstance""; and root for four 1930s New Yorkers wishing for a better life in ""Rhapsody in Blue.""  With technological tools and innovations that blend traditional animation with modern flair, this is a feast for your eyes, ears and heart.","Animation,Family,Fantasy","Steve Martin,Itzhak Perlman,Quincy Jones,Bette Midler,James Jones,Penn Teller","Pixote Hunt,Hendel Butoy,Eric Goldberg",United States,https://www.imdb.com/title/tt0120910/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
184,Fantastic Four (2015),movie,2015,PG-13,100 min,"A young genius builds a portal to another dimension with help from friends and colleagues but an accident leaves one stranded and the others altered with unusual powers. Four years later, the stranded victor returns as a megalomaniacal conqueror and the others must put aside their differences to stop him as the Fantastic Four.","Action-Adventure,Family,Science Fiction","Miles Teller,Michael Jordan,Kate Mara,Jamie Bell,Toby Kebbell,Reg Cathey",Josh Trank,,,"Added to Disney+:June 19, 2020"
185,Fantastic Mr. Fox,movie,2009,PG,88 min,"Mr. and Mrs. Fox live a happy home life with their eccentric son Ash and visiting nephew Kristopherson. That is until Mr. Fox slips into his sneaky, old ways and plots the greatest chicken heist the animal world has ever seen. Based on Charlie and the Chocolate Factory, the beloved, best-selling book by Roald Dahl, Fantastic Mr. Fox is family fun at its finest.","Animation,Comedy,Crime","George Clooney,Meryl Streep,Jason Schwartzman,Bill Murray,Wally Wolodarsky,Eric Anderson",Wes Anderson,"United States,United Kingdom",https://www.imdb.com/title/tt0432283/?ref_=plg_rt_1,"Added to Disney+:May 22, 2020"
186,Ferdinand the Bull,movie,1938,TV-G,8 min,"In this Academy Award winning short, Ferdinand is a quiet, gentle bull who only wants to stop and smell the flowers. But, when he is stung by a bee, the townspeople believe he is ferocious and take him to the bullfight ring! Once in the ring, all Ferdinand cares about is the bouquet of tossed to the matador. Contains tobacco depictions. This program is presented as originally created. It may contain outdated cultural depictions.","Animation,Comedy,Family",,Dick Rickard,United States,https://www.imdb.com/title/tt0030128/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
187,Finding Dory,movie,2016,PG,98 min,"From the Academy Award®–winning creators of Disney•Pixar’s Finding Nemo (Best Animated Feature, 2003) comes an epic undersea adventure filled with imagination, humor and heart. When Dory, the forgetful blue tang (Ellen DeGeneres), suddenly remembers she has a family who may be looking for her, she, Marlin (Albert Brooks) and Nemo (Hayden Rolence) take off on a life-changing quest to find them…with help from Hank, a cantankerous octopus; Bailey, a beluga whale who’s convinced his biological sonar skills are on the fritz; and Destiny, a nearsighted whale shark! Dive into the movie overflowing with unforgettable characters, dazzling animation and gallons of fun! Some flashing lights sequences or patterns may affect photosensitive viewers.","Action-Adventure,Animation,Comedy","Ellen DeGeneres,Albert Brooks,Ed O'Neill,Kaitlin Olson,Hayden Rolence,Ty Burrell","Andrew Stanton,Angus MacLane",United States,https://www.imdb.com/title/tt2277860/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
188,Finding Nemo,movie,2003,G,103 min,"Nemo, an adventurous young clownfish, is unexpectedly captured from Australia's Great Barrier Reef and taken to a dentist's office aquarium. It's up to Marlin (Albert Brooks), his worrisome father, and Dory (Ellen DeGeneres), a friendly but forgetful regal blue tang fish, to make the epic journey to bring Nemo home. Their adventure brings them face-to-face with vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls and more. Marlin discovers a bravery he never knew, but will he be able to find his son?","Action-Adventure,Animation,Comedy","Albert Brooks,Ellen DeGeneres,Alexander Gould,Willem Dafoe,Brad Garrett,Allison Janney",Andrew Stanton,"United States,Australia",https://www.imdb.com/title/tt0266543/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
189,First Kid,movie,1996,PG,102 min,"Sinbad plays wisecracking Secret Service agent Sam Simms, assigned to protect the President's rebellious 14-year-old son Luke (Brock Pierce). Simms would much rather be protecting the President, and Luke would prefer to be just a regular kid without a watchdog trailing him everywhere he goes. But a genuine friendship develops between the two when Simms volunteers to teach Luke how to deal with a school bully (Zachery Ty Bryan), and to untie his tongue so that he can win over a cute girl in class. But when Luke's mysterious Internet buddy convinces him to ditch his bodyguard in a crowded mall, the fun and games suddenly become a matter of life and death! Contains tobacco depictions.","Buddy,Comedy,Coming of Age","Sinbad ,Robert Guillaume,Timothy Busfield,Brock Pierce,James Naughton,Art Fleur",David Evans,United States,https://www.imdb.com/title/tt0116311/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
190,Flight of the Navigator,movie,1986,PG,90 min,"David Freeman is an ordinary boy destined for a most extraordinary adventure aboard a spectacular, futuristic spacecraft. After a mystifying disappearance, David returns possessing vast, undiscovered knowledge about the farthest reaches of the universe. With these sudden navigational powers, David is able to take the fantastic flying machine anywhere he desires, accompanied by both its wisecracking robotic commander, Max, and an assortment of bizarre extraterrestrial creatures.","Action-Adventure,Science Fiction","Joey Cramer,Veronica Cartwright,Cliff De Young,Sarah Parker,Matt Adler,Howard Hesseman",Randal Kleiser,United States,https://www.imdb.com/title/tt0091059/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
191,Float,movie,2019,PG,10 min,"In ""Float,"" a father discovers that his son is different from other kids in the most unusual way. To keep them both safe from judgement, Dad covers him and keeps him out of sight – but when his son’s ability becomes public, Dad must decide whether to run and hide or to accept his son as he is.","Animation,Family,Fantasy","Eli Fucile,Bobby Rubio,Luna Watson,Mika Kubo",Bobby Rubio,United States,https://www.imdb.com/title/tt9536846/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
192,Flowers and Trees,movie,1932,TV-Y7,8 min,The story of the cartoon concerns two trees in love who are threatened by a jealous old stump that attempts to burn the forest down in order to destroy them. But he only succeeds in reducing himself to ash. The forest revives and celebrates the wedding. This program is presented as originally created. It may contain outdated cultural depictions.,"Animation,Family,Kids",,Burt Gillett,United States,https://www.imdb.com/title/tt0022899/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
193,Flubber,movie,1997,PG,96 min,"Brilliant but befuddled Professor Phillip Brainard (Robin Williams) is on the brink of inventing a revolutionary energy source... and missing his wedding to Dr. Sara Jean Reynolds (Marcia Gay Harden), president of financially challenged Medfield College, for the third time. When Phillip experiments with his own theory, he instead creates Flubber, a miraculous elastic goo. Phillip and Weebo, his flying cyber sidekick, soon discover that when Flubber is applied to anything, it can bounce super high and fast. But is Flubber good enough to win back Sara and save Medfield from its financial problems?","Comedy,Family,Science Fiction","Robin Williams,Marcia Harden,Christopher McDonald,Raymond Barry,Clancy Brown,Ted Levine",Les Mayfield,United States,https://www.imdb.com/title/tt0119137/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
194,Food for Feudin',movie,1950,TV-G,7 min,"Chip and Dale are busy collecting nuts and hiding them in a tree, when Pluto comes along and tries to hide his bone in the same tree. When all of the nuts end up in Pluto's dog house, Chip and Dale must come up with a way to get the nuts back. This program is presented as originally created. It may contain outdated cultural depictions.","Animation,Comedy,Family",,Charles Nichols,,,"Added to Disney+:November 12, 2019"
195,For the Birds,movie,2001,G,4 min,"One by one, a flock of small birds perches on a telephone wire. Sitting close together has problems enough, and then comes along a large dopey bird who tries to join them. The birds of a feather can’t help but make fun of him – and the clique mentality proves embarrassing in the end.","Animation,Comedy,Family",,Ralph Eggleston,United States,https://www.imdb.com/title/tt0248808/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
196,Forky Asks a Question: What is a Computer?,movie,2019,TV-G,6 min,"
                    Trixie explains to Forky what a computer does as they experience the common stresses of technology.                                      ","Animation,Comedy,Family","Tony Hale,Kristen Schaal,James Brinkley,Bob Peterson",Bob Peterson,,,"Added to Disney+:December 13, 2019"
197,Forky Asks a Question: What is a Friend?,movie,2019,TV-G,6 min,Forky shares his thoughts on what makes a good friend based on his limited exposure to the world inside Bonnie’s house.,"Animation,Comedy,Family","Tony Hale,John Ratzenberger,Bob Peterson",Bob Peterson,,,"Added to Disney+:November 15, 2019"
198,Forky Asks a Question: What is a Leader?,movie,2019,TV-G,6 min,"Dolly teaches Forky about the qualities of a good leader, and Forky puts those qualities to the test!","Animation,Comedy,Family","Tony Hale,Bonnie Hunt,Bob Peterson",Bob Peterson,,,"Added to Disney+:December 20, 2019"
199,Forky Asks a Question: What is a Pet?,movie,2019,TV-G,7 min,"Forky meets Rib Tickles and finds her charming and pleasant, only to be schooled by Rib on the dangers of law enforcement. Some flashing lights sequences or patterns may affect photosensitive viewers.","Animation,Comedy,Family","Tony Hale,Aloma Wright,Bob Peterson",Bob Peterson,,,"Added to Disney+:December 27, 2019"
200,Forky Asks a Question: What is Art?,movie,2019,TV-G,7 min,Mr. Pricklepants mentors Forky about the complexities of being an actor and the art of a convincing performance.,"Animation,Comedy,Family","Tony Hale,Robin Downes,Bob Peterson",Bob Peterson,,,"Added to Disney+:November 22, 2019"
201,Forky Asks a Question: What is Love?,movie,2019,TV-G,7 min,"Forky attempts to understand the concept of love from Bonnie’s elder toys who believe they’ve been there, done that.","Animation,Comedy,Family","Tony Hale,Carl Reiner,Mel Brooks,Carol Burnett,Betty White,Kristen Schaal",Bob Peterson,,,"Added to Disney+:December 6, 2019"
202,Forky Asks a Question: What is Money?,movie,2019,TV-G,6 min,"
                    Hamm attempts to give Forky a lesson on how the US monetary system works.                                      ","Animation,Comedy,Family","Tony Hale,John Ratzenberger,Bob Peterson",Bob Peterson,,,"Added to Disney+:November 12, 2019"
203,Forky Asks a Question: What is Time?,movie,2019,TV-G,6 min,"
                    Rex uses the age of dinosaurs as an example to give Forky an understanding of the concept of time.                                      ","Animation,Comedy,Family","Tony Hale,Wallace Shawn,Alan Oppenheimer,Bob Peterson",Bob Peterson,,,"Added to Disney+:November 29, 2019"
204,Frank and Ollie,movie,1995,PG,89 min,"Before computer graphics, special effects wizardry and advanced technology, the magic of animation flowed from the pencils of two of the greatest animators The Walt Disney Studios ever produced: Frank Thomas and Ollie Johnston. Frank and Ollie, the talent behind Bambi, Pinocchio, Lady and the Tramp, The Jungle Book and more, set the standard for many of today's animated hits. It was their creative genius that helped make Disney synonymous with brilliant animation, magnificent music and emotional storytelling. Take a journey with these extraordinary artists as they share secrets, insights and the inspiration behind some of the greatest animated movies the world has ever known.","Biographical,Documentary","Frank Thomas,Ollie Johnston,Sylvia Roemer,John Canemaker,John Culhane,Marie Johnston",Theodore Thomas,United States,https://www.imdb.com/title/tt0113104/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
205,Frankenweenie (2012),movie,2012,PG,88 min,"From Disney and creative genius Tim Burton (Alice in Wonderland, The Nightmare Before Christmas) comes the hilarious and offbeat Frankenweenie, a heartwarming tale about a boy and his dog. After unexpectedly losing his beloved dog Sparky, young Victor harnesses the power of science to bring his best friend back to life – with just a few minor adjustments. He tries to hide his home-sewn creation, but when Sparky gets out, Victor's fellow students, teachers and the entire town learn that getting a new ""leash on life"" can be monstrous.","Animation,Drama,Parody","Catherine O'Hara,Martin Short,Martin Landau,Charlie Tahan,Atticus Shaffer,Winona Ryder",Tim Burton,United States,https://www.imdb.com/title/tt1142977/?ref_=plg_rt_1,"Added to Disney+:April 1, 2020"
206,Frankenweenie (Short),movie,1984,PG,27 min,"Meet Sparky, an ordinary family dog, who, through an extraordinary set of circumstances, becomes Frankenweenie! He and the Frankenstein family share an exciting yet bizarre adventure that makes this one of the most outrageously funny films you’ve ever seen! It stars young Barret Oliver with Daniel Stern and Shelley Duvall as his parents. Let Frankenweenie give your funny bone a jolt – it’ll have your entire family in stitches!","Drama,Parody,Science Fiction","Shelley Duvall,Daniel Stern,Barret Oliver",Tim Burton,United States,https://www.imdb.com/title/tt0087291/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
207,Freaky Friday (1977),movie,1976,G,98 min,"Trading places was never so funny, and it could only happen on Friday the 13th. That's when the tomboyish and free-spirited Annabel (Jodie Foster) switches bodies with her straitlaced mother, Ellen (Barbara Harris), and suddenly finds herself responsible for running the entire household. In turn, Ellen, now in her daughter's body, faces the daunting challenges of school, including a typing test, field hockey competition and much more! Contains tobacco depictions.","Comedy,Family,Fantasy","Barbara Harris,Jodie Foster,John Astin,Patsy Kelly,Dick Van Patten,Vicki Schreck",Gary Nelson,United States,https://www.imdb.com/title/tt0076054/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
208,Freaky Friday (2003),movie,2003,PG,98 min,"Dr. Tess Coleman (Jamie Lee Curtis) and her teenage daughter Anna (Lindsay Lohan) have one thing in common: they don't relate to each other on anything. Not clothes or men or Anna's passion to be in a rock band. Nothing. Then one Friday night, a little mystic mayhem changes their lives and they wake up to the biggest freak-out ever – Tess and Anna are trapped inside each other's body. With Tess's wedding on Saturday, the two must find a way to switch back... and fast. Literally forced to walk in each other's shoes, will they gain respect and understanding for the other's point of view?","Comedy,Family,Fantasy","Jamie Curtis,Lindsay Lohan,Harold Gould,Chad Murray,Stephen Tobolowsky,Christina Vidal",Mark Waters,United States,https://www.imdb.com/title/tt0322330/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
