,title,type,release_year,rating,runtime,description,genres,cast,director,country,imdb_link,date_added
157,One Strange Rock,tvshow,2017,TV-PG,1 Season,"National Geographic, acclaimed filmmaker Darren Aronofsky and award-winning producer Jane Root present a cinematic event series hosted by Will Smith. One Strange Rock reveals the magical twists of fate that have allowed life to thrive only on Earth. It’s an extraordinary story brought into perspective by the only people to have left it behind – astronauts.","Animals & Nature,Docuseries,Family",Will Smith,,United States,https://www.imdb.com/title/tt7651892/?ref_=plg_rt_1,"Added to Disney+:January 1, 2020"
158,Origins: The Journey of Humankind,tvshow,2016,TV-14,1 Season,"Origins explores how mankind became modern, in a time-travel adventure delving deep into history to find the pivotal ‘origin’ moments that fueled our evolutionary ascension. World-class future-thinker Jason Silva guides us through the exploration of these key developments – such as fire, medicine, war, money, and communication – that fundamentally shaped our modern lives.","Docuseries,Historical","Mark Monroe,Jason Silva",,United States,https://www.imdb.com/title/tt6091694/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
159,Out of the Box,tvshow,1998,TV-G,3 Seasons,"Every day, a small group of neighborhood children come and play in ""The Box,"" an imaginary clubhouse made entirely out of painted cardboard boxes. Along with their two caregivers, Tony James and Vivian Bayubay McLaughlin, the kids play games, do crafts, sing songs, and act out stories in the box.",Kids,"Vivian Bayubay,Tony James,Jill Schackner,Aleisha Allen,Cece Cortes,Nicholas Eng",,United States,https://www.imdb.com/title/tt0277514/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
160,Out There with Jack Randall,tvshow,2019,TV-PG,1 Season,"Take a walk on the wild side with zoologist Jack Randall, as he searches for exotic, endangered, and iconic species in some of the most unforgiving environments on the planet. Jack treks deep into the Australian Outback on a mission to research deadly crocodiles, unpredictable pythons, endangered green turtles, venomous snakes and wild kangaroos.","Action-Adventure,Animals & Nature,Docuseries",Jack Randall,,,https://www.imdb.com/title/tt10583412/?ref_=plg_rt_1,"Added to Disney+:January 1, 2020"
161,Paradise Islands,tvshow,2017,TV-PG,1 Season,"The tropical islands that lie between Asia and Australia are among the biologically richest on Earth, and home to a vast number of plants and animals. From tree kangaroos to tarsiers, manta rays to mudskippers, the region abounds with life. But why? The answer lies deep in time, due to the many millions of years these islands have existed – and the power of the earth, the sun, and the moon.","Animals & Nature,Docuseries,Family",Michael Izqueirdo,,,,"Added to Disney+:April 10, 2020"
162,Phil of the Future,tvshow,2003,TV-G,2 Seasons,"Phil is just your average teenager – whose family crash-landed here from the year 2121. His adventures are out of this world, his futuristic gadgets are definitely outrageous, and his life is totally cool. So will he ever want to go back to the future?","Comedy,Coming of Age,Kids","Ricky Ullman,Amy Bruckner,Craig Anton,Lise Simms,Alyson Michalka",,United States,https://www.imdb.com/title/tt0340281/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
163,Phineas and Ferb,tvshow,2007,TV-G,4 Seasons,"Phineas and Ferb, an animated comedy series, follows the adventures of Phineas Flynn and his English stepbrother, Ferb Fletcher, on their summer vacation. Each day, the boys and their friends take on some ambitious new project, sometimes to help someone in need, but often just to create something fun. This annoys the boys' sister, Candace, who constantly attempts to get them in trouble by revealing their actions to Mom. Meanwhile, across town, the wannabe-evil scientist Dr. Doofenshmirtz continually attempts to take over the Tri-State area with his various inator devices, and Perry the Platypus, the boys' pet and a secret agent, consistently foils his plans on behalf of the O.W.C.A and his commanding officer, Major Mongram. At the end of each episode, the two plots intersect to erase all traces of the boys' project just before Candace can successfully show it to Mom.","Action-Adventure,Animation,Comedy","Vincent Martella,Ashley Tisdale,Thomas Sangster,Caroline Rhea,Alyson Stoner,Mitchel Musso",,United States,https://www.imdb.com/title/tt0852863/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
164,Pick of the Litter,tvshow,2019,TV-PG,1 Season,"“Pick of the Litter” documents the ups and downs of an adorable group of six dogs on their fascinating and surprisingly suspenseful quest to become guides for Guide Dogs for the Blind, the ultimate canine career. Meanwhile, the series showcases the people who love, train, and are paired with these dogs. Inspired by the Documentary “Pick of the Litter.""","Animals & Nature,Docuseries,Family",,,United States,https://www.imdb.com/title/tt10855726/?ref_=plg_rt_1,"Added to Disney+:December 20, 2019"
165,Pixar In Real Life,tvshow,2019,TV-G,1 Season,"This live action series brings iconic characters and moments from Pixar films into the real world. Filmed on location in and around New York City, the series surprises and delights real people in real locations when they least expect it.","Anthology,Comedy,Family",,,United States,https://www.imdb.com/title/tt11199558/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
166,PJ Masks,tvshow,2015,TV-Y7,2 Seasons,"Join Connor, Amaya and Greg on their superhero adventures as they save the daytime from baddies messing up the night. With the power of their animal amulets, Greg becomes Gekko, Amaya becomes Owlette, and Connor becomes Catboy! Their outfits may look like pajamas, but they're really the PJ Masks! So look out, Night Time Baddies – the PJ Masks are coming!","Action-Adventure,Animation,Kids","Kyle Breitkopf,Jacob Ewaniuk,Addison Holley",,"France,United Kingdom",https://www.imdb.com/title/tt4148744/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
167,Prairie Dog Manor,tvshow,2019,TV-PG,1 Season,"Prairie Dog Manor gives an in-depth look at the unique behaviors and relationships of the prairie dogs that inhabit the Valles Caldera National Preserve in northern New Mexico. Through a blend of documentary footage and narration, each episode takes the audience on a first-person journey following a select few of the prairie dogs.","Animals & Nature,Docuseries,Reality",Kevin Conway,,,,"Added to Disney+:May 1, 2020"
168,Primal Survivor,tvshow,2014,TV-PG,4 Seasons,"Extreme adventurer Hazen Audel relives his most thrilling, most agonizing and most down-right disgusting moments and reveals what it takes to become a Primal Survivor. Finding water, sourcing protein, building shelter and making fire are essential to staying alive in the wild, but in some hostile regions of the world, these survival basics can seem impossible to master.","Docuseries,Reality,Survival",Hazen Audel,,United States,https://www.imdb.com/title/tt5538644/?ref_=plg_rt_1,"Added to Disney+:May 1, 2020"
169,Puppy Dog Pals,tvshow,2016,TV-G,2 Seasons,"Two fun-loving Pug puppies, Bingo and Rolly, are brothers with an appetite for adventure! Whether it's helping their owner Bob or aiding an animal friend-in-need, their ""pawsome"" missions take the pups all around the neighborhood and even around the world! No matter where they go, Bingo and Rolly know that life is so much more exciting (and a lot more silly!) with your best friend and brother by your side.","Animation,Kids","Harland Williams,Isaac Brown,Jessica DiCicco,Sam Lavagnino,Leslie Baker,Tara Strong",,United States,https://www.imdb.com/title/tt6688750/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
170,Quack Pack,tvshow,1996,TV-Y,1 Season,"This cartoon follows on from the 1980's cartoon ""DuckTales,"" continuing the adventures of Huey, Dewey and Louie. Now teenagers and living with their uncle Donald Duck, the three spend their time playing practical jokes on their hapless uncle and otherwise getting into trouble. Donald works as a cameraman alongside Daisy, who is a reporter. The group travel around the world looking for a big scoop.","Action-Adventure,Animation,Comedy","Tony Anselmo,James Avery,Brian Cummings,E.G. Daily,Jeannie Elias,Pamela Segall",,United States,https://www.imdb.com/title/tt0136658/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
171,Rocky Mountain Animal Rescue,tvshow,2017,TV-PG,1 Season,"The extraordinary Animal Law Enforcement officers and Humane Society vets of the Pikes Peak region of Colorado join forces to respond to thousands of animal emergencies every year. With miles and miles of homes, farms, and rugged terrain in their jurisdiction, the Pikes Peak team works together to handle animals in trouble – and animals causing trouble – every day of the year.","Animals & Nature,Medical,Police/Cop",Chopper Bernet,,United States,https://www.imdb.com/title/tt8053430/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
172,Running Wild with Bear Grylls,tvshow,2019,TV-PG,1 Season,World-renowned survivalist Bear Grylls returns to the wild with some of Hollywood’s most beloved celebrities for a no-holds-barred journey through some of the most extreme environments Mother Nature has to offer.,"Action-Adventure,Reality,Survival",Bear Grylls,,United States,https://www.imdb.com/title/tt3816666/?ref_=plg_rt_1,"Added to Disney+:April 10, 2020"
173,Schoolhouse Rock!,tvshow,1977,TV-G,1 Season,"From ""Three is a Magic Number"" to ""I'm Just a Bill"" and ""Lolly, Lolly"" - bring along a sing-along of topical tunes that still keep popping into the heads of devoted Schoolhouse Rock fans. This program is presented as originally created. It may contain outdated cultural depictions.",Animation,"Bob Dorough,Jack Sheldon,Lynn Ahrens,Grady Tate,Blossom Dearie,Essra Mohawk",,United States,https://www.imdb.com/title/tt0069627/?ref_=plg_rt_1,"Added to Disney+:June 5, 2020"
174,Secrets Of The Zoo,tvshow,2017,TV-PG,2 Seasons,"The Columbus Zoo and Aquarium is one of the largest and most popular zoos in the country, boasting none other than “Jungle Jack” Hanna. It takes hours to see it all, but now for the first time, Nat Geo WILD is taking viewers behind the scenes to meet the animals and the army of people who work 24 hours a day, seven days a week to create one of the best zoo experiences in the country.","Animals & Nature,Family,Reality",Mocean Melvin,,,https://www.imdb.com/title/tt8879238/?ref_=plg_rt_1,"Added to Disney+:May 1, 2020"
175,Secrets of the Zoo: Tampa,tvshow,2019,TV-PG,1 Season,"Secrets of the Zoo: Tampa embraces the wild side of the Sunshine State. With a stellar zoo team devoted to the exotic cast of animals, this dedicated team cares for both their lovable zoo family as well as rescues and rehabs animals in need, including orphaned black bear cubs, injured panthers, manatees, otters and alligators.","Animals & Nature,Docuseries,Family","Dr. Ray Ball,Dr. Lauren Smith,Chris Massaro,Tiffany Burns,Mike Burns,Melinda Mendolusky",,,,"Added to Disney+:May 1, 2020"
176,Secrets of Wild India,tvshow,2012,TV-PG,1 Season,"'Secrets of Wild India' celebrates the diversity and drama of India's extraordinary and varied landscapes. In this three-part series, each episode focuses on one iconic ecosystem, a snapshot of how life works in each unique environment. Packed with beauty, bizarre coalitions, hardship, death and new life, this series gives the viewer a front row seat to the wildlife spectacles that are the jewels in the crown of Asian natural history.","Animals & Nature,Docuseries,Family",David Attenborough,,United Kingdom,https://www.imdb.com/title/tt2718652/?ref_=plg_rt_1,"Added to Disney+:June 5, 2020"
177,Shake It Up,tvshow,2010,TV-G,3 Seasons,"Cece Jones and Rocky Blue are two ambitious pre-teen girls growing up in Chicago with the dream of becoming professional dancers. They get the opportunity after auditioning for and earning a spot on the popular weekly dance show, Shake It Up, Chicago! CeCe’s goals are supported for the most part by her single mother Georgia, as long as she helps out with Flynn, her mischievous younger brother. Ty, Rocky’s older brother, offers his encouragement, as does Deuce, their mutual friend. Devious exchange students Gunther and Tinka, who also want to dance competitively, constantly try to undermine the girls’ goals.","Comedy,Coming of Age,Kids","Bella Thorne,Zendaya ,Davis Cleveland,Roshon Fegan,Adam Irigoyen,Kenton Duty",,United States,https://www.imdb.com/title/tt1661326/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
178,Sheriff Callie's Wild West,tvshow,2011,TV-Y,2 Seasons,"Howdy, partners! Scoot your boots over to Sheriff Callie’s Wild West! When there’s trouble brewin’ in the frontier town of Nice and Friendly corners, folks know just who to call. Sheriff Callie looks out for all critters great and small with her magic lasso and her trusty steed, Sparky. She knows she can count on energetic Deputy Peck and fun-loving best buddy Toby to help her protect the entire Wild West. Come and see how the West was fun!","Animation,Kids,Western","Mandy Moore,Lucas Grabeel",,"United States,South Korea,France",https://www.imdb.com/title/tt2769458/?ref_=plg_rt_1,"Added to Disney+:December 1, 2019"
179,Silver Surfer,tvshow,1997,TV-Y7,1 Season,"
                    The adventures of the cosmic wanderer as he seeks his lost home after rebelling from his master.                                      ","Action-Adventure,Animation,Kids","Paul Essiembre,James Blendick,Robert Bockstael,Jennifer Daley,Colin Fox",,"United States,Canada",https://www.imdb.com/title/tt0203268/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
180,Smart Guy,tvshow,1996,TV-G,3 Seasons,"T.J. is a boy genius who gets bumped up from the fourth grade to high school. T.J. tries to adjust to his new life, but he shares some classes with his 14 year-old brother Marcus, the school jock, and his clueless and self-absorbed 16 year-old sister Yvette.","Comedy,Coming of Age,Kids","Tahj Mowry,John Jones,Jason Weaver,Essence Atkins",,United States,https://www.imdb.com/title/tt0118466/?ref_=plg_rt_1,"Added to Disney+:October 1, 2019"
181,So Weird,tvshow,1998,TV-Y7,3 Seasons,"Fiona “Fi” Phillip travels the country with her rock-star mother Molly’s tour while investigating the supernatural and how it connects to the mystery of her father’s death. She posts her findings on her website, “So Weird”.","Fantasy,Kids,Mystery","Cara DeLizia,Patrick Levis,Erik von Detten,Belinda Metz,Dave Ward,Mackenzie Phillips",,Canada,https://www.imdb.com/title/tt0169247/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
182,Sonny With A Chance,tvshow,2008,TV-G,3 Seasons,"SONNY has won a nationwide talent search to star in So Random! a popular television series. She moves from Wisconsin with her mom, Connie, and prepares for a new chapter in her life. Sonny With A Chance follows her work and home life and how she adjusts to her new life. She makes friends quickly with her fellow cast mates NICO, GRADY, and ZORA, while the show’s “star” TAWNI makes forging a friendship more difficult than Sonny was prepared for. Sonny must also contend with the cast’s ongoing feud with the snooty cast of teen drama Mackenzie Falls and the good-looking star of the show, CHAD DYLAN COOPER.","Comedy,Coming of Age,Romance","Demi Lovato,Tiffany Thornton,Sterling Knight,Brandon Smith,Doug Brochu,Allisyn Arm",,United States,https://www.imdb.com/title/tt1252374/?ref_=plg_rt_1,"Added to Disney+:April 3, 2020"
183,Soy Luna,tvshow,2015,TV-G,1 Season,"Luna discovers how love can make a difference over time and distance when she moves with her adoptive parents to Buenos Aires. She is a young perceptive girl, who was abandoned when she was a baby, for reasons that are not what they seem at first. When she grows up, she starts meeting people from places and situations very different to hers, but who could bring her closer to her origins. In the meantime, she will learn that passion, friendship and love will help her to feel attached to the path she decides to follow.","Comedy,Coming of Age,Drama","Karol Sevilla,Ruggero Pasquarelli,Valentina Zenere,Lucila Gandolfo,Michael Ronda,Carolina Kopelioff",,"Argentina,Mexico",https://www.imdb.com/title/tt5189554/?ref_=plg_rt_1,"Added to Disney+:January 1, 2020"
184,Spider-Man (Series) (1981),tvshow,1981,TV-G,1 Season,"
                    The web-slinging superhero battles crime in New York City.                                      ","Action-Adventure,Animation,Kids","Jack Angel,Lee Bailey,Bill Boyett,Cory Burton,Wally Burr",,United States,https://www.imdb.com/title/tt0081938/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
185,Spider-Man and His Amazing Friends,tvshow,1982,TV-Y7,1 Season,"
                    Spider-Man battles crime in New York City with the help of Iceman and Firestar.                                      ","Action-Adventure,Animation,Kids","Hans Conried,Jerry Dexter,George DiCenzo,Alan Dinehart,Walker Edminston,Michael Evans",,United States,https://www.imdb.com/title/tt0083481/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
186,Spider-Man Unlimited,tvshow,1999,TV-Y7,1 Season,"Believed to be dead after saving a life in a fire, Peter Parker uses this shroud to embark on a mission to retrieve John Jameson on Counter-Earth! Strap in to your seats and experience Spider-Man Unlimited!","Action-Adventure,Animation,Kids","Rino Romano,Kathleen Barr,Jim Byrnes,Garry Chalk,Paul Dobson",,"United States,Canada",https://www.imdb.com/title/tt0207120/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
187,Spider-Woman,tvshow,1979,TV-Y7,1 Season,"Jessica Drew was bitten by a poisonous spider as a child; her father saved her life by injecting her with an experimental ""spider serum,"" which also granted her superhuman powers. As an adult, Jessica is editor of Justice Magazine, with two other employees featured; photographer Jeff and Jessica's teenage nephew Billy. When trouble arises, Jessica slips away to change into her secret identity of Spider-Woman.","Action-Adventure,Animation,Kids","Joan Ark,Bruce Miller,Bryan Scott,Lou Krugman,Dick Tufeld",,United States,https://www.imdb.com/title/tt0197911/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
188,Star Wars Forces of Destiny (Shorts),tvshow,2016,TV-Y7,2 Seasons,"Untold stories from the heroines of the Star Wars universe; featuring Rey, Jyn Erso, Princess Leia, Sabine Wren, Padmé Amidala and Ahsoka Tano. See how their choices, large and small, shape the destiny of the Galaxy.","Action-Adventure,Animation,Anthology","Ashley Eckstein,Matt Lanter,C1-10P a.k.a. ""Chopper"" ,John Boyega,Vanessa Marshall,Felicity Jones",,United States,https://www.imdb.com/title/tt6779076/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
189,Star Wars Rebels,tvshow,2014,TV-Y7,4 Seasons,"It is a dark time in the galaxy as the Galactic Empire continues to tighten its grip on the people through oppression and fear, compelling a few brave individuals to band together in resistance. The motley crew of the starship Ghost stands up for those who cannot fight for themselves, providing the spark to ignite a rebellion.","Action-Adventure,Animation,Kids","Taylor Gray,Vanessa Marshall,Freddie Prinze Jr.,Freddie Prinze,Tiya Sircar,Steve Blum",,United States,https://www.imdb.com/title/tt2930604/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
190,Star Wars Rebels (Shorts),tvshow,2014,TV-Y7,1 Season,"It is a dark time in the galaxy as the Galactic Empire continues to tighten its grip on the people through oppression and fear, compelling a few brave individuals to band together in resistance. The motley crew of the starship Ghost stands up for those who cannot fight for themselves, providing the spark to ignite a rebellion.","Action-Adventure,Animation,Kids",,,,,"Added to Disney+:November 12, 2019"
191,Star Wars Resistance,tvshow,2018,TV-Y7,2 Seasons,"After being recruited by Poe Dameron to join the Resistance and spy on the First Order, hotshot pilot Kazuda “Kaz” Xiono finds himself in over his head when he and BB-8 are stationed aboard a large aircraft refueling station called the Colossus. He struggles to keep his cover as a mechanic and comically gets entangled with ace racers, marauding pirates, and the mysterious owner of the Colossus. His investigation will take him ever closer to discovering what the First Order has planned for the galaxy.","Action-Adventure,Animation,Kids","Christopher Sean,Josh Brener,Scott Lawrence,Suzie McGrath,As Himself",,United States,https://www.imdb.com/title/tt8336340/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
192,Star Wars: Blips,tvshow,2019,TV-Y7-FV,1 Season,"What does a curious little droid do when he's not hurtling through space on a daring mission to save the galaxy? Star Wars Blips stars BB-8 in his very own series of animated shorts, featuring heroes of the Star Wars universe like Chewbacca, C-3PO and of course, R2-D2. Tag along with BB-8 as he dodges stormtroopers, rides shotgun with Chewie on the Millennium Falcon and tangles with those mischievous porgs.",Series,,,United States,https://www.imdb.com/title/tt11281500/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
193,Star Wars: The Clone Wars,tvshow,2008,TV-PG,7 Seasons,"The Star Wars saga continues from Executive Producer George Lucas and Lucasfilm Animation! With cutting-edge, feature-film quality computer animation, classic characters, astounding action, and the timeless battle between good and evil, Star Wars: The Clone Wars expands the Star Wars story with all new adventures set in a galaxy far, far away.","Action-Adventure,Animation,Science Fiction","Tom Kane,Matt Lanter,Ashley Eckstein,James Arnold Taylor,Dee Baker,Corey Burton",,United States,https://www.imdb.com/title/tt0458290/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
194,Supercar Megabuild,tvshow,2015,TV-PG,2 Seasons,"Afzal Kahn has built a thriving, international business restyling great cars to look incredible. Busy workshops and three impressive showrooms cater to a high-end clientele, but entrepreneur Afzal still likes the buzz of a new venture. Behind his HQ, maverick expert-mechanics Ralph and Ranen have set up an experimental workshop. Can they take cars already engineered to the max, and improve their performance, power, and looks even further with supercar megabuilds?","Buddy,Docuseries,Lifestyle",Dom Joly,,United States,https://www.imdb.com/title/tt4199038/?ref_=plg_rt_1,"Added to Disney+:December 1, 2019"
195,TaleSpin,tvshow,1990,TV-G,1 Season,"Follow bush pilot Baloo, his 12-year old navigator Kit, the boss Rebecca Cunningham, and the rest of the crew as they go on adventures, battling air pirates and seeking wondrous treasures!","Action-Adventure,Animation,Kids","Charlie Adler,Jim Cummings,Ed Gilbert,Chuck McCann,Alan Roberts,Sally Struthers",,United States,https://www.imdb.com/title/tt0098924/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
196,Tangled: The Series,tvshow,2016,TV-Y7,3 Seasons,"It may be the beginning of Rapunzel's happily ever after, but this fairytale ending isn't exactly what she dreamed it would be. While Eugene quickly adapts to his new life of royal luxury, Rapunzel finds adjusting to Corona is harder than she imagined. Overwhelmed with new responsibilities, Rapunzel finds escape with her friend and handmaiden, Cassandra, and learns there is more she needs to discover before she can assume her role as Princess of Corona. Life is about to get harrier!","Action-Adventure,Animation,Comedy","Zachary Levi,Mandy Moore,Eden Espinosa,Clancy Brown",,United States,https://www.imdb.com/title/tt4902964/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
197,Teacher's Pet,tvshow,2000,TV-Y,2 Seasons,"Tired of being a dog, Spot the Dog disguises himself as a boy named Scott Leadready II and goes to school! He'll need his owner, Leonard's help to get away with his deception and together the two find themselves in all kinds of misadventures! A boy and his dog know that they can both achieve their dreams of surviving school if they have each other's back!","Animation,Comedy,Fantasy","Nathan Lane,Shaun Fleming,Debra Rupp,Jerry Stiller,David Ogden Stiers,Wallace Shawn",,United States,https://www.imdb.com/title/tt0257325/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
198,That's So Raven,tvshow,2002,TV-G,4 Seasons,"Raven Baxter is a typical teenager who just happens to be psychic. The only problem is that Raven's sneak peeks into the future can make her (and her best friends Eddie and Chelsea) jump to the wrong conclusions. Somehow, they manage to create more comedic problems than they solve!","Comedy,Coming of Age,Fantasy","Raven ,Orlando Brown,Kyle Massey,Anneliese van der Pol,T’Keyah Keymáh,Rondell Sheridan",,United States,https://www.imdb.com/title/tt0300865/?ref_=plg_rt_1,"Added to Disney+:October 1, 2019"
199,The Adventures of Spin and Marty,tvshow,1955,TV-G,1 Season,"The 'Adventures of Spin and Marty' centers around a boys' summer camp with a western theme at Triple R Ranch. Spin is a popular regular at the camp, who loves the outdoors. Marty is a spoiled rich boy who's never ridden a horse before. The series focuses on Marty acclimating to the other boys as well as his environment. He grows to like the ranch, with help from his counselor, Mr. Burnett, and his horse, Skyrocket. The boys go on trips and compete in rodeos and have various adventures during an eventful summer at Triple R. This program is presented as originally created. It may contain outdated cultural depictions.","Buddy,Coming of Age,Family","David Stollery,Tim Considine",,United States,https://www.imdb.com/title/tt0047775/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
200,The Avengers: Earth's Mightiest Heroes,tvshow,2010,TV-Y7,2 Seasons,"The Cube. The Big House. The Vault. These are high security prisons created to hold Super Villains. Over the years, THOR, IRON MAN, CAPTAIN AMERICA, THE INCREDIBLE HULK, HAWKEYE, BLACK PANTHER, ANT-MAN & WASP and a few other heroes have helped fill those prisons with the world's most dangerous super-powered criminals. Chaos sweeps over the planet as the Super Villain prison system breaks down... releasing every prisoner all at the same time. The heroes are faced with an onslaught of Super Villains who have revenge on their minds. The heroes are overwhelmed - one or two, they could handle. But 75? Individually, they have no chance but together, the Avengers can make a difference.","Action-Adventure,Animation,Kids","Eric Loomis,Bumper Robinson,Dawn Olivera,Phil LaMarr,Alex Desert,Kari Wuhrer",,United States,https://www.imdb.com/title/tt1626038/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
201,The Avengers: United They Stand,tvshow,1999,TV-Y7,1 Season,"A fast-paced animated series based on the classic Marvel comic created in 1963. Set in a vibrant, high-tech near future, the series focuses on the mightiest team of superheroes in the Marvel universe.","Action-Adventure,Animation,Kids","Martin Roach,Rod Wilson,Lenore Zann,Ron Rubin,Hamish McEwan,Lynda Ballantyne",,"France,Canada,United States",https://www.imdb.com/title/tt0203247/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
202,The Big Fib,tvshow,2019,TV-PG,1 Season,"The Big Fib is a comedy game show for kids starring Yvette Nicole Brown and Rhys Darby as her robot sidekick, C.L.I.V.E. The kid contestant starts by playing a warm-up round where a silly liar and an authentic expert share ridiculous fibs and fun facts. Then our kid plays the main round where they question a real expert who’s paired with a really good liar on the same topic. It’s up to our kid to find the fibber! Topics range from Jellyfish to Outer Space to Superheroes! There are visual clues, fascinating props, a hot seat round of rapid-fire questions, and comedic interruptions from C.L.I.V.E. The show culminates with the expert and liar standing under the Fib Foam machine to await their fate. If our kid chooses correctly, the liar gets foamed. The Big Fib is full of outrageous truths that sound like lies and audacious lies that sound like the truth. Think you can spot a fib better than a kid? Find out at The Big Fib!","Family,Game Show / Competition",,,United States,https://www.imdb.com/title/tt11241096/?ref_=plg_rt_1,"Added to Disney+:May 22, 2020"
203,The Book of Once Upon a Time,tvshow,2014,TV-Y,4 Seasons,Classic Disney tales from 'The Book of Once Upon a Time' are brought to life in a magical storytelling experience.,"Animation,Anthology,Kids",Kate Mulvany,,,,"Added to Disney+:November 12, 2019"
204,The Book of Pooh,tvshow,2000,TV-Y,2 Seasons,"Get ready for the most wonderful, most special Pooh adventure ever! The beloved bear and his playful pals meet up in Christopher Robin's room, where they discover Christopher's treasured storybook filled with endearing tales written about them!","Comedy,Kids","Jim Cummings,Paul Tiesler,Jeff Bennett,Peter Cullen,Stephanie d’Abruzzo",,United States,https://www.imdb.com/title/tt0274240/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
205,The Evermoor Chronicles,tvshow,2015,TV-PG,2 Seasons,"Tara Crossley and her family are trying to settle into a strange new village. But Evermoor isn’t like most villages. There’s a tapestry that predicts the future, a sewing circle of mysterious Everines… and that’s on top of the normal teenage problems of crushes and sibling rivalry! Tara must learn how to use her powers responsibly. All Tara wants is a normal life, good grades and her local crush, Cameron. But a series of magical mishaps turns Tara’s rites of passage into an epic battle for the village.","Coming of Age,Fantasy,Mystery","Naomi Sequeira,Finney Cassidy,Georgia Lock,Jordan Loughran,George Sear,Georgie Farmer",,United States,https://www.imdb.com/title/tt3602560/?ref_=plg_rt_1,"Added to Disney+:May 29, 2020"
206,The Greeks,tvshow,2016,TV-PG,1 Season,"They were an extraordinary people born of white rock and blue sea. They invented democracy, distilled logic and reason, wrote plays to plumb the deepest recesses of the soul and captured the perfection of the human form in athletics and art. Quite simply, the Greeks created our world.","Docuseries,Historical",Toby Moore,,,,"Added to Disney+:June 5, 2020"
207,The Imagineering Story,tvshow,2019,TV-PG,1 Season,"Behind the magic of every Disney theme park lay mud, sweat and fears. Creating happiness is hard work. For nearly seventy years, a unique blend of artists and engineers - called Imagineers - have cultivated an impossible notion from the mind of one man, Walt Disney, into a global phenomenon that touches the hearts of millions. Given unprecedented access, Academy Award-nominated filmmaker, Leslie Iwerks, leads the viewer on a journey behind the curtains of Walt Disney Imagineering, the little known design and development center of The Walt Disney Company, to discover what it takes to create, design, and build twelve Disney theme parks around the world.","Docuseries,Historical",,,United States,https://www.imdb.com/title/tt9331982/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
208,The Incredible Dr. Pol,tvshow,2011,TV-PG,16 Seasons,"Meet Dr. Pol, an expert in large farm animals and pets. This senior is anything but retiring as he takes an old-school, no-nonsense approach to veterinary medicine. Nat Geo WILD follows The Incredible Dr. Pol as he travels across rural Michigan to care for every family pet and head of livestock in need of his expertise and kindness. Treating numerous patients, including horses, pigs, cows, sheep, alpacas, goats, cats, dogs and even an occasional reindeer, Dr. Pol is not your average vet.","Animals & Nature,Family,Medical","Rick Robles,Dr. Pol",,United States,https://www.imdb.com/title/tt2136396/?ref_=plg_rt_1,"Added to Disney+:November 12, 2019"
209,The Lodge,tvshow,2016,TV-G,2 Seasons,"Skye and her dad move to the country to help her granddad run the Lodge. She soon discovers when it comes to making new friends it can be confusing. Ben and best friend Sean are training for National finals when Skye arrives and it’s clear there’s now more than biking rivalry. Noah and Kaylee are close friends who share a love of music. When a reality show filming Danielle turn their attention to Skye’s efforts to save the lodge from being sold, everyone’s involved with the exciting and dramatic events around the Lodge.","Coming of Age,Drama,Musical","Sophie Simnett,Luke Newton,Thomas Doherty,Bethan Wright,Jayden Revri,Jade Alleyne",,United Kingdom,https://www.imdb.com/title/tt6176812/?ref_=plg_rt_1,"Added to Disney+:January 1, 2020"
