,title,genres
850,Song for Marion,"comedy,drama,romance,musical"
851,Class Rank,"comedy,family,romance"
852,All Day and a Night,drama
853,2 States,"comedy,drama,romance"
854,Palm Trees in the Snow,"romance,drama,action-and-adventure"
855,Wildling,"fantasy,horror,drama,thriller,mystery"
856,68 Kill,"comedy,romance,thriller,crime,mystery"
857,Automata,"action-and-adventure,science-fiction,thriller,drama,mystery"
858,"Faith, Hope & Love","comedy,romance"
859,Pokémon the Movie: The Power of Us,"animation,anime,action-and-adventure,family,fantasy"
860,Bethany Hamilton: Unstoppable,"documentary,biography,sport"
861,A Little Chaos,"comedy,drama,romance"
862,Dream Big: Engineering Our World,documentary
863,Rustom,"crime,drama,mystery,romance,thriller"
864,The Cloverfield Paradox,"horror,mystery,science-fiction,thriller"
865,Una,"drama,romance,mystery,thriller,comedy"
866,Toilet - Ek Prem Katha,"comedy,drama,romance"
867,Buster's Mal Heart,"drama,mystery,thriller"
868,The Core,"action-and-adventure,science-fiction,mystery,thriller"
869,Alone in Berlin,"drama,history,mystery,thriller"
870,Hit & Run,"action-and-adventure,comedy,romance"
871,Dev.D,"comedy,drama,romance"
872,Soorma,"drama,sport,biography"
873,Berserk: The Golden Age Arc II - The Battle for Doldrey,"animation,action-and-adventure,fantasy,horror,drama"
874,Little Monsters,"comedy,action-and-adventure,family,fantasy"
875,Ninja Assassin,"action-and-adventure,crime,thriller,mystery"
876,Tokyo Idols,"documentary,musical"
877,Taylor Swift: Reputation Stadium Tour,"documentary,musical"
878,"As Above, So Below","horror,thriller,action-and-adventure,mystery"
879,To the Bone,"comedy,drama"
880,Berserk: The Golden Age Arc III - The Advent,"animation,action-and-adventure,fantasy,horror,drama"
881,Being AP,"documentary,sport"
882,Brain on Fire,"drama,biography"
883,John Mulaney: The Comeback Kid,"comedy,stand-up-and-talk,documentary"
884,Bill Nye: Science Guy,documentary
885,My Big Night,"comedy,drama"
886,Kabali,"action-and-adventure,crime,drama"
887,Don't Be Afraid of the Dark,"fantasy,horror,thriller,mystery"
888,Ali Wong: Hard Knock Wife,"comedy,stand-up-and-talk"
889,The Most Unknown,documentary
890,Lost in London,"comedy,drama"
891,Set It Up,"romance,comedy"
892,Underdogs,"animation,action-and-adventure,family,sport,drama,documentary,romance"
893,Bill Burr: You People Are All The Same,"comedy,stand-up-and-talk"
894,Triple Threat,"action-and-adventure,thriller,mystery"
895,Been So Long,"drama,musical"
896,The Rum Diary,"comedy,drama"
897,40 Days and 40 Nights,"comedy,romance"
898,John Mulaney & The Sack Lunch Bunch,"comedy,family,musical"
899,Abducted in Plain Sight,"documentary,crime"
900,Sólo con tu pareja,"comedy,romance,drama"
901,6 Balloons,drama
902,Someone Great,"comedy,romance"
903,A Bad Moms Christmas,"action-and-adventure,comedy"
904,Hasan Minhaj: Homecoming King,"comedy,stand-up-and-talk"
905,The Oath,"crime,drama,thriller,mystery"
906,Q Ball,documentary
907,Karthik Calling Karthik,"drama,romance,thriller,mystery"
908,Sergio,"drama,biography,history,romance,documentary"
909,Marc Maron: Too Real,comedy
910,Khoobsurat,"comedy,romance"
911,Vizontele,"comedy,drama"
912,Scary Movie 2,"comedy,horror"
913,Anon,"science-fiction,thriller,mystery,crime"
914,Eli,"horror,animation"
915,Initial D,"action-and-adventure,comedy,drama,crime,mystery,thriller"
916,The Golem,"horror,drama"
917,David Brent: Life on the Road,"comedy,musical,action-and-adventure"
918,Failure to Launch,"comedy,romance"
919,Love Likes Coincidences,"drama,romance"
920,Earth to Echo,"drama,action-and-adventure,children,science-fiction,family,fantasy"
921,Nobody Speak: Trials of the Free Press,documentary
922,Paheli,"fantasy,romance,drama"
923,Burning Sands,drama
924,1000 Rupee Note,drama
925,Like Father,"comedy,drama"
926,War Machine,"comedy,drama"
927,Waiting for the Hearse,"comedy,cult"
928,Pope Francis: A Man of His Word,"documentary,biography"
929,Atlantics,"drama,romance"
930,The Bounty Hunter,"action-and-adventure,comedy,romance,drama"
931,Secret in Their Eyes,"mystery,thriller,crime,drama"
932,War on Everyone,"comedy,action-and-adventure,crime,mystery,thriller"
933,The Bleeding Edge,documentary
934,Berserk: The Golden Age Arc I - The Egg of the King,"animation,anime,action-and-adventure,drama,fantasy,horror"
935,Sleepless,"action-and-adventure,thriller,crime,mystery,drama"
936,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,"comedy,sport"
937,Amanda Knox,"documentary,crime"
938,Susanne Bartsch: On Top,"documentary,biography"
939,Here Alone,"drama,horror,science-fiction,thriller,mystery"
940,Trophy,"documentary,drama"
941,Bad News Bears,"comedy,family,sport"
942,Monty Python Live at the Hollywood Bowl,"documentary,comedy"
943,The Legacy of the Bones,"crime,thriller"
944,Juanita,"comedy,romance,drama"
945,The 4th Company,"action-and-adventure,crime,drama"
946,Jonathan,"science-fiction,drama"
947,7:19,"drama,history,mystery,thriller"
948,Rock On!!,"drama,musical"
949,Agneepath,"action-and-adventure,crime,drama"
950,Guess Who,"comedy,romance"
951,Clive Davis: The Soundtrack of Our Lives,"documentary,musical"
952,Deidra & Laney Rob a Train,"comedy,crime,drama"
953,My Suicide,"comedy,drama"
954,Siren,"horror,comedy,mystery,thriller,fantasy"
955,Bill Burr: Let It Go,"comedy,documentary"
956,How to Be a Latin Lover,"comedy,drama"
957,Lost Girls,"drama,mystery,thriller"
958,EMO the Musical,"comedy,family,musical,romance"
959,Valentine's Day,"comedy,romance"
960,I Am,documentary
961,Below Her Mouth,"drama,lgbtq,romance"
962,The Last Days of Chez Nous,"comedy,drama,romance"
963,Cirque du Freak: The Vampire's Assistant,"action-and-adventure,fantasy,thriller,mystery"
964,Chennai Express,"action-and-adventure,comedy,romance"
965,Sand Castle,drama
966,Restless Creature: Wendy Whelan,documentary
967,The B-Side: Elsa Dorfman's Portrait Photography,documentary
968,Equals,"drama,romance,science-fiction"
969,Gurgaon,"crime,thriller"
970,Elstree 1976,documentary
971,Boyka: Undisputed IV,"action-and-adventure,crime,thriller,drama,sport,mystery"
972,Feminists: What Were They Thinking?,"documentary,history"
973,The Heartbreak Kid,"comedy,romance"
974,The Lovers,"comedy,romance,drama"
975,Jim Gaffigan: Obsessed,"comedy,stand-up-and-talk,documentary"
976,Goosebumps 2: Haunted Halloween,"action-and-adventure,comedy,fantasy,horror,family"
977,Sprinter,"drama,sport"
978,Falling Inn Love,"comedy,romance"
979,Lakshya,"drama,romance,action-and-adventure"
980,A-X-L,"action-and-adventure,family,science-fiction,thriller,mystery"
981,Hot Girls Wanted,documentary
982,Fullmetal Alchemist,"action-and-adventure,fantasy,science-fiction"
983,Can't Help Falling in Love,"romance,comedy,drama"
984,Dhobi Ghat,drama
985,Pokémon the Movie: I Choose You!,"animation,anime,action-and-adventure,family,fantasy,drama,comedy"
986,Natsamrat,"drama,family"
987,Pari,"horror,fantasy,mystery"
988,Raising Cain,"horror,thriller,crime,drama,mystery,fantasy,science-fiction"
989,Happy Anniversary,"romance,comedy"
990,Honeytrap,"crime,drama,romance"
991,In the Tall Grass,"horror,drama,thriller,mystery"
992,Reversing Roe,documentary
993,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,"documentary,musical"
994,Kevin Hart: Irresponsible,"comedy,stand-up-and-talk"
995,Godzilla,"action-and-adventure,science-fiction,thriller,mystery"
996,Wake Up Sid,"comedy,drama,romance"
997,See You Yesterday,"drama,science-fiction,action-and-adventure,crime,thriller"
998,A Secret Love,"documentary,lgbtq"
999,Orbiter 9,"drama,romance,science-fiction,thriller,fantasy"
1000,Marco Polo: One Hundred Eyes,"action-and-adventure,drama,history"
1001,Results,"comedy,romance"
1002,An Interview with God,"drama,mystery"
1003,The Polka King,"biography,comedy,drama"
1004,Gantz:O,"animation,anime,drama,fantasy,action-and-adventure,horror,science-fiction,thriller"
1005,American Son,drama
1006,Tusk,"comedy,drama,horror,mystery,thriller"
1007,Teefa in Trouble,"drama,comedy,action-and-adventure,crime,romance"
1008,Norman Lear: Just Another Version of You,"documentary,biography,history"
1009,Louis C.K.: Live at The Comedy Store,"comedy,stand-up-and-talk,documentary"
1010,Sadece Sen,"drama,romance,action-and-adventure"
1011,Magic Carpet Ride,"comedy,drama"
1012,Message from the King,"thriller,action-and-adventure,crime,drama,mystery"
1013,24 Hours to Live,"thriller,action-and-adventure,science-fiction,mystery"
1014,Satan & Adam,documentary
1015,Tremors 3: Back to Perfection,"action-and-adventure,horror,science-fiction,thriller,comedy,mystery"
1016,Jenny Slate: Stage Fright,"comedy,stand-up-and-talk,documentary"
1017,The Tiger Hunter,"comedy,drama"
1018,Get Santa,"comedy,family"
1019,The Super,"horror,mystery,thriller,drama"
1020,Hop,"animation,action-and-adventure,comedy,family,fantasy"
1021,Bo Burnham: Make Happy,"documentary,stand-up-and-talk,comedy"
1022,The Package,comedy
1023,For Colored Girls,drama
1024,Don,"action-and-adventure,crime,thriller,drama,mystery"
1025,Toro,"crime,drama,thriller,action-and-adventure"
1026,Frank & Lola,"crime,drama,mystery,romance,thriller"
1027,National Parks Adventures,documentary
1028,The Art of the Steal,"comedy,crime,thriller,mystery"
1029,Holiday in the Wild,"drama,romance,comedy"
1030,Ala Vaikunthapurramuloo,"action-and-adventure,romance,drama"
1031,Lust Stories,"drama,romance"
1032,Amar Akbar Anthony,"action-and-adventure,comedy,drama,family"
1033,The Outsider,"crime,drama,mystery"
1034,The Body Remembers When the World Broke Open,drama
1035,For Love or Money,"comedy,drama,romance"
1036,Little Evil,"comedy,horror"
1037,Bleach the Movie: Hell Verse,"animation,anime,action-and-adventure,fantasy,comedy"
1038,The Nutcracker and the Four Realms,"fantasy,action-and-adventure,family"
1039,Jim Gaffigan: Mr. Universe,"comedy,stand-up-and-talk,documentary"
1040,Take Me,"comedy,crime"
1041,Don't Go Breaking My Heart,"romance,comedy"
1042,Jaane Tu... Ya Jaane Na,"comedy,drama,romance"
1043,Four Sisters And A Wedding,"comedy,drama,family,romance"
1044,Kabhi Haan Kabhi Naa,"comedy,drama,musical,romance"
1045,Jim Gaffigan: Beyond the Pale,"documentary,stand-up-and-talk,comedy"
1046,Gemini,"mystery,thriller,crime,drama"
1047,Into the Inferno,documentary
1048,Struggle: The Life and Lost Art of Szukalski,"documentary,biography"
1049,Dean,"comedy,drama,romance"
1050,My Ex & Whys,"romance,drama"
1051,Zero,"romance,drama,comedy"
1052,"Roxanne, Roxanne",drama
1053,6 Years,"drama,romance"
1054,Bo Burnham: What.,"comedy,stand-up-and-talk,documentary"
1055,In Darkness,"thriller,mystery,horror"
1056,Irreplaceable You,"comedy,drama,romance"
1057,Detective Dee: The Four Heavenly Kings,"action-and-adventure,mystery,thriller,fantasy,drama"
1058,The Car,"action-and-adventure,horror,mystery,thriller"
1059,My Entire High School Sinking Into the Sea,"animation,comedy,drama"
1060,Tau,"science-fiction,thriller,mystery"
1061,Aftermath,"drama,thriller,mystery"
1062,The Bad Education Movie,comedy
1063,WHAT DID JACK DO?,"crime,drama,comedy,fantasy,mystery,thriller"
1064,A Family Man,drama
1065,The Night Clerk,"crime,drama,mystery,romance,thriller"
1066,Head Count,"horror,mystery,thriller"
1067,Aurora,drama
1068,Seal Team Six: The Raid on Osama Bin Laden,"action-and-adventure,crime,drama,thriller,mystery"
1069,The Skin of the Wolf,"romance,drama"
1070,Adventures in Public School,comedy
1071,The Wrong Missy,"comedy,romance"
1072,Girl on the Third Floor,"horror,thriller,drama,mystery"
1073,Dark Places,"drama,mystery,thriller,action-and-adventure"
1074,The Magician,"comedy,drama"
1075,Come and Find Me,"drama,thriller,mystery"
1076,13 Cameras,"drama,horror,crime,thriller,mystery"
1077,Dream Boat,"documentary,lgbtq"
1078,Await Further Instructions,"thriller,mystery,horror,science-fiction"
1079,Rodney King,"drama,crime"
1080,Secret,"drama,fantasy,mystery,romance,thriller"
1081,A Very Murray Christmas,"comedy,musical"
1082,Ek Ladki Ko Dekha Toh Aisa Laga,"romance,drama,comedy"
1083,Ultras,drama
1084,The Student,drama
1085,SampleThis,"documentary,musical"
1086,Hum Aapke Hain Koun..!,"comedy,drama,musical,romance"
1087,Berlin Calling,"comedy,drama"
1088,I Will Follow,"drama,romance"
1089,Naruto the Movie: Ninja Clash in the Land of Snow,"animation,anime,action-and-adventure,comedy"
1090,Naruto Shippuden the Movie: Bonds,"animation,anime,action-and-adventure,fantasy"
1091,The Captive,"thriller,crime,drama,mystery,comedy"
1092,Neal Brennan: 3 Mics,"comedy,stand-up-and-talk"
1093,What the Health,documentary
1094,The Do-Over,"comedy,action-and-adventure,mystery"
1095,House at the End of the Street,"horror,mystery,thriller,drama"
1096,Beyond the Clouds,"family,drama"
1097,Closed Circuit,"crime,drama,mystery,thriller"
1098,Arthur,"comedy,romance"
1099,Drillbit Taylor,"comedy,drama,action-and-adventure,crime"
1100,Shot! The Psycho-Spiritual Mantra of Rock,"documentary,biography,musical"
1101,Close,"action-and-adventure,thriller,drama,mystery"
1102,The Trust,"crime,thriller,drama,mystery,documentary,comedy,action-and-adventure"
1103,Mindhorn,comedy
1104,The Resistance Banker,drama
1105,Cop Out,"action-and-adventure,comedy,crime,thriller,mystery"
1106,At First Light,"thriller,science-fiction,drama,mystery"
1107,The Rachel Divide,documentary
1108,Barbecue,documentary
1109,No Game No Life: Zero,"animation,anime,action-and-adventure,comedy,drama,fantasy,romance"
1110,The Green Inferno,"action-and-adventure,horror,mystery,thriller"
1111,Panipat,"action-and-adventure,drama,history"
1112,Forgotten,"mystery,thriller,drama"
1113,Semana Santa,drama
1114,"Frankenstein's Monster's Monster, Frankenstein",comedy
1115,Rowdy Rathore,"action-and-adventure,comedy"
1116,89,"documentary,sport"
1117,An Evening with Beverly Luff Linn,"comedy,crime"
1118,Mine,"thriller,drama,fantasy,mystery"
1119,Money Heist: The Phenomenon,documentary
1120,Hostages,"crime,drama"
1121,Naruto the Movie: Legend of the Stone of Gelel,"animation,anime,action-and-adventure,comedy,drama,fantasy,science-fiction"
1122,OtherLife,"crime,mystery,science-fiction,thriller"
1123,Killing Gunther,"action-and-adventure,comedy,thriller,mystery"
1124,Habibie & Ainun,"drama,biography,romance"
1125,Wasp Network,"crime,drama,thriller,mystery,history"
1126,The Silence,"horror,drama,science-fiction,thriller,mystery,fantasy,comedy"
1127,Stink!,"documentary,drama,history"
1128,The Bad Batch,"romance,science-fiction,drama,horror,mystery,thriller"
1129,Goon: Last of the Enforcers,"comedy,sport"
1130,Life 2.0,documentary
1131,Avicii: True Stories,documentary
1132,365 Days,"drama,romance"
1133,The Tribes of Palos Verdes,drama
1134,Loving Annabelle,"drama,lgbtq,romance"
1135,Life After Beth,"comedy,drama,horror,fantasy,romance"
1136,Skiptrace,"action-and-adventure,comedy,crime,thriller,mystery"
1137,Naruto Shippuden the Movie,"animation,anime,action-and-adventure,family,fantasy"
1138,Miss Virginia,drama
1139,The Ivory Game,documentary
1140,"I Love You, Stupid",comedy
1141,Buffalo Boys,"action-and-adventure,drama,history,thriller"
1142,Superlópez,"action-and-adventure,comedy,science-fiction"
1143,Mucize,"drama,romance"
1144,Jeremiah Tower: The Last Magnificent,"documentary,biography"
1145,For Greater Glory: The True Story of Cristiada,"drama,history"
1146,Dangerous Lies,"thriller,drama,mystery"
1147,Ali Wong: Baby Cobra,"comedy,stand-up-and-talk,documentary"
1148,Pee Mak Phrakanong,"comedy,horror,romance"
1149,Crazy Beautiful You,"drama,romance"
1150,All the Boys Love Mandy Lane,"horror,mystery,thriller"
1151,Pete Davidson: Alive from New York,comedy
1152,"Houston, We Have a Problem!","documentary,drama"
1153,Arjun: The Warrior Prince,"animation,action-and-adventure,family"
1154,Room on the Broom,"animation,comedy,family,fantasy"
1155,Namastey London,"comedy,drama,romance"
1156,St. Agatha,"horror,thriller,mystery"
1157,Jim Gaffigan: King Baby,"documentary,stand-up-and-talk,comedy"
1158,The Lodgers,"horror,drama,romance,thriller,mystery"
1159,Aziz Ansari: Right Now,"comedy,documentary"
1160,Unicorn Store,"fantasy,drama,comedy"
1161,Tom Segura: Mostly Stories,"comedy,stand-up-and-talk,documentary"
1162,The Death and Life of Marsha P. Johnson,documentary
1163,Come Sunday,drama
1164,And Breathe Normally,drama
1165,The Incredible Jessica James,"comedy,romance"
1166,Alt-Right: Age of Rage,documentary
1167,Who Would You Take to a Deserted Island?,"comedy,drama"
1168,Radio Rebel,"drama,family,comedy"
1169,Modest Heroes,"animation,anime,fantasy,action-and-adventure,family,drama,comedy"
1170,The Five Venoms,"action-and-adventure,drama,mystery"
1171,Ghost in the Shell Arise - Border 1: Ghost Pain,"animation,action-and-adventure,science-fiction,crime"
1172,Isi & Ossi,"romance,comedy"
1173,Otherhood,comedy
1174,The Awakening of Motti Wolkenbruch,"comedy,drama"
1175,Wanda Sykes: Not Normal,"comedy,stand-up-and-talk"
1176,Acts of Vengeance,"action-and-adventure,drama,thriller,mystery"
1177,"Fireworks, Should We See It from the Side or the Bottom?","animation,anime,drama,family,fantasy,romance,science-fiction,action-and-adventure"
1178,Ricky Gervais: Humanity,"comedy,stand-up-and-talk"
1179,The Warriors Gate,"action-and-adventure,comedy,family,fantasy"
1180,Miracle in Cell No. 7,"drama,comedy"
1181,Do Dooni Chaar,"comedy,drama"
1182,5 Flights Up,"drama,comedy,documentary"
1183,Mute,"drama,mystery,science-fiction,thriller"
1184,iBoy,"action-and-adventure,crime,science-fiction,thriller"
1185,Becoming,documentary
1186,Chelsea Peretti: One of the Greats,"comedy,stand-up-and-talk"
1187,Bana Masal Anlatma,"comedy,fantasy,romance,science-fiction,drama"
1188,Nezha,"animation,fantasy,thriller,comedy"
1189,Mersal,"action-and-adventure,thriller,mystery,drama"
1190,God's Not Dead,drama
1191,Country Strong,"drama,romance,musical"
1192,Death Note,"fantasy,anime,horror,mystery,action-and-adventure,crime,drama,thriller"
1193,Chopsticks,"comedy,independent,drama"
1194,Shrek the Musical,"comedy,family,fantasy,musical"
1195,The Motive,"drama,comedy"
1196,The Outcasts,comedy
1197,"Crouching Tiger, Hidden Dragon: Sword of Destiny","action-and-adventure,drama,fantasy"
1198,Unacknowledged,documentary
1199,Yuva,"action-and-adventure,crime,drama,thriller"
1200,A Fall From Grace,"drama,thriller,mystery"
1201,Fittest On Earth (The Story of the 2015 Reebok CrossFit Games),"documentary,sport"
1202,The Hurricane Heist,"action-and-adventure,thriller,crime,mystery"
1203,Harishchandrachi Factory,"biography,comedy,drama"
1204,Jim Jefferies: Bare,"comedy,stand-up-and-talk"
1205,Miss Representation,documentary
1206,Aziz Ansari: Buried Alive,"documentary,stand-up-and-talk,comedy"
1207,No Longer kids,"comedy,drama"
1208,Aamir,"drama,thriller,crime,mystery"
1209,Blind Detective,"crime,comedy,drama,thriller"
1210,Punjab 1984,"drama,family,history"
1211,Happy New Year,"action-and-adventure,comedy,crime"
1212,American Hangman,"thriller,mystery"
1213,Oye Lucky! Lucky Oye!,"comedy,crime,drama,action-and-adventure"
1214,Sadma,"romance,drama"
1215,The Invisible Guardian,"thriller,mystery"
1216,Riphagen The Untouchable,drama
1217,Wine Country,comedy
1218,The New Romantic,"drama,comedy,romance"
1219,The International,"comedy,drama,musical"
1220,Joseph: King of Dreams,"animation,action-and-adventure,biography,drama,family,history,musical"
1221,Bullet Head,"crime,drama,thriller,mystery"
1222,Bennett's War,"sport,drama"
1223,Ronny Chieng: Asian Comedian Destroys America!,"comedy,stand-up-and-talk"
1224,The Vatican Tapes,"horror,thriller,mystery"
1225,Apostle,"mystery,thriller,horror"
1226,Leslie Jones: Time Machine,"comedy,stand-up-and-talk"
1227,Don,"action-and-adventure,crime,thriller,comedy"
1228,Carrie,"drama,horror,science-fiction,thriller,mystery"
1229,The Cruise,comedy
1230,Jeff Dunham: Arguing with Myself,"comedy,stand-up-and-talk,documentary"
1231,High Flying Bird,"drama,sport"
1232,Sleepover,"comedy,family,romance"
1233,Bill Hicks: Relentless,"documentary,stand-up-and-talk,cult,comedy"
1234,Inuyasha the Movie: Affections Touching Across Time,"animation,anime,action-and-adventure,fantasy"
1235,Belgica,drama
1236,Bleach the Movie: Fade to Black,"animation,anime,action-and-adventure,drama,fantasy,comedy"
1237,Duck Butter,"comedy,lgbtq,drama,romance"
1238,Dilwale,"action-and-adventure,comedy,crime,romance"
1239,3 Generations,"drama,lgbtq,documentary,comedy"
1240,The Amityville Horror,"drama,horror,mystery,thriller"
1241,The Nut Job,"animation,action-and-adventure,comedy,crime,family"
1242,Umrika,"comedy,drama"
1243,Trailer Park Boys: Countdown to Liquor Day,"comedy,crime"
1244,Bottom of the World,"drama,mystery,thriller"
1245,A Plastic Ocean,documentary
1246,Ghost in the Shell Arise - Border 2: Ghost Whispers,"animation,action-and-adventure,science-fiction,thriller,mystery"
1247,Between Worlds,"action-and-adventure,mystery,thriller,drama,fantasy,sport,documentary,science-fiction"
1248,I Am Michael,"biography,drama,romance,comedy"
1249,Uppity: The Willy T. Ribbs Story,documentary
1250,Submission,"drama,mystery"
1251,Savage Dog,"action-and-adventure,drama,sport"
1252,Inuyasha the Movie 3: Swords of an Honorable Ruler,"animation,fantasy,action-and-adventure,thriller,mystery"
1253,Force 2,"action-and-adventure,crime,mystery,thriller"
1254,Revenger,"action-and-adventure,crime,thriller,mystery"
1255,Barbie: Princess Charm School,"family,animation,fantasy"
1256,Chillar Party,"comedy,drama,family"
1257,A Christmas Prince: The Royal Wedding,romance
1258,Dhamaal,"comedy,action-and-adventure"
1259,One of Us,documentary
1260,Patrick,"comedy,family,romance,drama"
1261,Jerry Seinfeld: I'm Telling You for the Last Time,"documentary,stand-up-and-talk,comedy"
1262,Have a Good Trip: Adventures in Psychedelics,documentary
1263,Donald Glover: Weirdo,"comedy,stand-up-and-talk,documentary"
1264,Sinister 2,"horror,mystery,thriller"
1265,Long Shot,"documentary,sport"
1266,What's Up with Love?,"drama,romance"
1267,I Am Not an Easy Man,comedy
1268,Holidays,"comedy,horror,fantasy,mystery"
1269,Katt Williams: The Pimp Chronicles Pt. 1,"documentary,stand-up-and-talk,comedy"
1270,"Game Over, Man!","action-and-adventure,comedy"
1271,Chalte Chalte,"drama,romance,comedy"
1272,Luka Chuppi,"comedy,romance,drama"
1273,Silent Hill: Revelation 3D,"horror,mystery,thriller"
1274,Naruto the Movie: Guardians of the Crescent Moon Kingdom,"animation,anime,action-and-adventure"
1275,The Decline,"thriller,action-and-adventure"
1276,Jeff Dunham: Jeff Dunham's Very Special Christmas Special,"comedy,stand-up-and-talk,documentary"
1277,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,"action-and-adventure,anime,animation,comedy,romance,fantasy"
1278,Kaminey,"action-and-adventure,comedy,crime,drama,thriller"
1279,Our Lovers,"comedy,drama,romance"
1280,Mission Blue,"documentary,drama"
1281,Shepherds and Butchers,drama
1282,Hard Tide,"drama,thriller,mystery"
1283,Life in the Doghouse,documentary
1284,Trevor Noah: Afraid of the Dark,"comedy,stand-up-and-talk,documentary"
1285,Kannum Kannum Kollaiyadithaal,"comedy,romance,drama,thriller"
1286,Close Enemies,"drama,thriller,mystery"
1287,Iliza Shlesinger: Freezing Hot,"comedy,stand-up-and-talk,documentary"
1288,Flock of Four,"action-and-adventure,comedy,drama,history"
1289,Beats,drama
1290,Mike Birbiglia: The New One,comedy
1291,Rugrats Go Wild,"animation,action-and-adventure,comedy,family,fantasy,musical"
1292,Bhoot,"horror,thriller,mystery"
1293,Raajneeti,"action-and-adventure,crime,drama,thriller,mystery"
1294,Christmas Inheritance,"romance,comedy"
1295,Bill Burr: Walk Your Way Out,"comedy,stand-up-and-talk,documentary"
1296,Derren Brown: Sacrifice,"documentary,thriller"
1297,Billu,"comedy,drama"
1298,A Haunted House,"comedy,horror,fantasy"
1299,Time to Hunt,"crime,drama,science-fiction,thriller"
1300,4 latas,"drama,comedy"
1301,Rangoon,"drama,action-and-adventure,history,romance"
1302,"Norm Macdonald: Hitler's Dog, Gossip & Trickery","comedy,stand-up-and-talk,documentary"
1303,Barely Lethal,"action-and-adventure,comedy"
1304,Intuition,"crime,thriller"
1305,100 Meters,"comedy,drama,biography"
1306,Altered Carbon: Resleeved,"animation,anime,drama,mystery,crime,fantasy,science-fiction,action-and-adventure,thriller"
1307,Anthony Jeselnik: Thoughts and Prayers,"comedy,stand-up-and-talk"
1308,Bheeshma,"action-and-adventure,comedy,romance,drama"
1309,Bert Kreischer: Secret Time,"comedy,stand-up-and-talk"
1310,Feel the Beat,"comedy,drama,family"
1311,Jim Jefferies: Freedumb,"comedy,stand-up-and-talk,documentary"
1312,Angamaly Diaries,"action-and-adventure,comedy,thriller,romance,drama"
1313,He's Out There,"horror,thriller,mystery"
1314,American Gospel: Christ Alone,documentary
1315,Dream/Killer,"documentary,crime"
1316,Kevin Hart: Seriously Funny,"documentary,comedy"
1317,Sex and the City 2,"comedy,lgbtq,drama,romance"
1318,Yucatán,comedy
1319,Naruto Shippuden the Movie: Blood Prison,"animation,anime,action-and-adventure,comedy,horror,mystery,thriller"
1320,Step Sisters,comedy
1321,Tony Robbins: I Am Not Your Guru,documentary
1322,She's Dating the Gangster,"drama,romance,comedy"
1323,Eyyvah Eyvah,comedy
1324,My Next Guest with David Letterman and Shah Rukh Khan,
1325,Pandora,"thriller,action-and-adventure,drama,mystery"
1326,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,comedy
1327,1000 Mabrouk,"comedy,drama,fantasy,thriller"
1328,Mascots,comedy
1329,Socha Na Tha,"romance,comedy,drama"
1330,Dream House,"thriller,drama,mystery"
1331,Ek Hasina Thi,"crime,romance,thriller,drama,mystery,action-and-adventure"
1332,Tom Segura: Disgraceful,"comedy,stand-up-and-talk"
1333,Moonwalkers,"comedy,action-and-adventure,documentary"
1334,Trespass Against Us,"action-and-adventure,crime,drama,thriller,documentary,mystery"
1335,Every Time I Die,"thriller,mystery"
1336,Minimalism: A Documentary About the Important Things,documentary
1337,La tribu,comedy
1338,Nothing to Hide,"drama,comedy"
1339,Love per Square Foot,"comedy,romance"
1340,The Longshots,"biography,comedy,drama,family,sport"
1341,Opening Night,"musical,comedy,mystery,thriller,drama,action-and-adventure,crime"
1342,Attacking the Devil: Harold Evans and the Last Nazi War Crime,documentary
1343,Big Stone Gap,"comedy,romance"
1344,Room for Rent,"mystery,comedy"
1345,The Seven Deadly Sins: Prisoners of the Sky,"action-and-adventure,anime,fantasy,animation"
1346,The Cat in the Hat,"children,comedy,fantasy,action-and-adventure,family"
1347,Bobbi Jene,"documentary,drama,romance"
1348,Jailbreak,"action-and-adventure,comedy"
1349,Casa De Mi Padre,comedy
1350,Lost Bullet,"action-and-adventure,crime,thriller"
1351,Violet Evergarden: Eternity and the Auto Memory Doll,"drama,anime,fantasy,animation"
1352,Eh Janam Tumhare Lekhe,"biography,documentary"
1353,That Thing Called Tadhana,"romance,comedy,drama"
1354,The Rainbow Troops,"drama,action-and-adventure,family"
1355,1 Mile To You,"drama,romance,sport"
1356,Jerry Seinfeld: 23 Hours To Kill,comedy
1357,The Sea of Trees,"drama,fantasy,mystery"
1358,Kevin Hart: I'm a Grown Little Man,"documentary,stand-up-and-talk,comedy"
1359,Jeff Dunham: Controlled Chaos,"comedy,documentary"
1360,Once Upon a Time in Mumbaai,"crime,drama,romance,mystery,thriller,action-and-adventure"
1361,Bill Hicks: Revelations,"documentary,stand-up-and-talk,comedy"
1362,Bill Hicks: Sane Man,"documentary,stand-up-and-talk,cult,comedy"
1363,Apollo 18,"horror,mystery,science-fiction,thriller"
1364,Seth Meyers: Lobby Baby,"comedy,stand-up-and-talk"
1365,Asperger's Are Us,"documentary,comedy,drama"
1366,Marc Maron: End Times Fun,"comedy,documentary"
1367,Mike Birbiglia: Thank God for Jokes,"comedy,stand-up-and-talk"
1368,The Last Summer,"comedy,romance"
1369,The After Party,"comedy,musical,horror"
1370,The African Doctor,"biography,comedy,drama"
